,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1906,Browns,1B,959,154,1357.2,3253,1898,256,,,189,,,,,,,20,,0.953,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1906,Americans,C,985,155,1382.0,3281,2069,294,,,181,,,,,,,31,,0.948,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1906,White Sox,2B,996,154,1375.1,3366,2188,213,,,192,,,,,,,19,,0.963,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1906,Naps,3B,997,157,1412.2,3440,2117,192,,,292,,,,,,,22,,0.967,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1906,Tigers,1B,957,151,1334.1,3136,1936,236,,,191,,,,,,,10,,0.956,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1906,Senators,1B,977,151,1322.2,3140,1855,237,,,182,,,,,,,20,,0.955,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1906,Highlanders,1B,1052,155,1357.2,3222,1921,238,,,173,,,,,,,18,,0.956,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1906,Athletics,2B,978,149,1322.0,3205,1777,228,,,191,,,,,,,17,,0.956,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1906,Beaneaters,2B,938,152,1334.1,3297,2011,280,,,232,,,,,,,23,,0.95,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1906,Cubs,C,976,154,1388.1,3336,1887,176,,,235,,,,,,,14,,0.967,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1906,Reds,1B,976,155,1369.2,3272,1921,225,,,232,,,,,,,21,,0.958,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1906,Superbas,1B,965,153,1348.2,3099,1895,234,,,183,,,,,,,16,,0.955,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1906,Phillies,P,1000,154,1354.1,3080,1772,252,,,189,,,,,,,13,,0.951,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1906,Pirates,P,982,154,1358.0,3261,1945,194,,,259,,,,,,,26,,0.964,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1906,Cardinals,C,997,154,1354.0,3270,2008,221,,,213,,,,,,,38,,0.96,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1906,Giants,2B,1004,152,1334.1,3286,2071,196,,,200,,,,,,,26,,0.965,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
