,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1925,Browns,P,1137,154,1379.2,3074,1868,184,,,403,,,,,,,15,,0.964,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1925,Red Sox,P,1104,152,1326.2,2956,1946,216,,,380,,,,,,,16,,0.958,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1925,White Sox,P,1113,154,1385.2,3054,1918,166,,,408,,,,,,,6,,0.968,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1925,Indians,C,1104,155,1372.1,3009,1889,163,,,342,,,,,,,8,,0.968,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1925,Tigers,P,1188,156,1383.2,3049,1888,132,,,354,,,,,,,7,,0.974,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1925,Senators,SS,1150,152,1358.1,2966,1749,138,,,411,,,,,,,7,,0.972,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1925,Yankees,P,1156,156,1387.2,3109,1795,133,,,370,,,,,,,12,,0.974,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1925,Athletics,P,1175,153,1381.2,3111,1889,173,,,370,,,,,,,13,,0.967,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1925,Braves,3B,1091,153,1366.2,2885,1823,181,,,343,,,,,,,6,,0.963,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1925,Cubs,1B,1083,154,1370.0,3016,1965,156,,,414,,,,,,,9,,0.97,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1925,Reds,P,1102,153,1375.1,3053,2002,175,,,417,,,,,,,15,,0.967,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1925,Robins,P,1092,153,1350.2,2958,1873,169,,,338,,,,,,,17,,0.966,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1925,Phillies,P,1177,153,1350.2,2951,1811,178,,,357,,,,,,,12,,0.964,-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1925,Pirates,3B,1092,153,1354.2,2948,1824,174,,,443,,,,,,,13,,0.965,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1925,Cardinals,P,1052,153,1335.2,2882,1754,168,,,384,,,,,,,4,,0.965,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1925,Giants,C,1101,153,1354.0,3165,1945,159,,,329,,,,,,,10,,0.97,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
