,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1999,Angels,CF,2006,1458,12882.0,4294,1723,106,,,423,,,,,103,62,20,65,0.983,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1999,Orioles,C,2039,1458,12915.0,4305,1781,89,,,508,,,,,93,50,5,55,0.986,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1999,Red Sox,P,1989,1458,12930.0,4310,1548,127,,,346,,,,,159,58,31,28,0.979,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1999,White Sox,P,2064,1457,12945.0,4315,1562,136,,,401,,,,,102,46,14,60,0.977,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1999,Indians,LF,2111,1458,13053.0,4351,1739,106,,,418,,,,,118,46,8,54,0.983,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1999,Tigers,SS,2040,1449,12789.0,4263,1623,106,,,424,,,,,81,44,12,43,0.982,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1999,Royals,P,1988,1449,12786.0,4262,1727,125,,,504,,,,,111,49,10,60,0.98,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1999,Twins,2B,2171,1449,12810.0,4270,1613,92,,,401,,,,,73,37,12,57,0.985,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1999,Yankees,C,1940,1458,12957.0,4319,1577,111,,,348,,,,,131,48,18,49,0.982,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1999,Athletics,1B,2195,1458,12945.0,4315,1700,122,,,453,,,,,110,51,18,57,0.98,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1999,Mariners,P,2062,1458,12903.0,4300,1690,113,,,495,,,,,107,50,8,63,0.981,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,1999,Devil Rays,P,2084,1458,12897.0,4299,1777,135,,,541,,,,,101,69,12,52,0.978,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,1999,Rangers,1B,1999,1458,12927.0,4309,1730,119,,,448,,,,,47,52,2,50,0.981,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,1999,Blue Jays,P,1923,1458,12951.0,4316,1664,106,,,444,,,,,124,53,13,55,0.983,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,1999,Diamondbacks,2B,2023,1458,13206.0,4403,1585,104,,,356,,,,,138,66,17,39,0.983,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,1999,Braves,P,2149,1458,13239.0,4413,1658,111,,,339,,,,,108,45,10,34,0.982,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,1999,Cubs,CF,2198,1458,12876.0,4292,1597,139,,,367,,,,,100,43,14,59,0.977,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,1999,Reds,P,2141,1467,13158.0,4386,1551,105,,,369,,,,,124,34,11,65,0.983,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,1999,Rockies,CF,2080,1458,12861.0,4286,1737,118,,,512,,,,,163,63,9,70,0.981,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,1999,Marlins,P,2141,1458,12921.0,4307,1688,127,,,404,,,,,94,67,10,46,0.979,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,1999,Astros,1B,2072,1457,13128.0,4376,1732,106,,,462,,,,,94,43,9,54,0.983,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,1999,Dodgers,P,2064,1458,13077.0,4359,1725,137,,,376,,,,,156,56,13,53,0.978,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,1999,Brewers,SS,2165,1449,12984.0,4328,1669,127,,,397,,,,,177,44,13,64,0.979,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,1999,Expos,P,2279,1458,12909.0,4303,1618,160,,,335,,,,,157,47,16,46,0.974,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25,1999,Mets,P,2239,1467,13110.0,4370,1607,68,,,395,,,,,134,44,10,38,0.989,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,1999,Phillies,CF,2140,1458,12945.0,4314,1598,100,,,387,,,,,94,35,13,67,0.983,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,1999,Pirates,1B,2074,1449,12900.0,4300,1746,147,,,477,,,,,99,50,9,54,0.976,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28,1999,Cardinals,P,2232,1449,13008.0,4336,1634,132,,,420,,,,,80,69,8,60,0.978,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,1999,Padres,C,2213,1458,12783.0,4261,1633,129,,,407,,,,,114,45,15,73,0.979,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,1999,Giants,P,2145,1458,13107.0,4368,1630,105,,,418,,,,,129,53,8,62,0.983,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
