,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1946,Browns,SS,1195,156,1382.1,3010,1676,135,,,402,,,,,,,19,,0.972,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1946,Red Sox,P,1137,156,1396.2,3105,1724,111,,,450,,,,,,,9,,0.978,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1946,White Sox,3B,1117,155,1392.1,3113,1835,157,,,448,,,,,,,16,,0.969,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1946,Indians,C,1175,156,1388.2,3135,1565,124,,,375,,,,,,,16,,0.974,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1946,Tigers,3B,1104,155,1402.0,3260,1646,126,,,374,,,,,,,14,,0.975,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1946,Senators,2B,1146,155,1396.1,3063,1698,180,,,414,,,,,,,37,,0.964,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1946,Yankees,1B,1134,154,1361.0,3053,1714,132,,,456,,,,,,,11,,0.973,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1946,Athletics,2B,1124,155,1342.2,2929,1561,135,,,357,,,,,,,7,,0.971,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1946,Braves,P,1186,154,1371.0,3016,1627,148,,,324,,,,,,,6,,0.969,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1946,Cubs,P,1227,155,1393.0,3106,1733,114,,,291,,,,,,,13,,0.977,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1946,Reds,P,1141,156,1413.1,3203,1875,131,,,487,,,,,,,4,,0.975,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1946,Dodgers,3B,1295,157,1418.0,3164,1681,146,,,399,,,,,,,17,,0.971,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1946,Phillies,1B,1175,155,1369.0,3002,1653,123,,,350,,,,,,,12,,0.974,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1946,Pirates,P,1190,155,1370.0,3006,1756,152,,,325,,,,,,,10,,0.969,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1946,Cardinals,1B,1185,156,1397.0,3146,1717,103,,,447,,,,,,,10,,0.979,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1946,Giants,P,1204,154,1353.1,3095,1707,132,,,313,,,,,,,9,,0.973,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
