,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1905,Browns,1B,977,156,1384.2,3439,2120,250,,,164,,,,,,,20,,0.957,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1905,Americans,C,967,153,1356.1,3282,1883,249,,,182,,,,,,,26,,0.954,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1905,White Sox,2B,999,158,1427.0,3454,2175,172,,,246,,,,,,,19,,0.97,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1905,Naps,1B,962,155,1363.1,3297,1906,190,,,189,,,,,,,24,,0.965,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1905,Tigers,1B,971,154,1348.0,3111,1792,235,,,181,,,,,,,19,,0.954,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1905,Senators,P,977,154,1362.1,3212,1991,273,,,176,,,,,,,11,,0.95,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1905,Highlanders,C,1021,152,1353.2,3238,1728,247,,,208,,,,,,,23,,0.953,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1905,Athletics,P,972,152,1383.1,3338,1717,226,,,133,,,,,,,21,,0.957,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1905,Beaneaters,C,964,156,1383.0,3344,2079,265,,,193,,,,,,,42,,0.953,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1905,Cubs,3B,965,155,1407.1,3385,1952,217,,,234,,,,,,,24,,0.961,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1905,Reds,P,987,155,1365.2,3246,2086,259,,,281,,,,,,,36,,0.954,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1905,Superbas,2B,973,155,1347.0,3160,1945,346,,,252,,,,,,,21,,0.937,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1905,Phillies,P,987,155,1398.2,3169,1859,238,,,227,,,,,,,13,,0.955,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1905,Pirates,1B,999,155,1382.2,3218,2032,234,,,282,,,,,,,25,,0.957,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1905,Cardinals,P,963,154,1347.2,3152,1964,247,,,182,,,,,,,17,,0.954,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1905,Giants,P,1014,155,1370.0,3387,2016,205,,,229,,,,,,,24,,0.963,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
