,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1926,Browns,P,1112,155,1368.0,3023,1948,185,,,442,,,,,,,13,,0.964,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1926,Red Sox,P,1117,154,1362.0,3157,2124,155,,,367,,,,,,,12,,0.971,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1926,White Sox,P,1103,155,1380.0,3033,1834,131,,,300,,,,,,,9,,0.974,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1926,Indians,C,1055,154,1374.0,3039,1858,140,,,363,,,,,,,5,,0.972,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1926,Tigers,P,1200,157,1394.2,3157,1853,148,,,365,,,,,,,9,,0.971,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1926,Senators,3B,1138,152,1348.1,2959,1721,144,,,316,,,,,,,8,,0.97,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1926,Yankees,P,1126,155,1372.1,3064,1772,170,,,284,,,,,,,15,,0.966,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1926,Athletics,P,1164,150,1346.0,3122,1827,147,,,320,,,,,,,10,,0.971,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1926,Braves,1B,1114,153,1365.1,2937,1892,159,,,385,,,,,,,19,,0.968,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1926,Cubs,1B,1084,155,1378.1,3105,1952,127,,,430,,,,,,,17,,0.976,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1926,Reds,2B,1132,157,1408.2,3206,2094,143,,,418,,,,,,,15,,0.974,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1926,Robins,3B,1138,155,1361.2,3048,1834,179,,,232,,,,,,,12,,0.965,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1926,Phillies,1B,1178,152,1334.1,2955,1963,191,,,399,,,,,,,15,,0.963,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1926,Pirates,SS,1155,157,1379.1,3019,1869,179,,,423,,,,,,,9,,0.965,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1926,Cardinals,1B,1099,156,1398.2,3007,1878,154,,,350,,,,,,,5,,0.969,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1926,Giants,C,1133,151,1341.2,3042,1878,149,,,364,,,,,,,15,,0.971,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
