,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1911,Browns,3B,1024,152,1332.1,3048,2039,284,,,275,,,,,,,20,,0.947,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1911,Red Sox,1B,1039,153,1351.2,3241,1893,275,,,213,,,,,,,28,,0.949,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1911,White Sox,1B,1095,154,1386.1,3373,2032,216,,,238,,,,,,,25,,0.962,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1911,Naps,P,1047,156,1390.2,3308,1997,252,,,247,,,,,,,32,,0.955,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1911,Tigers,1B,1021,154,1387.2,3244,2003,276,,,186,,,,,,,15,,0.95,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1911,Senators,P,1021,154,1353.1,3266,2077,250,,,229,,,,,,,39,,0.955,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1911,Highlanders,2B,1051,153,1360.2,3247,1910,279,,,249,,,,,,,24,,0.949,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1911,Athletics,3B,1040,152,1375.2,3299,1816,196,,,246,,,,,,,14,,0.963,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1911,Rustlers,P,1079,156,1374.0,3178,1978,282,,,256,,,,,,,19,,0.948,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1911,Cubs,P,1080,157,1411.0,3299,1986,220,,,284,,,,,,,11,,0.96,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1911,Reds,1B,1131,159,1425.0,3277,1949,259,,,286,,,,,,,15,,0.953,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1911,Dodgers,C,1053,154,1371.2,3150,1915,193,,,281,,,,,,,12,,0.963,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1911,Phillies,C,1029,153,1373.1,3216,1846,207,,,268,,,,,,,23,,0.961,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1911,Pirates,C,1045,155,1380.1,3081,1782,202,,,323,,,,,,,15,,0.96,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1911,Cardinals,P,1092,158,1402.1,3221,1975,215,,,265,,,,,,,17,,0.96,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1911,Giants,1B,1097,154,1368.0,3280,1846,215,,,207,,,,,,,14,,0.96,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
