,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1975,Angels,P,1837,1449,13080.0,4360,1704,185,,,449,,,,,150,65,12,62,0.97,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1975,Orioles,P,1800,1425,13059.0,4353,1974,107,,,477,,,,,93,62,5,44,0.983,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1975,Red Sox,CF,1808,1440,12930.0,4309,1724,139,,,375,,,,,111,60,3,34,0.977,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1975,White Sox,P,1794,1449,13071.0,4358,1859,140,,,419,,,,,109,80,12,26,0.978,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1975,Indians,SS,1810,1431,12918.0,4305,1754,134,,,419,,,,,121,74,15,51,0.978,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1975,Tigers,P,1646,1431,12564.0,4188,1754,173,,,378,,,,,123,68,11,48,0.972,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1975,Royals,P,1852,1458,13110.0,4369,1828,154,,,397,,,,,119,64,13,41,0.976,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1975,Twins,CF,1847,1431,12807.0,4269,1842,170,,,399,,,,,119,79,9,50,0.973,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1975,Yankees,P,1780,1440,12816.0,4272,1696,136,,,401,,,,,80,71,9,42,0.978,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1975,Athletics,P,2079,1458,13032.0,4344,1686,143,,,371,,,,,110,50,13,48,0.977,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13,1975,Rangers,P,1909,1458,13191.0,4397,1981,191,,,468,,,,,96,71,11,46,0.971,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,16,1975,Braves,CF,1831,1449,12870.0,4288,1873,173,,,395,,,,,147,44,35,53,0.973,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,17,1975,Cubs,P,1942,1458,12998.0,4332,1908,179,,,413,,,,,93,54,15,34,0.972,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,18,1975,Reds,P,2003,1458,13131.0,4376,1781,102,,,457,,,,,61,29,3,49,0.984,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,21,1975,Astros,2B,1916,1458,13125.0,4383,1889,137,,,444,,,,,125,65,30,82,0.979,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,22,1975,Dodgers,P,1903,1458,13227.0,4409,1656,127,,,279,,,,,68,33,17,36,0.979,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,23,1975,Brewers,1B,1913,1458,12885.0,4296,1776,180,,,427,,,,,118,73,20,69,0.971,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,24,1975,Expos,CF,1978,1458,13320.0,4439,1956,180,,,487,,,,,78,46,20,68,0.973,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,25,1975,Mets,2B,1888,1458,13194.0,4399,1736,151,,,379,,,,,116,63,8,48,0.976,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,26,1975,Phillies,C,2004,1458,13095.0,4365,1795,152,,,430,,,,,69,52,10,50,0.976,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,27,1975,Pirates,3B,1813,1449,12936.0,4311,1802,151,,,389,,,,,81,35,19,37,0.976,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,28,1975,Cardinals,2B,1955,1467,13092.0,4371,1723,172,,,358,,,,,110,39,31,55,0.973,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,29,1975,Padres,3B,1995,1458,13170.0,4385,1930,188,,,442,,,,,118,51,7,44,0.971,-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,30,1975,Giants,P,1857,1449,12894.0,4299,1767,146,,,438,,,,,114,47,13,49,0.976,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
