,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1922,Browns,C,1064,154,1392.0,3132,1839,157,,,378,,,,,,,7,,0.969,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1922,Red Sox,P,1112,154,1373.1,3018,1944,174,,,333,,,,,,,10,,0.966,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1922,White Sox,P,1053,155,1403.2,3149,1926,117,,,307,,,,,,,3,,0.977,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1922,Indians,1B,1133,155,1383.2,3098,1878,168,,,332,,,,,,,20,,0.967,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1922,Tigers,P,1131,155,1391.0,3173,1974,163,,,331,,,,,,,10,,0.969,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1922,Senators,P,1064,154,1362.1,3069,1955,149,,,406,,,,,,,11,,0.971,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1922,Yankees,3B,1029,154,1393.2,3189,1929,118,,,308,,,,,,,17,,0.977,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1922,Athletics,C,1124,155,1362.1,3048,1915,176,,,287,,,,,,,16,,0.966,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1922,Braves,2B,1109,154,1348.0,2907,1849,163,,,296,,,,,,,8,,0.967,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1922,Cubs,1B,1130,159,1397.2,3148,1950,161,,,376,,,,,,,6,,0.969,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1922,Reds,C,1058,156,1385.2,3116,2021,169,,,352,,,,,,,6,,0.968,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1922,Robins,P,1102,155,1385.2,3086,1880,178,,,343,,,,,,,18,,0.965,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1922,Phillies,3B,1081,154,1372.0,3121,2084,177,,,362,,,,,,,10,,0.967,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1922,Pirates,C,1074,157,1387.1,3042,1747,138,,,316,,,,,,,13,,0.972,-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1922,Cardinals,1B,1187,154,1362.2,3022,1818,186,,,305,,,,,,,9,,0.963,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1922,Giants,P,1128,156,1396.1,3179,2023,152,,,373,,,,,,,16,,0.972,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
