,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1963,Angels,2B,1916,1449,13098.0,4354,1827,163,,,420,,,,,56,41,18,47,0.974,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1963,Orioles,P,1939,1458,13068.0,4358,1703,99,,,417,,,,,47,24,11,31,0.984,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1963,Red Sox,P,1748,1449,13047.0,4348,1588,134,,,326,,,,,62,17,12,50,0.978,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1963,White Sox,C,1904,1458,13221.0,4393,1777,131,,,420,,,,,51,32,23,36,0.979,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1963,Indians,CF,1889,1458,13221.0,4408,1603,143,,,346,,,,,51,34,12,39,0.977,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1963,Tigers,P,1789,1458,13107.0,4365,1628,113,,,336,,,,,38,25,21,42,0.981,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,1963,Twins,P,1950,1449,13017.0,4345,1596,144,,,359,,,,,43,23,13,57,0.976,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,1963,Yankees,P,1781,1449,13044.0,4339,1713,110,,,421,,,,,36,18,9,32,0.982,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,1963,Athletics,CF,1825,1458,13122.0,4371,1717,127,,,360,,,,,96,26,11,41,0.98,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13,1963,Senators,P,1876,1458,13023.0,4339,1822,182,,,453,,,,,73,28,17,48,0.971,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,16,1963,Braves,SS,1985,1467,13248.0,4413,1851,128,,,444,,,,,60,43,15,53,0.98,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,17,1963,Cubs,C,1776,1458,13113.0,4360,1956,155,,,436,,,,,48,66,19,42,0.976,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,18,1963,Reds,P,1800,1458,12957.0,4315,1575,134,,,342,,,,,69,46,17,64,0.978,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,21,1963,Colt .45's,P,1870,1458,13053.0,4342,1626,162,,,255,,,,,82,50,22,43,0.974,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,22,1963,Dodgers,LF,1971,1467,13227.0,4404,1752,159,,,346,,,,,50,30,15,45,0.975,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,25,1963,Mets,P,1940,1458,12846.0,4281,1884,212,,,383,,,,,61,58,24,56,0.967,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,26,1963,Phillies,1B,2023,1458,13116.0,4373,1839,142,,,394,,,,,80,60,13,49,0.978,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,27,1963,Pirates,P,1858,1458,13032.0,4331,1970,182,,,525,,,,,79,54,15,41,0.972,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,28,1963,Cardinals,CF,1924,1458,13170.0,4385,1613,147,,,368,,,,,83,45,20,50,0.976,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,30,1963,Giants,P,1949,1458,13221.0,4407,1612,156,,,289,,,,,68,39,13,40,0.975,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
