,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1914,Browns,1B,1149,159,1410.2,3297,1964,260,,,225,,,,,,,30,,0.953,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1914,Red Sox,1B,1136,159,1427.1,3285,1865,203,,,226,,,,,,,19,,0.962,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1914,White Sox,3B,1116,157,1398.2,3409,2155,248,,,212,,,,,,,16,,0.957,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1914,Naps,C,1108,157,1391.2,3232,1936,246,,,277,,,,,,,30,,0.955,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1914,Tigers,C,1102,157,1412.0,3439,2216,250,,,241,,,,,,,23,,0.958,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1914,Senators,P,1114,157,1420.2,3399,1890,194,,,274,,,,,,,22,,0.965,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1914,Yankees,P,1051,157,1397.1,3272,2006,206,,,224,,,,,,,15,,0.962,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1914,Athletics,2B,1072,157,1404.0,3315,1886,181,,,245,,,,,,,25,,0.966,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1914,Braves,P,1071,158,1421.0,3392,2080,201,,,353,,,,,,,17,,0.965,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1914,Cubs,C,1105,156,1389.1,3224,1851,259,,,187,,,,,,,29,,0.951,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1914,Reds,P,1164,157,1387.1,3311,2047,262,,,269,,,,,,,39,,0.953,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1914,Robins,P,1062,154,1368.1,3202,1870,213,,,264,,,,,,,19,,0.96,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1914,Phillies,C,1080,154,1379.1,3184,1939,266,,,176,,,,,,,11,,0.951,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1914,Pirates,P,1122,158,1405.0,3185,1972,179,,,215,,,,,,,22,,0.966,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1914,Cardinals,P,1102,157,1424.2,3299,1984,209,,,245,,,,,,,14,,0.962,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1914,Giants,1B,1118,156,1390.2,3173,1973,211,,,265,,,,,,,7,,0.961,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1004,1914,Buffeds,3B,1076,155,1387.0,3328,1933,209,,,251,,,,,,,18,,0.962,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1007,1914,Terrapins,P,1105,160,1392.0,3427,2046,195,,,235,,,,,,,20,,0.966,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1014,1914,Tip-Tops,C,1076,157,1385.1,3291,1866,229,,,270,,,,,,,17,,0.957,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1021,1914,Chi-Feds,C,1091,157,1420.1,3381,1986,216,,,281,,,,,,,14,,0.961,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1040,1914,Packers,2B,1072,154,1361.0,3304,2057,243,,,321,,,,,,,23,,0.957,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1051,1914,Hoosiers,1B,1041,157,1397.2,3322,1979,228,,,276,,,,,,,15,,0.959,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1059,1914,Rebels,2B,1040,154,1370.0,3207,1904,212,,,212,,,,,,,28,,0.96,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1071,1914,Terriers,P,1037,154,1367.2,3251,1868,224,,,212,,,,,,,18,,0.958,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
