,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1916,Browns,P,1155,146,1443.2,3350,2122,196,,,303,,,,,,,20,,0.965,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1916,Red Sox,C,1190,156,1410.2,3264,1995,150,,,254,,,,,,,14,,0.972,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1916,White Sox,SS,1121,155,1412.1,3306,1915,179,,,309,,,,,,,6,,0.967,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1916,Indians,1B,1135,157,1410.0,3306,2112,196,,,293,,,,,,,23,,0.965,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1916,Tigers,C,1117,155,1410.0,3318,2024,173,,,257,,,,,,,13,,0.969,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1916,Senators,C,1115,159,1430.2,3241,1809,189,,,272,,,,,,,32,,0.964,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1916,Yankees,3B,1082,156,1428.0,3347,2025,185,,,276,,,,,,,10,,0.967,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1916,Athletics,P,1037,154,1343.2,3209,2068,271,,,315,,,,,,,19,,0.951,-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1916,Braves,P,1097,158,1415.2,3291,1999,185,,,284,,,,,,,17,,0.966,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1916,Cubs,P,1139,156,1416.2,3330,2103,261,,,257,,,,,,,20,,0.954,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1916,Reds,SS,1095,155,1408.0,3234,2025,197,,,295,,,,,,,19,,0.964,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1916,Robins,2B,1071,156,1427.1,3246,1854,190,,,227,,,,,,,19,,0.964,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1916,Phillies,2B,1047,154,1382.2,3227,1956,206,,,291,,,,,,,26,,0.962,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1916,Pirates,P,1119,157,1419.2,3187,1845,219,,,215,,,,,,,19,,0.958,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1916,Cardinals,C,1140,153,1355.0,3202,2022,231,,,297,,,,,,,22,,0.958,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1916,Giants,C,1093,155,1397.1,3294,1971,179,,,262,,,,,,,17,,0.967,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
