,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1929,Browns,P,1080,154,1371.0,3044,1819,138,,,398,,,,,,,7,,0.972,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1929,Red Sox,P,1178,155,1366.2,3022,1818,172,,,400,,,,,,,8,,0.966,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1929,White Sox,P,1076,152,1357.2,2974,1869,142,,,380,,,,,,,11,,0.972,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1929,Indians,C,1085,152,1352.0,3117,1966,152,,,426,,,,,,,14,,0.971,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1929,Tigers,P,1132,155,1390.1,3064,1776,183,,,364,,,,,,,13,,0.964,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1929,Senators,P,1112,153,1354.2,3026,1780,157,,,402,,,,,,,9,,0.968,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1929,Yankees,2B,1143,154,1366.2,3011,1736,145,,,396,,,,,,,7,,0.97,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1929,Athletics,SS,1099,151,1357.0,2952,1574,126,,,307,,,,,,,10,,0.973,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1929,Braves,2B,1102,154,1352.2,2868,1878,168,,,395,,,,,,,14,,0.966,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1929,Cubs,3B,1117,158,1398.2,3113,1877,127,,,427,,,,,,,13,,0.975,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1929,Reds,C,1096,155,1369.1,2957,1943,132,,,408,,,,,,,7,,0.974,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1929,Robins,P,1136,153,1358.0,3039,1747,149,,,283,,,,,,,13,,0.97,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1929,Phillies,P,1192,154,1348.0,2956,1917,158,,,383,,,,,,,9,,0.969,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1929,Pirates,P,1134,154,1379.0,2989,1760,159,,,342,,,,,,,9,,0.968,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1929,Cardinals,P,1096,154,1359.2,2913,1718,139,,,368,,,,,,,6,,0.971,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1929,Giants,P,1109,152,1372.0,3151,1952,128,,,415,,,,,,,8,,0.976,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
