,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1992,Angels,1B,1960,1458,13014.0,4338,1811,134,,,464,,,,,120,70,5,42,0.979,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1992,Orioles,P,1903,1458,13176.0,4392,1708,93,,,464,,,,,131,44,15,45,0.985,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1992,Red Sox,1B,1947,1458,13038.0,4346,1871,139,,,461,,,,,115,51,8,50,0.978,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1992,White Sox,1B,1948,1458,13155.0,4385,1778,129,,,365,,,,,120,57,13,35,0.979,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1992,Indians,P,2023,1458,13230.0,4410,1727,141,,,468,,,,,109,64,9,53,0.978,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1992,Tigers,CF,1994,1458,12921.0,4307,1766,116,,,441,,,,,102,61,8,57,0.981,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1992,Royals,P,1949,1458,13026.0,4342,1748,122,,,439,,,,,107,52,14,42,0.98,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1992,Twins,1B,2044,1458,13077.0,4359,1776,95,,,409,,,,,152,62,14,52,0.985,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1992,Yankees,SS,1889,1458,13074.0,4357,1739,114,,,444,,,,,164,62,16,52,0.982,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1992,Athletics,1B,2142,1458,13023.0,4341,1576,125,,,424,,,,,118,76,8,67,0.979,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1992,Mariners,C,2082,1458,13005.0,4335,1763,112,,,449,,,,,140,62,9,61,0.982,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13,1992,Rangers,1B,2124,1456,13143.0,4381,1692,154,,,406,,,,,87,84,19,72,0.975,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,1992,Blue Jays,CF,1891,1458,12966.0,4322,1592,94,,,286,,,,,144,62,15,66,0.984,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,16,1992,Braves,CF,2111,1458,13140.0,4380,1703,109,,,325,,,,,149,66,13,58,0.982,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,17,1992,Cubs,2B,2091,1458,13221.0,4407,1934,113,,,382,,,,,116,72,14,68,0.982,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,18,1992,Reds,P,2098,1458,13047.0,4349,1665,96,,,342,,,,,103,54,8,54,0.984,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,21,1992,Astros,1B,2171,1458,13134.0,4378,1621,114,,,322,,,,,129,54,13,45,0.981,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,22,1992,Dodgers,P,2137,1458,12942.0,4314,1827,174,,,360,,,,,141,62,20,64,0.972,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,23,1992,Brewers,2B,1964,1458,13113.0,4371,1742,89,,,402,,,,,95,53,5,37,0.986,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,24,1992,Expos,2B,2053,1458,13212.0,4404,1774,124,,,307,,,,,199,68,9,48,0.98,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,25,1992,Mets,CF,2135,1458,13020.0,4340,1717,116,,,367,,,,,148,67,10,34,0.981,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,26,1992,Phillies,C,1965,1458,12852.0,4284,1614,131,,,339,,,,,111,53,13,43,0.978,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,27,1992,Pirates,P,2082,1458,13317.0,4438,1930,101,,,388,,,,,124,73,11,52,0.984,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,28,1992,Cardinals,CF,2065,1458,13320.0,4440,1777,94,,,406,,,,,124,39,8,41,0.985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,29,1992,Padres,C,1988,1458,13152.0,4383,1719,115,,,337,,,,,141,69,2,25,0.982,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,30,1992,Giants,LF,2112,1458,13149.0,4383,1782,113,,,462,,,,,75,64,17,33,0.982,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
