,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1997,Angels,CF,2014,1458,13092.0,4364,1592,123,,,376,,,,,101,63,19,57,0.98,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1997,Orioles,P,2084,1458,13149.0,4382,1665,97,,,392,,,,,149,50,7,43,0.984,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1997,Red Sox,P,2032,1458,13065.0,4354,1696,135,,,480,,,,,171,53,36,51,0.978,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1997,White Sox,P,2069,1449,12799.0,4267,1439,127,,,335,,,,,119,52,16,71,0.978,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1997,Indians,CF,2024,1449,12831.0,4275,1726,106,,,414,,,,,126,54,8,59,0.983,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1997,Tigers,SS,2067,1458,13011.0,4335,1720,92,,,399,,,,,130,48,11,51,0.985,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1997,Royals,P,2073,1449,12987.0,4328,1630,91,,,449,,,,,72,42,14,62,0.985,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1997,Twins,P,2050,1458,12906.0,4301,1694,101,,,456,,,,,85,46,14,66,0.983,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1997,Yankees,C,2026,1458,13209.0,4423,1703,104,,,411,,,,,111,47,19,62,0.983,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1997,Athletics,3B,2255,1458,13008.0,4334,1765,122,,,463,,,,,131,48,5,51,0.98,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1997,Mariners,CF,2073,1458,13029.0,4342,1572,126,,,384,,,,,99,66,3,57,0.979,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13,1997,Rangers,P,2035,1458,12867.0,4289,1666,121,,,417,,,,,60,56,6,55,0.98,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,1997,Blue Jays,LF,1882,1458,12984.0,4328,1536,94,,,389,,,,,77,64,11,54,0.984,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,16,1997,Braves,P,2169,1458,13189.0,4400,1672,114,,,368,,,,,124,54,11,38,0.982,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,17,1997,Cubs,P,2156,1458,12861.0,4286,1605,112,,,316,,,,,146,59,16,35,0.981,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,18,1997,Reds,P,2169,1458,13041.0,4347,1576,106,,,338,,,,,139,48,13,64,0.982,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,19,1997,Rockies,P,2120,1458,12894.0,4297,1946,111,,,555,,,,,130,54,5,50,0.983,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,1997,Marlins,2B,2128,1457,13013.0,4338,1650,116,,,442,,,,,95,70,7,41,0.981,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,21,1997,Astros,CF,2042,1457,13123.0,4375,1875,131,,,456,,,,,92,57,6,46,0.979,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,22,1997,Dodgers,LF,2073,1458,13134.0,4378,1563,116,,,282,,,,,118,58,11,36,0.981,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,23,1997,Brewers,SS,2116,1449,12846.0,4281,1655,121,,,464,,,,,106,52,11,46,0.98,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,24,1997,Expos,P,2079,1458,13023.0,4339,1697,132,,,407,,,,,192,42,13,52,0.979,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,25,1997,Mets,P,2167,1458,13134.0,4378,1881,120,,,447,,,,,106,44,10,47,0.981,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,26,1997,Phillies,1B,2057,1458,12783.0,4261,1547,108,,,356,,,,,107,57,16,73,0.982,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,27,1997,Pirates,P,2134,1458,12924.0,4308,1832,131,,,381,,,,,109,66,11,61,0.979,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,28,1997,Cardinals,LF,2181,1458,13101.0,4366,1739,123,,,411,,,,,134,66,18,48,0.98,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,29,1997,Padres,P,2126,1458,13050.0,4350,1819,132,,,345,,,,,171,75,8,58,0.979,-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,30,1997,Giants,P,2168,1458,13014.0,4338,1799,125,,,438,,,,,108,73,9,48,0.98,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
