,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,7,2007,Royals,1B,2100,1458,12936.0,4312,1553,106,54,49,384,160,116,160,27,70,26,5,56,0.982,,-1,7,-2,0,38,43,2495,2105,0.844,385,,,9.3,3.1,63.2,-3.3,72.3,11.4,,,75.3,,,,,,,,,,,,,0,-4,,
1,17,2007,Cubs,P,2214,1458,13020.0,4340,1535,94,52,40,329,134,96,134,33,116,24,16,42,0.984,,-10,2,12,8,18,16,2267,1906,0.841,326,,,14.6,5.3,44.4,2.9,67.1,13.6,,,49.1,,,,,,,,,,,,,0,-5,,
2,16,2007,Braves,1B,2170,1458,13107.0,4369,1657,107,56,50,333,143,106,143,32,98,30,10,48,0.983,,-2,2,16,4,44,59,2364,1940,0.821,460,,,21.9,-1.4,27.2,-2.3,45.5,10.2,,,40.5,,,,,,,,,,,,,0,1,,
3,6,2007,Tigers,P,2113,1458,13026.0,4342,1635,99,51,47,365,148,119,148,37,73,31,10,75,0.984,,1,4,1,-3,33,42,2505,2083,0.832,382,,,5.0,-2.1,28.2,1.5,32.6,4.8,,,38.6,,,,,,,,,,,,,0,4,,
4,26,2007,Phillies,P,2255,1458,13125.0,4375,1723,89,54,34,375,165,114,165,20,84,39,8,46,0.986,,4,0,26,-3,16,47,2455,1989,0.81,409,,,11.5,-0.6,20.5,1.2,32.6,6.1,,,38.6,,,,,,,,,,,,,0,3,,
5,30,2007,Giants,LF,2197,1458,13083.0,4361,1666,88,54,32,378,149,127,148,30,77,33,21,49,0.986,,2,-1,-5,-7,10,2,2440,2026,0.83,388,,,-5.6,-0.8,20.8,12.7,27.2,2.5,,,30.2,,,,,,,,,,,,,0,3,,
6,3,2007,Red Sox,3B,2103,1458,12948.0,4316,1538,81,42,39,329,146,108,146,21,107,32,10,33,0.986,,-2,2,-8,13,6,2,2418,1995,0.825,328,,,-6.4,-0.1,32.8,2.9,29.1,2.4,,,22.1,,,,,,,,,,,,,0,-2,,
7,8,2007,Twins,2B,2037,1458,12930.0,4310,1611,95,45,48,363,152,116,151,23,65,41,6,46,0.984,,-2,0,2,9,10,27,2453,2004,0.817,358,,,-4.2,-3.9,26.1,-0.7,17.3,1.2,,,21.3,,,,,,,,,,,,,0,3,,
8,1,2007,Angels,LF,2030,1458,12915.0,4305,1550,101,55,44,370,157,109,154,34,107,31,8,69,0.983,,-1,5,-2,-1,-12,-13,2406,1962,0.815,374,,,2.3,1.9,17.1,-2.5,18.8,3.2,,,16.8,,,,,,,,,,,,,0,-1,,
9,25,2007,Mets,2B,2094,1458,13071.0,4357,1518,101,50,50,302,124,93,124,24,105,29,5,36,0.983,,-1,-4,-11,-1,44,18,2327,1956,0.841,393,,,-5.3,0.8,23.6,1.6,20.7,1.8,,,16.7,,,,,,,,,,,,,0,1,,
10,28,2007,Cardinals,SS,2263,1458,12921.0,4307,1672,121,72,47,363,157,120,157,35,58,34,10,39,0.98,,4,-3,-1,8,29,48,2476,2020,0.816,430,,,-0.6,-3.1,23.1,-17.7,1.8,0.0,,,11.8,,,,,,,,,,,,,0,3,,
11,24,2007,Nationals,2B,2283,1458,13020.0,4340,1567,109,47,58,385,153,118,153,28,80,37,9,52,0.982,,1,3,-9,-3,-7,-14,2492,2049,0.822,383,,,-8.3,4.0,21.1,-10.4,6.3,0.0,,,11.3,,,,,,,,,,,,,0,-4,,
12,14,2007,Blue Jays,P,2056,1458,13038.0,4346,1853,102,49,52,416,162,139,161,36,134,24,6,42,0.984,,-7,3,7,10,69,81,2436,2048,0.841,382,,,3.5,-3.1,21.8,2.7,24.9,3.9,,,7.9,,,,,,,,,,,,,0,6,,
13,23,2007,Brewers,1B,2140,1458,12999.0,4333,1529,109,53,50,358,144,112,144,21,99,24,6,57,0.982,,-7,4,-3,13,-15,-8,2372,1898,0.8,394,,,1.0,-0.4,21.0,-7.2,14.4,2.1,,,7.4,,,,,,,,,,,,,0,0,,
14,15,2007,Diamondbacks,P,2151,1458,12969.0,4323,1635,106,60,44,395,160,126,159,19,88,42,15,48,0.983,,-1,4,-3,5,20,36,2409,1964,0.815,386,,,-3.0,1.7,-3.1,1.3,-3.2,-0.9,,,0.8,,,,,,,,,,,,,0,0,,
15,19,2007,Rockies,CF,2210,1467,13248.0,4416,1842,68,30,38,440,181,138,182,27,96,25,9,35,0.989,,0,8,-3,1,28,34,2535,2120,0.836,376,,,0.9,5.5,-22.2,18.8,2.9,1.0,,,-1.1,,,,,,,,,,,,,0,4,,
16,2,2007,Orioles,1B,2140,1458,12948.0,4316,1690,79,41,37,383,156,125,155,32,109,32,19,55,0.987,,-3,-3,3,3,-13,-12,2538,2078,0.819,356,,,-1.2,-6.3,0.1,9.1,1.7,-0.5,,,-3.3,,,,,,,,,,,,,0,0,,
17,13,2007,Rangers,P,2156,1458,12870.0,4290,1744,124,65,59,412,179,136,179,22,98,47,14,66,0.98,,3,1,1,-14,1,-4,2496,2032,0.814,412,,,0.0,-3.4,-3.2,-7.7,-14.3,-2.1,,,-9.3,,,,,,,,,,,,,0,-1,,
18,5,2007,Indians,P,2047,1458,13164.0,4388,1697,92,52,38,386,168,123,168,18,93,46,8,42,0.985,,4,-1,-6,-5,10,6,2583,2084,0.807,350,,,-2.6,-3.9,-14.1,2.3,-18.3,-3.2,,,-9.3,,,,,,,,,,,,,0,0,,
19,10,2007,Athletics,P,2038,1458,13032.0,4344,1687,90,42,46,379,154,117,153,27,101,26,16,52,0.985,,-1,5,-8,-13,14,7,2499,2091,0.837,373,,,-16.9,-1.5,-1.5,4.1,-15.8,-5.3,,,-18.8,,,,,,,,,,,,,0,11,,
20,27,2007,Pirates,P,2121,1458,13029.0,4343,1721,83,55,26,463,191,143,191,16,110,35,13,45,0.986,,-2,8,1,4,-38,-24,2502,2022,0.808,366,,,1.2,3.4,-33.6,11.0,-18.0,-1.9,,,-21.0,,,,,,,,,,,,,0,2,,
