,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1998,Angels,LF,2076,1458,12996.0,4329,1646,106,,,392,,,,,156,65,29,70,0.983,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1998,Orioles,1B,2087,1458,12882.0,4293,1760,81,,,394,,,,,182,53,12,51,0.987,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1998,Red Sox,P,2062,1458,12924.0,4307,1625,105,,,337,,,,,132,58,35,62,0.983,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1998,White Sox,1B,2034,1467,12948.0,4315,1705,140,,,455,,,,,122,59,8,58,0.977,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1998,Indians,P,2049,1458,13140.0,4382,1726,110,,,396,,,,,110,47,8,35,0.982,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1998,Tigers,SS,2058,1458,13017.0,4340,1812,115,,,452,,,,,120,69,14,60,0.982,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1998,Royals,P,2040,1449,12927.0,4309,1689,125,,,461,,,,,80,43,11,72,0.98,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1998,Twins,P,2074,1458,13029.0,4343,1584,108,,,359,,,,,101,45,11,55,0.982,-107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1998,Yankees,C,1942,1458,13110.0,4368,1643,98,,,386,,,,,102,51,12,37,0.984,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1998,Athletics,2B,2119,1458,12906.0,4302,1655,141,,,426,,,,,103,48,13,68,0.977,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1998,Mariners,CF,2049,1449,12819.0,4272,1571,125,,,368,,,,,127,49,11,61,0.979,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,1998,Devil Rays,2B,2026,1458,12987.0,4328,1766,94,,,482,,,,,97,61,19,43,0.985,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,1998,Rangers,P,2018,1458,12882.0,4294,1580,121,,,363,,,,,64,55,10,62,0.98,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,1998,Blue Jays,1B,2027,1466,13176.0,4394,1531,125,,,347,,,,,149,47,8,34,0.979,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,1998,Diamondbacks,CF,2037,1458,12891.0,4296,1720,100,,,345,,,,,93,63,9,52,0.984,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,1998,Braves,P,2032,1458,12948.0,4316,1681,91,,,379,,,,,85,40,13,51,0.985,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,1998,Cubs,P,2250,1467,13296.0,4432,1622,101,,,279,,,,,120,43,7,48,0.984,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,1998,Reds,P,2139,1458,12972.0,4324,1563,122,,,387,,,,,117,46,10,60,0.98,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,1998,Rockies,P,2118,1458,12894.0,4297,1797,102,,,517,,,,,108,52,9,47,0.984,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,1998,Marlins,2B,2055,1458,13047.0,4347,1738,129,,,471,,,,,109,54,18,62,0.979,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,1998,Astros,CF,1991,1458,13242.0,4414,1782,108,,,389,,,,,75,42,9,50,0.983,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,1998,Dodgers,P,2075,1458,13026.0,4340,1732,134,,,417,,,,,93,57,8,46,0.978,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,1998,Brewers,SS,2169,1458,13059.0,4353,1761,110,,,517,,,,,125,34,14,48,0.982,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,1998,Expos,P,2175,1458,12843.0,4280,1687,155,,,334,,,,,132,64,18,50,0.975,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25,1998,Mets,P,2173,1458,13122.0,4374,1672,101,,,395,,,,,117,64,9,40,0.984,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,1998,Phillies,P,1993,1458,13167.0,4389,1747,110,,,348,,,,,87,33,15,73,0.982,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
