,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1902,Browns,P,882,139,1244.0,2901,1830,213,,,291,,,,,,,27,,0.957,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1902,Americans,C,857,138,1238.0,2959,1832,205,,,247,,,,,,,24,,0.959,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1902,White Sox,P,858,138,1221.2,2839,1791,212,,,304,,,,,,,23,,0.956,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1902,Bronchos,P,854,137,1204.1,2837,1835,247,,,233,,,,,,,29,,0.95,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1902,Tigers,P,859,137,1190.2,2751,1836,285,,,269,,,,,,,15,,0.942,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1902,Senators,P,853,138,1207.2,2776,1772,257,,,171,,,,,,,22,,0.947,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1902,Orioles,1B,887,140,1210.1,2762,1703,295,,,249,,,,,,,26,,0.938,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1902,Athletics,P,859,137,1216.1,2895,1770,233,,,180,,,,,,,13,,0.952,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1902,Beaneaters,C,875,141,1259.2,3037,1755,198,,,201,,,,,,,14,,0.96,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1902,Orphans,P,876,141,1275.1,2973,1874,294,,,247,,,,,,,20,,0.943,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1902,Reds,P,871,141,1239.0,2926,1791,253,,,270,,,,,,,27,,0.949,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1902,Superbas,P,868,141,1256.0,2933,1679,235,,,174,,,,,,,20,,0.952,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1902,Phillies,P,866,138,1211.0,2903,1703,253,,,168,,,,,,,16,,0.948,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1902,Pirates,P,872,141,1264.2,3029,1736,221,,,202,,,,,,,20,,0.956,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1902,Cardinals,P,881,140,1227.2,2920,1878,274,,,257,,,,,,,17,,0.946,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1902,Giants,SS,867,139,1226.1,2950,1746,270,,,244,,,,,,,26,,0.946,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
