,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1959,Orioles,1B,1938,1395,12596.0,4205,1760,147,,,448,,,,,40,40,49,35,0.976,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1959,Red Sox,1B,1812,1385,12267.0,4085,1699,131,,,446,,,,,37,34,13,35,0.978,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1959,White Sox,C,1872,1404,12828.0,4281,1751,130,,,375,,,,,56,37,10,21,0.979,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1959,Indians,1B,1702,1386,12453.0,4147,1586,127,,,361,,,,,59,38,6,44,0.978,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1959,Tigers,P,1723,1386,12240.0,4078,1515,124,,,360,,,,,45,35,14,24,0.978,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1959,Senators,P,1743,1386,12240.0,4084,1787,162,,,369,,,,,85,27,19,37,0.973,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1959,Yankees,P,1823,1395,12591.0,4190,1730,131,,,442,,,,,42,36,11,30,0.978,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1959,Athletics,P,1810,1386,12249.0,4084,1669,159,,,421,,,,,50,31,15,41,0.973,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1959,Braves,2B,1766,1413,12606.0,4200,1731,127,,,363,,,,,35,32,5,25,0.979,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1959,Cubs,P,1832,1395,12519.0,4171,1758,140,,,383,,,,,107,27,12,34,0.977,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1959,Redlegs,P,1779,1386,12213.0,4066,1588,126,,,412,,,,,40,35,6,28,0.978,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1959,Dodgers,LF,1861,1404,12705.0,4236,1680,114,,,401,,,,,24,31,19,39,0.981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1959,Phillies,P,1738,1395,12186.0,4064,1578,154,,,343,,,,,73,38,14,38,0.973,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1959,Pirates,P,1738,1395,12540.0,4186,1728,154,,,434,,,,,57,32,10,39,0.975,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1959,Cardinals,CF,2012,1386,12267.0,4082,1673,146,,,416,,,,,52,38,15,47,0.975,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1959,Giants,LF,1796,1386,12387.0,4128,1646,152,,,305,,,,,50,35,7,30,0.974,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
