,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1948,Browns,P,1251,155,1373.1,3052,1708,128,,,508,,,,,,,7,,0.974,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1948,Red Sox,SS,1096,155,1379.1,2945,1766,91,,,469,,,,,,,5,,0.981,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1948,White Sox,2B,1157,154,1345.2,2929,1808,136,,,460,,,,,,,15,,0.972,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1948,Indians,P,1204,156,1409.1,3132,1809,91,,,475,,,,,,,8,,0.982,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1948,Tigers,C,1194,154,1377.0,3030,1613,114,,,382,,,,,,,13,,0.976,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1948,Senators,P,1194,154,1357.1,2866,1622,118,,,370,,,,,,,12,,0.974,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1948,Yankees,C,1148,154,1365.2,2994,1461,93,,,419,,,,,,,13,,0.98,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1948,Athletics,1B,1099,154,1368.2,2974,1677,90,,,471,,,,,,,7,,0.981,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1948,Braves,C,1159,154,1389.1,3042,1648,125,,,324,,,,,,,8,,0.974,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1948,Cubs,3B,1224,155,1355.1,3054,1772,148,,,389,,,,,,,11,,0.97,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1948,Reds,1B,1219,153,1343.1,2995,1607,136,,,335,,,,,,,10,,0.971,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1948,Dodgers,3B,1234,155,1392.2,3092,1595,126,,,378,,,,,,,14,,0.974,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1948,Phillies,3B,1156,155,1362.1,2972,1561,170,,,323,,,,,,,19,,0.964,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1948,Pirates,P,1196,156,1371.2,3021,1736,116,,,376,,,,,,,20,,0.976,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1948,Cardinals,P,1226,155,1368.0,3066,1689,98,,,351,,,,,,,8,,0.98,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1948,Giants,P,1264,155,1373.0,3009,1672,131,,,331,,,,,,,7,,0.973,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
