,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1990,Angels,2B,1919,1458,13086.0,4360,1870,142,,,493,,,,,91,69,15,50,0.978,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1990,Orioles,P,1992,1449,12918.0,4307,1653,93,,,412,,,,,103,44,5,34,0.985,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1990,Red Sox,P,1947,1458,12978.0,4327,1742,123,,,403,,,,,127,58,7,63,0.98,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1990,White Sox,RF,2056,1458,13044.0,4346,1707,124,,,451,,,,,89,60,13,35,0.98,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1990,Indians,1B,1962,1458,12846.0,4281,1648,117,,,381,,,,,97,53,14,50,0.981,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1990,Tigers,1B,1998,1458,12873.0,4292,1774,131,,,488,,,,,136,59,15,76,0.979,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1990,Royals,P,2001,1449,12786.0,4263,1596,122,,,427,,,,,115,28,13,59,0.98,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1990,Twins,2B,2051,1458,12921.0,4305,1704,101,,,431,,,,,109,65,11,55,0.983,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1990,Yankees,2B,2014,1458,13002.0,4334,1791,126,,,440,,,,,106,83,27,83,0.98,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1990,Athletics,2B,2027,1458,13104.0,4370,1628,87,,,414,,,,,73,44,14,50,0.986,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1990,Mariners,CF,1977,1458,12990.0,4330,1730,130,,,411,,,,,120,56,18,69,0.979,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13,1990,Rangers,1B,2116,1458,13002.0,4334,1721,133,,,436,,,,,131,52,35,61,0.979,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,1990,Blue Jays,LF,1918,1458,13086.0,4361,1719,86,,,380,,,,,95,67,14,43,0.986,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,16,1990,Braves,CF,2027,1458,12867.0,4286,1735,158,,,359,,,,,181,62,15,61,0.974,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,17,1990,Cubs,P,2066,1458,12984.0,4326,1755,124,,,363,,,,,98,56,24,62,0.98,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,18,1990,Reds,P,1980,1458,13107.0,4371,1691,102,,,328,,,,,135,60,19,48,0.983,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,21,1990,Astros,P,2132,1458,13050.0,4346,1601,131,,,320,,,,,182,61,18,36,0.978,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,22,1990,Dodgers,RF,2126,1458,12978.0,4328,1612,130,,,303,,,,,134,59,10,63,0.979,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,23,1990,Brewers,2B,2034,1458,13005.0,4331,1736,149,,,421,,,,,111,45,11,47,0.976,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,24,1990,Expos,C,2065,1458,13260.0,4418,1646,110,,,338,,,,,194,45,21,27,0.982,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,25,1990,Mets,LF,1972,1458,12960.0,4320,1562,132,,,284,,,,,201,71,20,51,0.978,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,26,1990,Phillies,C,2053,1458,13041.0,4346,1740,117,,,399,,,,,104,56,8,69,0.981,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,27,1990,Pirates,P,2040,1458,13023.0,4342,1778,134,,,328,,,,,135,68,9,42,0.979,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,28,1990,Cardinals,P,2024,1458,12990.0,4328,1732,130,,,312,,,,,144,76,11,45,0.979,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,29,1990,Padres,CF,1936,1458,13155.0,4388,1667,141,,,373,,,,,132,60,9,39,0.977,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,30,1990,Giants,P,2103,1458,13017.0,4337,1825,107,,,405,,,,,147,53,11,37,0.983,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
