,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1956,Orioles,P,1955,1386,12246.0,4077,1648,137,,,387,,,,,59,36,5,35,0.977,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1956,Red Sox,P,1747,1395,12582.0,4194,1763,170,,,457,,,,,38,31,10,30,0.972,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1956,White Sox,P,1802,1386,12501.0,4166,1629,122,,,436,,,,,28,24,9,34,0.979,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1956,Indians,3B,1797,1395,12456.0,4148,1526,129,,,358,,,,,52,25,10,31,0.978,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1956,Tigers,P,1698,1395,12411.0,4127,1544,140,,,413,,,,,33,36,11,29,0.976,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1956,Senators,P,1775,1395,12318.0,4107,1770,171,,,469,,,,,54,45,11,39,0.972,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1956,Yankees,C,1798,1386,12435.0,4141,1712,136,,,572,,,,,33,33,9,21,0.977,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1956,Athletics,P,1836,1386,12333.0,4107,1783,166,,,493,,,,,49,47,19,36,0.973,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1956,Braves,C,1778,1395,12540.0,4196,1739,130,,,423,,,,,14,14,5,14,0.979,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1956,Cubs,P,1697,1413,12525.0,4158,1607,144,,,388,,,,,48,26,17,14,0.976,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1956,Redlegs,P,1784,1395,12501.0,4164,1721,113,,,385,,,,,50,32,8,19,0.981,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1956,Dodgers,CF,1770,1386,12318.0,4109,1713,111,,,392,,,,,32,27,9,40,0.981,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1956,Phillies,P,1690,1386,12396.0,4135,1484,144,,,373,,,,,62,21,3,18,0.975,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1956,Pirates,3B,1904,1413,12383.0,4122,1662,165,,,361,,,,,20,26,17,24,0.972,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1956,Cardinals,LF,1776,1404,12498.0,4165,1758,135,,,454,,,,,52,23,8,45,0.978,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1956,Giants,P,1821,1386,12393.0,4154,1655,144,,,371,,,,,28,30,24,18,0.976,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
