,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1918,Browns,P,846,123,1111.1,2605,1597,158,,,190,,,,,,,13,,0.964,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1918,Red Sox,P,828,126,1120.0,2659,1679,123,,,206,,,,,,,9,,0.972,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1918,White Sox,2B,841,124,1126.0,2462,1511,142,,,244,,,,,,,13,,0.965,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1918,Indians,C,879,129,1161.0,2640,1680,167,,,185,,,,,,,11,,0.963,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1918,Tigers,P,876,128,1160.2,2638,1577,180,,,164,,,,,,,15,,0.959,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1918,Senators,P,872,130,1228.0,2794,1635,186,,,230,,,,,,,18,,0.96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1918,Yankees,3B,879,126,1157.1,2673,1655,121,,,339,,,,,,,11,,0.973,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1918,Athletics,P,858,130,1156.0,2681,1781,193,,,338,,,,,,,7,,0.959,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1918,Braves,P,810,124,1117.1,2552,1718,147,,,210,,,,,,,10,,0.967,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1918,Cubs,P,891,131,1197.0,2823,1707,164,,,218,,,,,,,12,,0.965,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1918,Reds,P,861,129,1142.1,2530,1638,161,,,318,,,,,,,14,,0.963,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1918,Robins,P,821,126,1131.1,2582,1643,160,,,169,,,,,,,16,,0.964,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1918,Phillies,P,850,125,1139.2,2594,1710,176,,,223,,,,,,,14,,0.961,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1918,Pirates,P,848,126,1140.1,2588,1654,142,,,243,,,,,,,7,,0.968,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1918,Cardinals,2B,916,131,1193.0,2804,1915,180,,,274,,,,,,,10,,0.963,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1918,Giants,C,866,124,1111.2,2539,1615,118,,,182,,,,,,,10,,0.972,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
