,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,16,1892,Beaneaters,3B,937,152,1336.0,3211,1897,371,,,311,,,,,,,54,,0.932,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,1892,Colts,2B,896,146,1298.0,3134,1833,340,,,192,,,,,,,41,,0.936,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,1892,Reds,P,977,155,1377.1,3298,2024,326,,,326,,,,,,,56,,0.942,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,1892,Grooms,1B,977,158,1405.2,3407,1934,350,,,220,,,,,,,71,,0.938,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,26,1892,Phillies,3B,975,155,1379.0,3269,1831,319,,,285,,,,,,,43,,0.941,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,27,1892,Pirates,C,951,152,1347.1,3264,2026,387,,,257,,,,,,,62,,0.932,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,28,1892,Browns,3B,977,155,1344.2,3212,1837,351,,,242,,,,,,,53,,0.935,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30,1892,Giants,3B,953,152,1322.2,3274,1858,487,,,211,,,,,,,138,,0.913,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1006,1892,Orioles,P,947,152,1298.2,3139,1919,470,,,219,,,,,,,59,,0.915,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1026,1892,Spiders,P,929,152,1336.0,3129,1796,333,,,205,,,,,,,30,,0.937,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1044,1892,Colonels,C,949,154,1346.0,3202,1964,384,,,300,,,,,,,81,,0.931,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1082,1892,Senators,1B,966,153,1315.1,3161,1924,447,,,262,,,,,,,59,,0.919,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
