,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1938,Browns,P,1103,156,1344.2,3028,1545,113,,,427,,,,,,,10,,0.976,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1938,Red Sox,P,1097,150,1316.1,2880,1672,164,,,461,,,,,,,7,,0.965,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1938,White Sox,P,1007,149,1316.1,2898,1736,161,,,405,,,,,,,10,,0.966,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1938,Indians,SS,1094,153,1353.0,3048,1587,121,,,371,,,,,,,11,,0.975,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1938,Tigers,P,1098,155,1348.1,3021,1795,122,,,440,,,,,,,15,,0.975,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1938,Senators,2B,1107,152,1360.1,3020,1741,153,,,465,,,,,,,13,,0.969,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1938,Yankees,C,1064,157,1382.0,3148,1851,138,,,468,,,,,,,11,,0.973,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1938,Athletics,2B,1106,154,1324.0,2875,1591,162,,,301,,,,,,,15,,0.965,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1938,Bees,C,1099,153,1380.0,3038,1818,146,,,345,,,,,,,6,,0.971,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1938,Cubs,P,1117,154,1396.2,3181,1792,115,,,387,,,,,,,11,,0.977,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1938,Reds,2B,1086,151,1362.0,2991,1729,148,,,352,,,,,,,13,,0.97,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1938,Dodgers,P,1150,151,1332.0,2969,1655,133,,,387,,,,,,,14,,0.972,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1938,Phillies,1B,1137,151,1329.1,2904,1660,166,,,340,,,,,,,13,,0.965,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1938,Pirates,P,1089,152,1379.2,3168,1886,131,,,447,,,,,,,7,,0.975,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1938,Cardinals,SS,1162,156,1384.2,3038,1716,169,,,382,,,,,,,15,,0.966,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1938,Giants,3B,1083,152,1349.0,3150,1882,149,,,380,,,,,,,10,,0.971,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
