,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1913,Browns,SS,1050,155,1382.1,3199,2050,248,,,277,,,,,,,22,,0.955,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1913,Red Sox,1B,1042,151,1358.1,3129,1757,190,,,181,,,,,,,23,,0.963,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1913,White Sox,P,1063,153,1360.1,3235,2010,214,,,259,,,,,,,19,,0.961,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1913,Naps,2B,1062,155,1386.2,3299,1924,201,,,285,,,,,,,13,,0.963,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1913,Tigers,P,1059,153,1360.0,3222,2102,247,,,244,,,,,,,18,,0.956,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1913,Senators,P,1111,155,1396.1,3371,2006,205,,,295,,,,,,,22,,0.963,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1913,Yankees,P,1070,153,1344.0,3227,1986,263,,,219,,,,,,,31,,0.952,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1913,Athletics,3B,1082,153,1351.1,3214,1907,175,,,250,,,,,,,13,,0.967,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1913,Braves,P,1050,154,1373.1,3231,1926,213,,,198,,,,,,,11,,0.96,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1913,Cubs,P,1107,154,1372.1,3178,1946,226,,,257,,,,,,,15,,0.958,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1913,Reds,1B,1118,156,1380.0,3181,1984,206,,,250,,,,,,,14,,0.962,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1913,Superbas,C,1066,152,1373.0,3108,1838,196,,,288,,,,,,,13,,0.962,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1913,Phillies,P,1168,159,1455.1,3371,2026,176,,,254,,,,,,,13,,0.968,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1913,Pirates,P,1103,155,1400.0,3152,1783,181,,,218,,,,,,,14,,0.965,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1913,Cardinals,P,1090,152,1351.2,3122,1993,186,,,258,,,,,,,15,,0.965,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1913,Giants,1B,1118,155,1409.0,3242,1865,212,,,263,,,,,,,14,,0.96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
