,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,16,1895,Beaneaters,SS,826,132,1175.1,2732,1593,271,,,242,,,,,,,45,,0.941,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,1895,Colts,2B,821,133,1150.2,2653,1639,326,,,268,,,,,,,38,,0.929,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,1895,Reds,1B,853,132,1147.1,2571,1607,291,,,257,,,,,,,27,,0.935,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,1895,Grooms,C,836,132,1150.2,2627,1645,255,,,209,,,,,,,20,,0.944,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,26,1895,Phillies,P,875,133,1161.0,2632,1595,289,,,222,,,,,,,28,,0.936,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,27,1895,Pirates,P,845,133,1171.2,2764,1676,322,,,225,,,,,,,39,,0.932,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,28,1895,Browns,3B,864,135,1152.1,2568,1538,305,,,227,,,,,,,25,,0.931,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30,1895,Giants,P,828,132,1147.1,2740,1664,372,,,259,,,,,,,41,,0.922,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1006,1895,Orioles,1B,835,131,1134.1,2575,1559,250,,,257,,,,,,,20,,0.943,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1026,1895,Spiders,P,824,131,1143.2,2640,1631,262,,,182,,,,,,,47,,0.942,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1044,1895,Colonels,C,858,132,1117.1,2503,1585,369,,,243,,,,,,,31,,0.917,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1082,1895,Senators,SS,848,132,1101.2,2520,1596,360,,,210,,,,,,,29,,0.92,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
