,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1984,Angels,CF,1959,1457,13113.1,4372,1805,128,,,444,,,,,71,49,4,44,0.98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1984,Orioles,P,1970,1458,12954.0,4320,1909,122,,,445,,,,,99,48,9,58,0.981,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1984,Red Sox,2B,1806,1458,12978.0,4325,1738,143,,,330,,,,,111,67,10,37,0.977,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1984,White Sox,CF,2062,1458,13089.0,4356,1796,122,,,433,,,,,100,41,4,39,0.981,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1984,Indians,P,2039,1467,13209.0,4399,1717,146,,,441,,,,,100,47,14,46,0.977,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1984,Tigers,2B,2096,1458,13176.0,4392,1666,127,,,433,,,,,68,52,16,47,0.979,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1984,Royals,1B,1933,1458,12996.0,4324,1859,131,,,442,,,,,94,51,3,31,0.979,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1984,Twins,C,1825,1458,12939.0,4308,1678,120,,,354,,,,,92,58,4,38,0.98,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1984,Yankees,2B,1932,1458,13186.0,4400,1748,142,,,476,,,,,88,60,8,33,0.977,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1984,Athletics,P,2081,1458,12870.0,4289,1509,146,,,416,,,,,94,67,9,47,0.975,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1984,Mariners,2B,1978,1458,12978.0,4324,1702,128,,,381,,,,,88,58,17,47,0.979,-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13,1984,Rangers,CF,1812,1449,12948.0,4318,1672,138,,,368,,,,,128,41,33,62,0.977,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,1984,Blue Jays,P,2002,1467,13176.0,4393,1668,122,,,435,,,,,75,40,9,42,0.98,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,16,1984,Braves,P,1897,1458,13023.0,4335,1962,139,,,414,,,,,155,63,7,37,0.978,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,17,1984,Cubs,1B,2012,1449,12906.0,4301,1849,121,,,374,,,,,134,69,10,40,0.981,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,18,1984,Reds,C,2104,1458,13152.0,4383,1629,139,,,307,,,,,149,70,18,33,0.977,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,21,1984,Astros,P,1944,1458,13044.0,4351,1845,133,,,432,,,,,188,68,38,45,0.979,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,22,1984,Dodgers,C,2029,1458,13146.0,4387,1918,163,,,399,,,,,132,74,11,41,0.975,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,23,1984,Brewers,P,1890,1449,12897.0,4297,1810,136,,,418,,,,,96,59,8,45,0.978,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,24,1984,Expos,1B,1998,1449,12879.0,4296,1662,132,,,395,,,,,138,67,8,40,0.978,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,25,1984,Mets,3B,1911,1458,12984.0,4331,1633,129,,,420,,,,,150,64,14,41,0.979,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,26,1984,Phillies,P,2092,1458,13125.0,4376,1793,161,,,299,,,,,145,50,10,41,0.975,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,27,1984,Pirates,P,1930,1458,13230.0,4413,1793,128,,,380,,,,,115,71,6,43,0.98,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,28,1984,Cardinals,2B,2067,1458,13041.0,4353,1999,118,,,490,,,,,125,65,14,50,0.982,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,29,1984,Padres,C,1955,1458,13143.0,4379,1632,138,,,384,,,,,125,46,12,44,0.978,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,30,1984,Giants,LF,2043,1458,13149.0,4383,1842,173,,,363,,,,,172,66,18,58,0.973,-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
