,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1993,Angels,2B,1971,1458,12873.0,4291,1694,120,,,424,,,,,122,52,10,55,0.98,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1993,Orioles,P,1907,1458,12984.0,4329,1788,100,,,465,,,,,96,64,6,41,0.984,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1993,Red Sox,C,2112,1458,13071.0,4358,1692,122,,,410,,,,,92,44,11,42,0.98,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1993,White Sox,P,1970,1458,13086.0,4361,1665,112,,,410,,,,,82,82,15,51,0.982,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1993,Indians,P,2096,1458,13011.0,4334,1661,148,,,452,,,,,113,68,9,41,0.976,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1993,Tigers,P,2040,1458,12930.0,4310,1776,131,,,404,,,,,102,57,8,68,0.979,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1993,Royals,1B,1966,1458,13008.0,4337,1709,97,,,393,,,,,119,71,15,76,0.984,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1993,Twins,1B,2043,1458,12999.0,4334,1755,100,,,430,,,,,137,66,21,43,0.984,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1993,Yankees,P,2023,1458,12945.0,4314,1889,105,,,436,,,,,115,47,7,33,0.983,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1993,Athletics,P,2067,1458,13071.0,4354,1625,111,,,433,,,,,120,71,15,39,0.982,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1993,Mariners,1B,2022,1458,13083.0,4361,1726,90,,,472,,,,,105,68,13,57,0.985,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13,1993,Rangers,CF,2043,1458,12945.0,4318,1780,131,,,402,,,,,95,67,18,52,0.979,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,1993,Blue Jays,C,1917,1458,12972.0,4322,1582,107,,,380,,,,,136,64,6,83,0.982,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,16,1993,Braves,P,2005,1458,13095.0,4365,1769,108,,,403,,,,,121,53,13,46,0.983,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,17,1993,Cubs,P,2134,1467,13047.0,4350,1888,115,,,433,,,,,84,69,14,43,0.982,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,18,1993,Reds,1B,2062,1458,12906.0,4301,1635,121,,,354,,,,,134,56,12,47,0.98,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,19,1993,Rockies,C,2117,1458,12882.0,4290,1759,167,,,394,,,,,119,56,11,82,0.973,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,1993,Marlins,CF,2062,1458,12963.0,4323,1704,125,,,346,,,,,118,51,29,85,0.98,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,21,1993,Astros,1B,1975,1458,12972.0,4324,1651,126,,,373,,,,,110,42,7,60,0.979,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,22,1993,Dodgers,RF,2020,1457,13254.0,4415,1838,134,,,370,,,,,129,66,15,47,0.979,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,23,1993,Brewers,SS,2053,1458,13023.0,4342,1632,131,,,390,,,,,115,51,12,45,0.979,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,24,1993,Expos,3B,2190,1467,13110.0,4370,1827,159,,,386,,,,,172,51,14,46,0.975,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,25,1993,Mets,2B,1998,1458,12942.0,4315,1781,156,,,384,,,,,143,56,4,32,0.975,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,26,1993,Phillies,C,2028,1458,13254.0,4420,1536,141,,,319,,,,,101,49,12,74,0.977,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,27,1993,Pirates,C,2093,1458,13011.0,4336,1815,105,,,436,,,,,148,51,19,55,0.983,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,28,1993,Cardinals,2B,2081,1458,13077.0,4360,1892,159,,,435,,,,,112,54,14,40,0.975,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,29,1993,Padres,1B,2176,1458,12939.0,4314,1615,160,,,329,,,,,142,68,20,57,0.974,-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,30,1993,Giants,1B,2042,1458,13110.0,4371,1733,101,,,455,,,,,81,66,15,33,0.984,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
