,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1940,Browns,P,1173,156,1373.1,3067,1857,132,,,477,,,,,,,18,,0.974,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1940,Red Sox,P,1160,154,1379.2,3103,1758,139,,,424,,,,,,,12,,0.972,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1940,White Sox,C,1043,155,1386.2,2979,1616,153,,,327,,,,,,,15,,0.968,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1940,Indians,1B,1114,155,1375.0,3019,1591,112,,,439,,,,,,,5,,0.976,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1940,Tigers,P,1157,155,1375.1,3128,1697,159,,,306,,,,,,,8,,0.968,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1940,Senators,2B,1063,154,1350.0,3023,1716,158,,,438,,,,,,,23,,0.968,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1940,Yankees,C,1076,155,1373.0,3037,1688,119,,,405,,,,,,,6,,0.975,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1940,Athletics,P,1123,154,1345.0,2893,1625,194,,,338,,,,,,,15,,0.959,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1940,Bees,C,1165,152,1359.0,2989,1818,156,,,466,,,,,,,7,,0.969,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1940,Cubs,P,1134,154,1392.0,3211,1883,171,,,372,,,,,,,11,,0.968,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1940,Reds,P,1084,155,1407.2,3155,1782,102,,,419,,,,,,,11,,0.98,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1940,Dodgers,C,1190,156,1433.0,3214,1597,152,,,282,,,,,,,7,,0.969,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1940,Phillies,3B,1145,153,1357.0,3033,1794,154,,,362,,,,,,,12,,0.969,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1940,Pirates,P,1249,156,1388.2,3172,1897,187,,,416,,,,,,,4,,0.964,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1940,Cardinals,3B,1237,156,1396.0,3034,1621,152,,,339,,,,,,,10,,0.968,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1940,Giants,P,1113,152,1360.1,3179,1866,116,,,341,,,,,,,9,,0.978,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
