,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1985,Angels,P,1966,1458,13116.0,4372,1841,112,,,546,,,,,79,56,8,45,0.982,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1985,Orioles,CF,1926,1449,12846.0,4282,1714,130,,,449,,,,,130,37,4,32,0.979,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1985,Red Sox,3B,1838,1467,13152.0,4385,1846,145,,,430,,,,,94,62,14,34,0.977,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1985,White Sox,CF,2111,1467,13065.0,4355,1678,110,,,414,,,,,112,55,11,54,0.982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1985,Indians,P,2010,1458,12789.0,4261,1700,141,,,419,,,,,134,53,13,46,0.977,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1985,Tigers,2B,1914,1449,13104.0,4372,1673,143,,,418,,,,,93,53,10,62,0.977,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1985,Royals,CF,1921,1458,13149.0,4384,1906,127,,,428,,,,,92,50,10,42,0.98,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1985,Twins,1B,1910,1458,12837.0,4280,1732,120,,,370,,,,,100,54,13,51,0.98,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1985,Yankees,2B,1895,1449,12963.0,4322,1563,126,,,456,,,,,107,46,18,34,0.979,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1985,Athletics,1B,2053,1458,13077.0,4355,1564,139,,,362,,,,,104,51,19,48,0.977,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1985,Mariners,2B,1996,1458,12888.0,4297,1837,122,,,432,,,,,105,57,22,61,0.98,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13,1985,Rangers,P,1907,1449,12705.0,4233,1701,120,,,400,,,,,119,41,23,43,0.98,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,1985,Blue Jays,P,1999,1449,13032.0,4345,1729,125,,,437,,,,,83,44,3,36,0.98,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,16,1985,Braves,P,2006,1458,13116.0,4373,2028,159,,,538,,,,,158,59,8,35,0.976,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,17,1985,Cubs,P,2050,1458,12981.0,4325,1935,134,,,405,,,,,137,83,17,31,0.979,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,18,1985,Reds,C,2015,1458,13062.0,4356,1675,122,,,384,,,,,133,57,10,42,0.98,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,21,1985,Astros,P,1976,1458,13122.0,4376,1789,152,,,435,,,,,144,59,36,69,0.976,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,22,1985,Dodgers,CF,2034,1458,13185.0,4396,1904,166,,,356,,,,,99,66,7,42,0.974,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,23,1985,Brewers,P,1845,1449,12933.0,4313,1688,141,,,417,,,,,109,56,12,51,0.977,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,24,1985,Expos,SS,2037,1449,13113.0,4364,1854,121,,,414,,,,,189,45,16,46,0.981,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,25,1985,Mets,1B,1920,1458,13392.0,4463,1695,115,,,378,,,,,122,65,9,41,0.982,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,26,1985,Phillies,C,2057,1458,13023.0,4344,1776,139,,,373,,,,,164,55,15,34,0.978,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,27,1985,Pirates,P,1936,1449,13008.0,4330,1800,133,,,340,,,,,105,72,6,48,0.979,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,28,1985,Cardinals,P,2002,1458,13176.0,4384,1854,108,,,451,,,,,104,37,15,33,0.983,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,29,1985,Padres,C,1919,1458,13062.0,4356,1730,124,,,422,,,,,138,65,6,23,0.98,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,30,1985,Giants,P,1930,1458,13032.0,4335,1773,148,,,357,,,,,143,53,20,57,0.976,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
