,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1961,Angels,2B,1961,1458,12942.0,4249,1748,192,,,412,,,,,79,37,24,52,0.969,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1961,Orioles,CF,1966,1467,13242.0,4412,1772,128,,,465,,,,,52,30,30,45,0.98,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1961,Red Sox,P,1810,1467,12984.0,4296,1745,144,,,473,,,,,68,24,19,36,0.977,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1961,White Sox,C,1871,1467,13038.0,4341,1787,128,,,372,,,,,48,33,6,29,0.98,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1961,Indians,1B,1762,1449,12991.0,4319,1645,139,,,382,,,,,53,39,14,44,0.977,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1961,Tigers,RF,1836,1467,13134.0,4361,1545,146,,,374,,,,,44,42,13,29,0.976,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,1961,Twins,2B,1973,1449,12891.0,4303,1627,174,,,407,,,,,55,24,16,41,0.971,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,1961,Yankees,P,1800,1467,13059.0,4357,1754,124,,,500,,,,,44,31,13,33,0.98,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,1961,Athletics,P,1923,1458,12735.0,4193,1752,175,,,431,,,,,52,30,17,52,0.971,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13,1961,Senators,P,1802,1449,12825.0,4251,1849,156,,,458,,,,,84,35,23,55,0.975,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,16,1961,Braves,CF,1690,1395,12522.0,4162,1848,111,,,427,,,,,43,36,11,28,0.982,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,17,1961,Cubs,P,1831,1404,12465.0,4154,1841,183,,,486,,,,,61,35,35,50,0.97,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,18,1961,Reds,P,1776,1386,12330.0,4113,1592,134,,,316,,,,,68,33,23,40,0.977,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,22,1961,Dodgers,1B,1989,1386,12405.0,4130,1572,143,,,419,,,,,53,33,14,66,0.976,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,26,1961,Phillies,P,1856,1395,12450.0,4149,1803,146,,,478,,,,,73,60,26,53,0.976,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,27,1961,Pirates,CF,1707,1386,12258.0,4075,1794,150,,,512,,,,,41,24,19,40,0.975,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,28,1961,Cardinals,CF,1880,1395,12318.0,4102,1755,166,,,420,,,,,67,40,17,44,0.972,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,30,1961,Giants,P,1808,1395,12492.0,4162,1511,133,,,318,,,,,63,29,10,34,0.977,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
