,teamIDfg,Season,Team,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM,OAA,Range
0,5,2019,Indians,2150,1458,12939.0,4313,1322,83,35,47,243,112,73,111,22,53,28,2,42,0.985,,1,2,8,11,-1,66,1881,1542,0.82,550,,,13.5,-0.5,8.1,11.8,32.9,7.0,,,43.8,0.0,3.35,0.038,1.58,0.344,1.28,0.649,0.97,0.8059999999999999,1.8,0.982,24.37,20,7,19,13.0,32,25
1,3,2019,Red Sox,2286,1458,13239.0,4413,1436,88,53,33,263,115,80,115,29,70,31,15,81,0.985,,1,-9,13,-4,-9,5,1934,1598,0.826,502,,,15.0,-5.9,-3.8,5.5,10.8,3.3,,,40.7,0.0,4.2,0.047,1.49,0.331,1.24,0.529,1.19,0.758,1.86,0.98,24.25,10,0,2,14.1,4,3
2,15,2019,Diamondbacks,2323,1458,13185.0,4395,1560,86,45,40,319,140,98,139,18,47,31,6,49,0.986,,3,5,6,8,27,91,1859,1526,0.821,681,,,9.7,0.2,7.9,3.2,21.0,4.7,,,36.6,0.0,3.12,0.046,1.53,0.33,1.15,0.541,1.22,0.851,2.01,0.9790000000000001,25.62,3,-1,38,5.1,29,22
3,21,2019,Astros,2227,1458,13161.0,4387,1353,71,29,41,239,99,79,99,30,75,17,7,41,0.988,,-2,-3,-1,26,70,97,1760,1432,0.814,651,,,-0.9,-5.5,17.2,4.1,14.9,1.6,,,35.0,0.0,3.07,0.057,1.74,0.315,1.46,0.731,1.19,0.8590000000000001,1.98,0.985,26.17,-1,-2,15,-0.2,47,37
4,18,2019,Reds,2383,1458,12942.0,4314,1460,91,39,51,300,128,94,128,25,88,26,10,35,0.984,,-3,5,7,5,10,41,1820,1453,0.798,590,,,-2.8,1.8,-0.8,0.4,-1.5,-0.6,,,27.7,0.0,2.88,0.006999999999999999,1.49,0.27699999999999997,1.37,0.5,0.9,0.857,1.96,0.983,23.99,6,2,16,2.9,27,21
5,17,2019,Cubs,2388,1458,12978.0,4326,1619,118,59,58,380,143,119,143,41,91,25,10,60,0.981,,0,5,5,4,34,29,2022,1642,0.812,510,,,0.7,6.4,-2.7,7.5,11.9,1.8,,,24.0,0.0,3.25,0.03,1.68,0.266,1.39,0.578,1.16,0.8059999999999999,2.06,0.977,24.9,-2,1,-12,-8.3,33,24
6,28,2019,Cardinals,2256,1458,12996.0,4332,1578,66,44,20,395,172,129,171,26,34,19,6,46,0.989,,2,5,5,-3,53,77,1920,1577,0.821,565,,,5.3,5.7,9.5,12.2,32.8,6.1,,,22.3,0.0,2.58,0.02,1.53,0.193,1.19,0.564,1.01,0.773,1.85,0.983,27.05,-13,0,16,-10.9,29,21
7,24,2019,Nationals,2118,1458,12954.0,4318,1374,87,52,32,280,113,87,113,30,86,24,16,53,0.985,,-3,-2,4,2,33,26,1831,1519,0.83,598,,,1.2,-4.5,-4.1,10.2,2.9,0.2,,,18.3,0.0,3.67,0.077,1.69,0.27,1.41,0.504,1.29,0.847,1.77,0.9790000000000001,27.24,-13,1,2,-6.0,29,26
8,26,2019,Phillies,2201,1458,13083.0,4361,1552,97,49,48,333,140,113,141,23,66,50,11,45,0.984,,10,-5,5,-1,45,68,2007,1622,0.808,540,,,8.2,-8.1,14.1,6.9,21.1,3.4,,,17.2,0.0,2.86,0.048,1.46,0.369,1.49,0.585,1.3,0.705,2.0,0.977,25.7,1,-2,6,8.0,-3,-1
9,22,2019,Dodgers,2355,1458,13011.0,4337,1428,106,53,50,296,119,87,119,29,63,17,11,40,0.982,,-1,4,7,4,46,106,1767,1435,0.812,625,,,5.9,-0.6,10.4,-17.7,-2.0,0.8,,,12.6,0.0,2.87,0.013000000000000001,1.59,0.22899999999999998,1.09,0.606,0.99,0.82,2.11,0.978,25.57,13,1,39,11.3,3,3
10,30,2019,Giants,2273,1458,13221.0,4407,1536,90,53,35,358,145,119,144,28,88,33,7,53,0.985,,-1,-7,-1,-1,0,24,2019,1643,0.814,577,,,-7.6,-4.5,16.8,0.8,5.6,-1.1,,,12.1,0.0,3.18,0.05,1.6,0.28600000000000003,1.54,0.6409999999999999,1.31,0.757,2.18,0.9790000000000001,26.24,12,-1,22,6.9,16,12
11,12,2019,Rays,2297,1458,13269.0,4423,1414,87,46,41,299,132,97,130,30,75,35,16,59,0.985,,0,0,4,4,-2,47,1802,1435,0.796,630,,,5.1,-1.1,1.1,-7.2,-2.1,0.4,,,10.9,0.0,3.39,0.046,1.53,0.255,1.37,0.5329999999999999,1.05,0.7709999999999999,1.88,0.977,25.45,7,-1,41,5.1,4,5
