,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1983,Angels,CF,1906,1458,13266.0,4427,2078,154,,,522,,,,,83,61,6,51,0.977,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1983,Orioles,P,2028,1458,13071.0,4362,1785,120,,,434,,,,,98,47,5,36,0.981,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1983,Red Sox,LF,1783,1458,13017.0,4338,1718,130,,,441,,,,,155,53,8,28,0.979,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1983,White Sox,C,2055,1458,13008.0,4337,1853,119,,,433,,,,,99,45,12,38,0.981,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1983,Indians,P,1896,1458,12975.0,4323,1790,122,,,462,,,,,101,56,17,54,0.98,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1983,Tigers,2B,1924,1458,13055.0,4352,1705,125,,,384,,,,,80,63,12,59,0.98,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1983,Royals,P,1932,1467,12930.0,4309,1818,165,,,488,,,,,109,53,4,40,0.974,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1983,Twins,C,1840,1458,12936.0,4312,1700,120,,,437,,,,,136,57,10,41,0.98,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1983,Yankees,2B,1879,1458,13110.0,4368,1731,139,,,417,,,,,110,52,6,36,0.978,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1983,Athletics,P,2094,1458,13089.0,4365,1602,157,,,416,,,,,95,50,14,43,0.974,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1983,Mariners,P,1925,1458,12765.0,4252,1857,136,,,429,,,,,132,55,16,48,0.978,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13,1983,Rangers,1B,1804,1466,13191.0,4399,1897,112,,,409,,,,,101,63,14,36,0.983,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,1983,Blue Jays,P,1991,1458,13008.0,4335,1638,115,,,387,,,,,83,47,7,25,0.981,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,16,1983,Braves,P,1961,1458,12966.0,4323,1851,137,,,472,,,,,172,68,6,34,0.978,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,17,1983,Cubs,C,2055,1458,12858.0,4291,1984,115,,,447,,,,,152,66,24,43,0.982,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,18,1983,Reds,C,1926,1458,12972.0,4328,1626,114,,,323,,,,,135,81,16,27,0.981,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,21,1983,Astros,CF,1925,1458,13197.0,4408,1837,147,,,443,,,,,182,54,35,49,0.977,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,22,1983,Dodgers,LF,2063,1467,13176.0,4394,1805,169,,,346,,,,,114,88,20,38,0.973,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,23,1983,Brewers,P,1749,1458,13086.0,4364,1771,113,,,444,,,,,157,47,8,29,0.982,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,24,1983,Expos,P,1963,1467,13239.0,4413,1687,114,,,352,,,,,115,86,8,38,0.982,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,25,1983,Mets,2B,1977,1458,13057.0,4345,1889,152,,,450,,,,,194,73,12,46,0.976,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,26,1983,Phillies,C,2165,1467,13155.0,4389,1804,152,,,315,,,,,167,79,13,44,0.976,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,27,1983,Pirates,1B,1948,1458,13161.0,4388,1719,115,,,429,,,,,126,64,9,52,0.982,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,28,1983,Cardinals,2B,2095,1457,13137.0,4382,1921,152,,,462,,,,,110,64,19,55,0.976,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,29,1983,Padres,C,1989,1467,13208.0,4405,1729,129,,,363,,,,,152,74,9,33,0.979,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,30,1983,Giants,P,1958,1458,13011.0,4339,1775,171,,,293,,,,,167,73,11,53,0.973,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
