,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1935,Browns,SS,1210,155,1380.1,3002,1771,161,,,377,,,,,,,6,,0.967,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1935,Red Sox,C,1113,154,1376.0,3109,1793,153,,,364,,,,,,,10,,0.97,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1935,White Sox,P,1055,153,1360.2,3094,1858,122,,,344,,,,,,,11,,0.976,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1935,Indians,C,1114,156,1396.0,3149,1885,153,,,388,,,,,,,9,,0.971,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1935,Tigers,P,1025,152,1364.0,3033,1689,90,,,404,,,,,,,6,,0.981,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1935,Senators,P,1114,154,1378.2,3067,1797,138,,,478,,,,,,,15,,0.972,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1935,Yankees,C,1054,149,1331.0,2933,1510,115,,,289,,,,,,,9,,0.975,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1935,Athletics,C,1075,149,1326.1,2894,1659,139,,,382,,,,,,,11,,0.97,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1935,Braves,P,1114,153,1330.0,2783,1720,146,,,256,,,,,,,7,,0.969,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1935,Cubs,3B,1077,154,1394.1,3136,1811,154,,,411,,,,,,,13,,0.97,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1935,Reds,SS,1133,154,1356.0,3025,1749,167,,,379,,,,,,,20,,0.966,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1935,Dodgers,2B,1156,154,1358.0,3033,1778,151,,,372,,,,,,,11,,0.97,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1935,Phillies,P,1176,156,1374.2,3111,1731,193,,,341,,,,,,,8,,0.962,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1935,Pirates,P,1065,153,1365.2,3005,1642,169,,,245,,,,,,,9,,0.965,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1935,Cardinals,P,1138,154,1384.2,2995,1568,134,,,343,,,,,,,10,,0.971,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1935,Giants,C,1119,156,1403.2,3181,1840,147,,,327,,,,,,,8,,0.972,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
