,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1970,Angels,P,1971,1458,13161.0,4377,1782,127,,,461,,,,,78,42,27,51,0.98,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1970,Orioles,C,1855,1458,13308.0,4424,1691,116,,,387,,,,,55,43,12,44,0.981,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1970,Red Sox,3B,1847,1456,12995.0,4322,1596,156,,,347,,,,,72,35,13,70,0.974,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1970,White Sox,P,1949,1458,12873.0,4283,2056,166,,,505,,,,,106,43,27,64,0.974,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1970,Indians,P,2005,1458,13062.0,4351,1740,133,,,453,,,,,57,58,23,53,0.979,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1970,Tigers,P,1943,1458,13026.0,4343,1641,133,,,372,,,,,68,51,15,56,0.978,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1970,Royals,P,1845,1458,13173.0,4390,1709,152,,,425,,,,,99,61,16,56,0.976,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1970,Twins,P,2061,1458,13035.0,4346,1633,123,,,347,,,,,55,47,11,38,0.98,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1970,Yankees,SS,1873,1467,13245.0,4409,1927,130,,,395,,,,,41,41,12,32,0.98,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1970,Athletics,2B,2008,1458,12984.0,4325,1670,141,,,410,,,,,72,41,12,56,0.977,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13,1970,Senators,1B,2045,1458,13119.0,4369,1942,116,,,464,,,,,55,49,12,51,0.982,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,16,1970,Braves,CF,1829,1458,12876.0,4168,1688,141,,,325,,,,,124,33,30,46,0.976,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,17,1970,Cubs,2B,1846,1458,12915.0,4308,1789,137,,,396,,,,,71,48,19,40,0.978,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,18,1970,Reds,SS,1981,1458,13002.0,4332,1833,151,,,474,,,,,46,38,10,43,0.976,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,21,1970,Astros,C,1959,1458,13104.0,4287,1799,140,,,394,,,,,79,58,12,91,0.978,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,22,1970,Dodgers,P,1902,1449,13128.0,4372,1767,135,,,357,,,,,106,29,17,49,0.978,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,23,1970,Brewers,1B,2051,1467,13020.0,4319,1725,136,,,377,,,,,104,50,9,46,0.978,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,24,1970,Expos,P,2043,1458,12948.0,4315,1751,141,,,506,,,,,78,46,12,49,0.977,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,25,1970,Mets,2B,1886,1458,13137.0,4380,1513,124,,,357,,,,,64,42,6,48,0.979,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,26,1970,Phillies,P,1940,1449,13149.0,4387,1568,114,,,363,,,,,122,46,19,52,0.981,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,27,1970,Pirates,1B,1871,1458,13083.0,4359,1928,137,,,523,,,,,64,54,20,35,0.979,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,28,1970,Cardinals,P,1953,1458,13281.0,4429,1834,150,,,422,,,,,86,46,20,66,0.977,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,29,1970,Padres,P,1952,1458,12963.0,4277,1804,159,,,419,,,,,95,46,3,40,0.975,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,30,1970,Giants,P,1965,1458,13119.0,4373,1774,170,,,398,,,,,113,30,30,76,0.973,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
