,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1967,Angels,P,1980,1449,12873.0,4293,1707,111,,,350,,,,,49,63,13,61,0.982,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1967,Orioles,P,1816,1449,13116.0,4362,1708,124,,,368,,,,,79,48,17,59,0.98,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1967,Red Sox,P,1912,1458,13134.0,4377,1618,142,,,357,,,,,63,38,8,55,0.977,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1967,White Sox,P,2119,1458,13413.0,4468,1947,139,,,397,,,,,70,53,30,54,0.979,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1967,Indians,CF,1989,1458,13299.0,4430,1611,116,,,370,,,,,65,47,29,65,0.981,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1967,Tigers,P,2053,1467,12993.0,4328,1663,133,,,333,,,,,79,38,19,45,0.978,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,1967,Twins,P,1969,1476,13149.0,4377,1595,132,,,321,,,,,70,48,14,49,0.978,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,1967,Yankees,1B,1846,1467,13326.0,4439,1936,154,,,385,,,,,71,54,8,32,0.976,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,1967,Athletics,P,1931,1449,12855.0,4285,1532,132,,,305,,,,,76,36,17,43,0.978,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13,1967,Senators,1B,2024,1449,13260.0,4434,1862,144,,,434,,,,,57,46,16,44,0.978,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,16,1967,Braves,1B,1874,1457,13078.0,4369,1800,138,,,407,,,,,81,52,42,57,0.978,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,17,1967,Cubs,P,1807,1458,13113.0,4363,1849,121,,,386,,,,,57,38,4,36,0.981,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,18,1967,Reds,1B,1858,1458,13212.0,4404,1601,121,,,337,,,,,81,44,12,60,0.98,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,21,1967,Astros,P,1861,1458,13011.0,4340,1656,159,,,317,,,,,71,48,23,64,0.974,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,22,1967,Dodgers,P,1923,1458,13254.0,4427,1900,160,,,384,,,,,58,48,13,39,0.975,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,25,1967,Mets,2B,2011,1458,12903.0,4300,1824,157,,,389,,,,,87,60,22,54,0.975,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,26,1967,Phillies,LF,1905,1458,13079.2,4356,1794,137,,,458,,,,,63,42,16,37,0.978,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,27,1967,Pirates,C,1888,1467,13125.0,4374,1982,141,,,491,,,,,60,39,15,34,0.978,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,28,1967,Cardinals,P,1874,1449,13185.0,4395,1718,140,,,348,,,,,45,48,10,38,0.978,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,30,1967,Giants,2B,1943,1458,13272.0,4429,1903,133,,,401,,,,,75,45,18,48,0.979,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
