,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1932,Browns,P,1109,154,1376.2,3042,1755,136,,,400,,,,,,,6,,0.972,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1932,Red Sox,P,1168,154,1362.0,3069,1913,183,,,420,,,,,,,5,,0.965,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1932,White Sox,P,1126,152,1348.2,3023,1871,227,,,442,,,,,,,10,,0.956,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1932,Indians,C,1052,153,1377.1,3005,1796,163,,,321,,,,,,,6,,0.967,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1932,Tigers,P,1103,153,1362.2,3013,1734,135,,,398,,,,,,,5,,0.972,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1932,Senators,P,1152,154,1383.1,2950,1712,98,,,411,,,,,,,6,,0.979,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1932,Yankees,1B,1097,156,1408.0,3221,1587,146,,,317,,,,,,,10,,0.971,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1932,Athletics,SS,1051,154,1386.0,3057,1708,102,,,372,,,,,,,15,,0.979,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1932,Braves,P,1118,155,1414.0,3077,1862,133,,,390,,,,,,,7,,0.974,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1932,Cubs,P,1111,154,1401.0,3176,1903,151,,,392,,,,,,,17,,0.971,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1932,Reds,P,1121,155,1394.2,2904,1795,151,,,324,,,,,,,20,,0.969,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1932,Dodgers,1B,1164,154,1379.2,3088,1932,153,,,433,,,,,,,7,,0.97,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1932,Phillies,P,1149,154,1384.0,2955,1694,152,,,337,,,,,,,4,,0.968,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1932,Pirates,C,1079,154,1377.0,2853,1609,157,,,327,,,,,,,9,,0.966,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1932,Cardinals,1B,1118,156,1396.0,3172,1705,136,,,408,,,,,,,7,,0.973,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1932,Giants,P,1149,154,1375.1,3102,1861,168,,,381,,,,,,,10,,0.967,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
