,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1994,Angels,LF,1422,1035,9243.0,3081,1196,76,,,299,,,,,83,38,11,48,0.983,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1994,Orioles,P,1332,1008,8979.0,2993,1127,57,,,273,,,,,61,28,5,18,0.986,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1994,Red Sox,P,1447,1035,9264.0,3089,1192,81,,,326,,,,,98,38,16,46,0.981,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1994,White Sox,P,1394,1017,9102.0,3035,992,79,,,244,,,,,81,30,12,19,0.981,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1994,Indians,CF,1362,1017,9168.0,3056,1290,90,,,314,,,,,75,33,7,58,0.98,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1994,Tigers,P,1425,1035,9162.0,3055,1261,82,,,250,,,,,94,36,8,59,0.981,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1994,Royals,1B,1346,1035,9285.0,3095,1253,80,,,269,,,,,91,30,5,60,0.982,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1994,Twins,P,1423,1017,9045.0,3017,1186,75,,,263,,,,,85,53,5,43,0.982,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1994,Yankees,CF,1389,1017,9177.0,3061,1327,80,,,338,,,,,55,29,10,46,0.982,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1994,Athletics,P,1506,1026,9030.0,3005,1122,88,,,268,,,,,60,45,5,42,0.979,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1994,Mariners,P,1391,1008,8856.0,2953,1167,95,,,274,,,,,69,39,8,41,0.977,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13,1994,Rangers,RF,1454,1026,9207.0,3069,1262,106,,,284,,,,,47,33,9,50,0.976,-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,1994,Blue Jays,LF,1370,1035,9225.0,3076,1059,81,,,286,,,,,101,43,14,54,0.981,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,16,1994,Braves,P,1424,1026,9237.0,3079,1232,81,,,233,,,,,90,32,11,35,0.982,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,17,1994,Cubs,P,1488,1017,9213.0,3071,1258,82,,,285,,,,,75,46,10,41,0.981,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,18,1994,Reds,CF,1473,1035,9345.0,3114,1180,73,,,247,,,,,78,39,17,41,0.983,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,19,1994,Rockies,C,1486,1053,9279.0,3092,1259,84,,,305,,,,,87,44,5,50,0.981,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,1994,Marlins,CF,1512,1035,9135.0,3046,1207,95,,,294,,,,,59,52,18,57,0.978,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,21,1994,Astros,P,1427,1035,9267.0,3088,1263,77,,,282,,,,,85,36,16,35,0.983,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,22,1994,Dodgers,P,1473,1026,9126.0,3042,1245,88,,,276,,,,,90,33,12,42,0.98,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,23,1994,Brewers,2B,1460,1035,9324.0,3110,1302,85,,,344,,,,,117,28,11,30,0.981,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,24,1994,Expos,SS,1495,1026,9330.0,3109,1178,94,,,245,,,,,99,32,3,32,0.979,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,25,1994,Mets,1B,1434,1017,9207.0,3071,1285,89,,,306,,,,,68,34,10,26,0.98,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,26,1994,Phillies,C,1408,1035,9219.0,3073,1144,94,,,255,,,,,87,30,11,45,0.978,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,27,1994,Pirates,C,1445,1026,9051.0,3015,1338,91,,,353,,,,,78,31,11,24,0.98,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,28,1994,Cardinals,P,1441,1035,9162.0,3054,1260,80,,,328,,,,,70,40,6,40,0.982,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,29,1994,Padres,1B,1530,1053,9411.0,3138,1201,111,,,217,,,,,99,45,11,48,0.975,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,30,1994,Giants,LF,1451,1035,9228.0,3075,1275,68,,,304,,,,,76,35,6,32,0.985,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
