,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1921,Browns,C,1117,154,1379.0,3071,1827,175,,,290,,,,,,,7,,0.966,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1921,Red Sox,P,1038,154,1364.1,3097,1910,116,,,360,,,,,,,12,,0.977,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1921,White Sox,2B,1062,154,1365.1,3161,2076,161,,,368,,,,,,,12,,0.97,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1921,Indians,P,1120,154,1377.0,3080,1809,171,,,313,,,,,,,12,,0.966,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1921,Tigers,P,1103,154,1386.1,3108,1883,198,,,229,,,,,,,15,,0.962,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1921,Senators,C,1050,154,1383.2,3066,1847,173,,,322,,,,,,,8,,0.966,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1921,Yankees,3B,1053,153,1364.0,3144,1900,168,,,329,,,,,,,13,,0.968,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1921,Athletics,C,1097,155,1400.1,3131,1941,222,,,323,,,,,,,14,,0.958,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1921,Braves,P,1096,153,1385.0,3056,1984,159,,,287,,,,,,,8,,0.969,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1921,Cubs,2B,1094,151,1363.0,3107,1982,140,,,315,,,,,,,7,,0.973,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1921,Reds,2B,1044,153,1363.0,3010,1904,156,,,335,,,,,,,14,,0.969,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1921,Robins,P,1072,152,1363.1,3161,2049,194,,,359,,,,,,,14,,0.964,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1921,Phillies,P,1087,154,1348.2,3085,2098,235,,,304,,,,,,,15,,0.957,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1921,Pirates,C,1040,154,1415.2,3036,1809,130,,,297,,,,,,,8,,0.974,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1921,Cardinals,1B,1141,154,1371.2,3029,1906,176,,,309,,,,,,,17,,0.966,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1921,Giants,3B,1125,153,1372.1,3101,2066,154,,,396,,,,,,,8,,0.971,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
