,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1939,Browns,P,1153,156,1371.1,3094,1761,159,,,384,,,,,,,17,,0.968,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1939,Red Sox,P,1142,152,1350.2,3009,1765,144,,,403,,,,,,,6,,0.971,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1939,White Sox,C,1115,155,1377.0,2991,1657,137,,,366,,,,,,,12,,0.971,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1939,Indians,SS,1148,154,1364.2,3070,1622,136,,,386,,,,,,,5,,0.972,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1939,Tigers,P,1136,155,1367.1,2975,1621,166,,,378,,,,,,,14,,0.965,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1939,Senators,2B,1065,153,1354.2,2962,1705,164,,,432,,,,,,,26,,0.966,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1939,Yankees,C,1020,152,1348.2,2971,1600,108,,,433,,,,,,,8,,0.977,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1939,Athletics,2B,1190,153,1342.2,2867,1628,163,,,320,,,,,,,14,,0.965,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1939,Bees,P,1146,152,1358.1,3015,1875,150,,,480,,,,,,,10,,0.97,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1939,Cubs,P,1107,156,1392.1,3143,1772,150,,,345,,,,,,,13,,0.97,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1939,Reds,P,1113,156,1403.2,3230,1793,143,,,434,,,,,,,19,,0.972,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1939,Dodgers,3B,1148,157,1410.1,3156,1789,141,,,411,,,,,,,9,,0.972,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1939,Phillies,P,1146,152,1326.2,2873,1588,141,,,345,,,,,,,9,,0.969,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1939,Pirates,P,1130,153,1354.0,3025,1816,140,,,408,,,,,,,8,,0.972,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1939,Cardinals,3B,1270,155,1384.2,3032,1644,151,,,371,,,,,,,16,,0.969,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1939,Giants,P,1114,151,1319.0,3074,1858,137,,,404,,,,,,,10,,0.973,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
