,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1957,Orioles,P,1901,1386,12672.0,4215,1687,113,,,419,,,,,40,57,14,29,0.981,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1957,Red Sox,CF,1715,1386,12390.0,4126,1864,148,,,481,,,,,32,31,9,24,0.976,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1957,White Sox,P,1749,1395,12615.0,4204,1788,107,,,458,,,,,38,32,11,31,0.982,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1957,Indians,SS,1821,1377,12426.0,4139,1558,153,,,418,,,,,61,36,21,40,0.974,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1957,Tigers,P,1769,1386,12756.0,4248,1568,121,,,410,,,,,33,39,12,18,0.98,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1957,Senators,P,1775,1386,12393.0,4122,1715,127,,,437,,,,,68,49,15,29,0.979,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1957,Yankees,P,1764,1386,12558.0,4238,1749,123,,,492,,,,,41,50,13,26,0.98,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1957,Athletics,P,1834,1386,12327.0,4096,1719,125,,,427,,,,,50,30,22,39,0.979,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1957,Braves,P,1727,1395,12699.0,4234,1809,120,,,473,,,,,58,39,6,26,0.981,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1957,Cubs,C,1812,1404,12630.0,4193,1612,149,,,359,,,,,55,42,19,31,0.975,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1957,Redlegs,P,1840,1386,12561.0,4189,1553,108,,,350,,,,,45,24,8,28,0.982,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1957,Dodgers,CF,1703,1386,12594.0,4199,1684,127,,,360,,,,,38,33,8,32,0.979,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1957,Phillies,P,1749,1404,12609.0,4197,1435,135,,,307,,,,,68,25,9,29,0.977,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1957,Pirates,C,1829,1395,12554.0,4172,1695,171,,,395,,,,,40,22,14,20,0.972,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1957,Cardinals,LF,1816,1386,12720.0,4236,1775,131,,,460,,,,,46,30,22,40,0.979,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1957,Giants,LF,1874,1386,12588.0,4184,1808,161,,,470,,,,,34,29,14,22,0.974,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
