,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,16,1896,Beaneaters,2B,830,132,1155.2,2701,1686,311,,,229,,,,,,,41,,0.934,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,1896,Colts,2B,819,132,1161.1,2665,1602,287,,,267,,,,,,,25,,0.937,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,1896,Reds,P,809,128,1108.0,2492,1542,186,,,244,,,,,,,19,,0.956,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,1896,Bridegrooms,C,850,133,1144.0,2631,1659,245,,,244,,,,,,,17,,0.946,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,26,1896,Phillies,1B,831,130,1117.0,2471,1562,254,,,265,,,,,,,27,,0.941,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,27,1896,Pirates,1B,829,131,1159.1,2645,1570,262,,,232,,,,,,,26,,0.941,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,28,1896,Browns,3B,811,131,1130.2,2596,1651,294,,,152,,,,,,,29,,0.935,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30,1896,Giants,SS,850,133,1136.2,2689,1588,310,,,193,,,,,,,43,,0.932,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1006,1896,Orioles,C,826,132,1168.1,2663,1557,263,,,264,,,,,,,33,,0.941,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1026,1896,Spiders,C,854,135,1195.2,2781,1759,230,,,278,,,,,,,28,,0.952,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1044,1896,Colonels,P,862,134,1148.2,2691,1685,375,,,257,,,,,,,29,,0.921,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1082,1896,Senators,C,843,133,1136.2,2585,1625,321,,,221,,,,,,,32,,0.929,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
