,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1976,Angels,LF,1932,1458,13296.0,4433,1839,151,,,358,,,,,191,88,15,27,0.976,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1976,Orioles,P,1886,1458,13218.0,4405,1870,118,,,404,,,,,127,65,7,37,0.982,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1976,Red Sox,CF,1775,1458,13122.0,4376,1761,141,,,402,,,,,115,60,8,33,0.978,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1976,White Sox,CF,1822,1449,13032.0,4342,1789,130,,,403,,,,,151,82,5,40,0.979,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1976,Indians,P,1838,1431,12888.0,4297,1712,120,,,426,,,,,163,72,10,41,0.98,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1976,Tigers,P,1746,1449,12882.0,4296,1962,168,,,430,,,,,140,71,7,45,0.974,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1976,Royals,LF,1929,1458,13251.0,4417,1858,139,,,397,,,,,146,66,9,29,0.978,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1976,Twins,2B,1844,1454,13131.0,4376,1823,172,,,488,,,,,157,81,11,61,0.973,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1976,Yankees,P,1740,1431,13095.0,4362,1825,126,,,369,,,,,110,67,16,39,0.98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1976,Athletics,1B,1917,1449,13134.0,4379,1821,144,,,340,,,,,126,63,11,40,0.977,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13,1976,Rangers,RF,1805,1458,13248.0,4416,1807,156,,,367,,,,,120,82,11,46,0.976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,16,1976,Braves,P,1891,1458,12942.0,4317,1819,167,,,408,,,,,138,51,38,60,0.974,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,17,1976,Cubs,P,1976,1458,13242.0,4412,1853,140,,,394,,,,,112,59,11,38,0.978,-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,18,1976,Reds,P,1963,1458,13239.0,4419,1676,102,,,408,,,,,94,51,6,43,0.984,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,21,1976,Astros,P,1834,1458,12999.0,4338,1798,140,,,407,,,,,166,59,32,57,0.978,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,22,1976,Dodgers,CF,1804,1458,13236.0,4411,1833,128,,,408,,,,,114,55,14,32,0.98,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,23,1976,Brewers,1B,1841,1449,12918.0,4308,1719,152,,,418,,,,,144,69,17,53,0.975,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,24,1976,Expos,LF,2050,1458,12960.0,4317,1955,155,,,481,,,,,113,69,11,63,0.976,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,25,1976,Mets,2B,1830,1458,13041.0,4345,1680,131,,,306,,,,,103,58,8,43,0.979,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,26,1976,Phillies,C,1995,1458,13131.0,4378,1671,115,,,399,,,,,103,38,6,38,0.981,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,27,1976,Pirates,3B,1836,1458,13197.0,4404,1878,163,,,392,,,,,94,66,13,27,0.975,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,28,1976,Cardinals,2B,1949,1458,13083.0,4361,1839,174,,,438,,,,,87,72,16,61,0.973,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,29,1976,Padres,P,1921,1458,12891.0,4296,1900,140,,,413,,,,,104,53,9,48,0.978,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,30,1976,Giants,P,1956,1458,13155.0,4382,1939,186,,,415,,,,,136,46,15,47,0.971,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
