,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1937,Browns,P,1136,156,1363.0,3021,1838,147,,,424,,,,,,,8,,0.971,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1937,Red Sox,P,1100,154,1366.0,3062,1622,139,,,374,,,,,,,9,,0.971,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1937,White Sox,P,1067,154,1351.1,3034,1832,142,,,452,,,,,,,10,,0.972,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1937,Indians,SS,1119,156,1364.2,3161,1815,125,,,397,,,,,,,8,,0.975,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1937,Tigers,2B,1097,155,1378.0,3069,1802,110,,,404,,,,,,,19,,0.978,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1937,Senators,2B,1095,158,1398.2,3001,1727,136,,,468,,,,,,,13,,0.972,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1937,Yankees,C,1071,157,1396.0,3139,1703,131,,,349,,,,,,,7,,0.974,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1937,Athletics,2B,1137,154,1335.0,2931,1686,157,,,380,,,,,,,15,,0.967,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1937,Bees,C,1048,152,1359.1,3002,1873,133,,,338,,,,,,,5,,0.973,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1937,Cubs,C,1122,154,1381.1,3126,1751,127,,,374,,,,,,,12,,0.975,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1937,Reds,2B,1182,155,1358.1,3127,1829,182,,,365,,,,,,,16,,0.965,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1937,Dodgers,P,1199,155,1362.2,3075,1716,183,,,324,,,,,,,16,,0.963,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1937,Phillies,C,1176,155,1373.2,3108,1826,148,,,393,,,,,,,11,,0.971,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1937,Pirates,C,1094,154,1366.1,3121,1747,150,,,340,,,,,,,5,,0.97,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1937,Cardinals,2B,1129,156,1392.0,3059,1650,138,,,319,,,,,,,14,,0.972,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1937,Giants,P,1093,152,1361.0,3251,1947,141,,,399,,,,,,,6,,0.974,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
