,teamIDfg,Season,Team,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM,OAA,Range
10,17,2017,Cubs,2397,1458,13026.0,4342,1656,95,40,52,338,139,105,139,34,121,35,13,73,0.984,,3,-1,-2,-2,33,40,1967,1627,0.827,462,,23,4.3,-2.7,19.4,3.5,24.5,3.9,,,15.4,0.0,2.33,0.051,2.14,0.284,1.69,0.44,1.0,0.775,2.0,0.9790000000000001,25.2,-10,-2,20,-10.5,18,12
11,19,2017,Rockies,2177,1458,12939.0,4313,1730,77,36,41,408,170,135,170,36,67,27,18,69,0.987,,2,3,-14,8,27,7,2118,1690,0.798,541,,23,-12.7,4.4,2.6,14.2,8.5,-0.8,,,12.9,0.0,2.53,0.038,2.09,0.294,1.8,0.607,1.17,0.836,2.26,0.982,25.54,-27,-2,-8,-9.6,21,14
12,12,2017,Rays,2140,1458,13005.0,4335,1433,100,56,44,317,129,96,129,34,83,22,15,83,0.983,,-1,3,7,-8,13,48,1983,1597,0.805,615,,-1,0.3,-2.2,32.7,-7.9,22.8,3.1,,,11.2,0.0,2.37,0.08800000000000001,1.93,0.23399999999999999,1.54,0.5379999999999999,1.04,0.777,1.97,0.973,26.4,13,-1,35,0.4,15,14
13,4,2017,White Sox,2092,1458,12795.0,4265,1541,114,78,35,384,159,119,157,32,120,26,11,67,0.981,,-6,3,4,-10,-6,-11,2051,1669,0.814,623,,-17,7.4,0.7,1.5,-17.2,-7.5,0.2,,,10.3,0.0,2.66,0.054000000000000006,2.21,0.2,1.65,0.598,0.87,0.738,2.21,0.972,26.95,-5,-1,17,-0.4,10,9
14,13,2017,Rangers,2095,1458,12909.0,4303,1616,108,60,45,443,173,141,173,43,87,28,8,63,0.982,,1,-1,2,2,6,1,2182,1773,0.813,573,,-13,0.2,1.3,-10.4,-3.2,-12.1,-1.3,,,1.8,0.0,2.56,0.024,1.66,0.16699999999999998,1.56,0.447,0.94,0.7509999999999999,2.25,0.976,28.07,-13,-3,5,-12.2,2,0
15,26,2017,Phillies,2135,1458,12969.0,4323,1497,82,41,40,336,146,107,146,23,91,30,17,50,0.986,,-3,-2,4,-4,-12,-33,2048,1650,0.806,522,,1,-0.2,2.3,-11.4,11.6,2.3,0.4,,,-4.1,0.0,2.6,0.02,1.96,0.21100000000000002,1.47,0.5670000000000001,0.9,0.782,2.16,0.982,26.32,-23,2,-5,-21.5,1,0
16,15,2017,Diamondbacks,2188,1458,12969.0,4323,1604,108,68,40,358,142,116,141,29,69,32,12,82,0.982,,-1,-1,-14,0,25,17,2007,1639,0.817,497,,-8,-10.2,-1.6,0.2,-10.1,-21.7,-5.6,,,-4.3,0.0,2.11,0.042,1.9,0.214,1.26,0.536,1.1,0.758,1.86,0.976,25.02,9,-1,0,3.5,1,1
17,20,2017,Marlins,2178,1458,12984.0,4328,1554,73,38,33,368,157,110,156,18,67,30,12,57,0.988,,2,3,-5,9,8,22,2110,1712,0.811,557,,3,-2.5,4.2,13.5,9.7,24.9,3.3,,,-6.0,0.0,2.18,0.027999999999999997,2.11,0.258,1.55,0.491,1.08,0.753,2.27,0.981,27.25,-12,-7,11,2.2,-8,-6
18,27,2017,Pirates,2193,1458,12966.0,4322,1662,99,60,37,387,156,126,156,22,95,28,15,58,0.984,,0,4,5,0,-1,24,2037,1638,0.804,535,,-19,4.0,1.6,3.0,-10.1,-1.5,0.6,,,-7.4,0.0,2.48,0.028999999999999998,2.07,0.258,1.55,0.452,1.15,0.767,2.1,0.975,26.78,-11,0,31,-16.5,-17,-15
19,28,2017,Cardinals,2207,1458,13053.0,4351,1595,94,42,51,424,164,141,164,35,54,32,7,38,0.984,,3,-7,6,0,1,31,2115,1749,0.827,464,,-13,0.9,2.6,2.2,2.2,7.9,1.3,,,-12.0,0.0,2.43,0.023,1.74,0.218,1.33,0.5489999999999999,1.02,0.706,2.18,0.977,26.21,8,-1,18,2.4,-11,-8
20,22,2017,Dodgers,2299,1458,13002.0,4334,1367,88,40,47,305,132,100,131,26,68,28,19,40,0.985,,4,1,0,2,22,65,1764,1453,0.824,513,,19,2.2,3.1,21.7,-4.4,22.7,4.4,,,-12.1,0.0,2.06,0.039,1.55,0.33799999999999997,1.45,0.517,0.89,0.763,1.98,0.9790000000000001,24.22,25,1,22,25.9,-22,-18
21,24,2017,Nationals,2131,1458,13020.0,4340,1434,86,45,39,334,139,98,139,29,94,29,10,44,0.985,,-1,-3,3,-10,-5,-33,1978,1609,0.813,525,,0,-1.9,-0.5,6.4,2.4,6.3,0.4,,,-15.1,0.0,2.02,0.036000000000000004,1.93,0.319,1.63,0.5329999999999999,0.9,0.753,1.82,0.98,25.4,-5,2,-6,-8.8,-16,-14
22,29,2017,Padres,2205,1458,12876.0,4292,1623,113,53,60,441,178,140,179,30,76,34,8,73,0.981,,0,3,-1,-1,-1,16,2059,1626,0.79,552,,-15,2.9,3.1,-28.7,-8.8,-31.5,-3.3,,,-18.7,0.0,2.25,0.040999999999999995,1.95,0.222,1.67,0.436,1.17,0.745,1.88,0.9740000000000001,25.8,6,2,1,4.4,-30,-22
23,2,2017,Orioles,2176,1458,12969.0,4323,1609,94,46,45,438,178,143,178,33,77,34,8,53,0.984,,0,-2,-6,6,2,-7,2106,1684,0.8,557,,-23,-13.2,-0.8,-21.5,5.6,-29.9,-6.2,,,-19.4,0.0,2.97,0.026000000000000002,1.91,0.271,1.44,0.423,1.11,0.71,2.0,0.981,26.97,-5,-3,-3,-0.3,-24,-21
24,30,2017,Giants,2188,1458,13068.0,4356,1522,87,49,37,335,128,107,128,28,73,37,6,55,0.985,,1,-2,-9,-6,-13,-30,2190,1795,0.82,477,,4,-6.6,-1.6,3.8,6.6,2.2,-1.0,,,-20.6,0.0,2.4,0.031,1.91,0.256,1.6,0.51,1.47,0.8,2.3,0.9790000000000001,27.09,-2,-1,-2,-1.3,-13,-12
25,16,2017,Braves,2143,1458,12972.0,4324,1578,97,52,45,340,138,113,139,34,99,30,20,58,0.984,,-2,3,-3,-10,-20,-6,2116,1692,0.8,536,,-12,-2.1,0.8,-12.0,3.7,-9.6,-1.5,,,-29.4,0.0,2.38,0.03,2.32,0.233,1.59,0.42700000000000005,1.1,0.774,2.26,0.978,26.86,28,-2,7,9.4,-26,-20
26,10,2017,Athletics,2171,1458,12879.0,4293,1597,121,72,49,362,164,120,167,26,111,42,16,84,0.98,,-4,-4,-9,-5,-20,-42,2219,1832,0.826,497,,-37,-15.0,-3.0,-11.4,-6.0,-35.4,-6.7,,,-33.5,0.0,2.6,0.039,1.79,0.218,1.7,0.45399999999999996,1.08,0.769,2.08,0.97,27.3,1,1,3,0.2,-22,-17
27,14,2017,Blue Jays,2276,1458,13185.0,4395,1570,92,49,42,366,146,114,145,26,119,26,8,53,0.985,,-1,-1,2,9,-5,3,2106,1708,0.811,498,,-2,6.8,-3.0,-27.0,6.5,-16.7,-1.2,,,-34.4,0.0,2.93,0.036000000000000004,2.47,0.193,1.66,0.484,0.93,0.8029999999999999,1.98,0.976,26.68,9,0,5,2.7,-43,-37
28,25,2017,Mets,2211,1458,12912.0,4304,1456,92,46,45,319,128,99,127,32,102,29,7,55,0.984,,-2,-3,10,-6,-52,-69,2101,1676,0.798,507,,-37,9.6,-4.1,-11.8,0.8,-5.5,0.6,,,-41.4,0.0,2.34,0.01,2.03,0.21100000000000002,1.66,0.387,1.19,0.6920000000000001,2.14,0.976,26.03,-6,0,-3,2.3,-58,-45
29,6,2017,Tigers,2158,1458,12783.0,4261,1389,84,44,39,369,147,120,147,12,85,37,14,53,0.985,,-3,-6,-12,-12,-63,-115,2152,1747,0.812,504,,-12,-14.2,-5.5,9.8,13.1,3.2,-1.6,,,-47.9,0.0,3.12,0.037000000000000005,2.18,0.231,1.6,0.545,0.99,0.677,1.92,0.9790000000000001,27.27,-12,-3,-3,-13.1,-14,-12
