,teamIDfg,Season,Team,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM,OAA,Range
0,8,2017,Twins,2154,1458,12924.0,4308,1476,78,46,31,359,144,113,144,33,75,29,16,52,0.987,,1,-6,2,-5,29,24,2180,1791,0.822,606,,10,-0.3,-7.7,11.0,12.0,15.1,1.0,,,50.9,0.0,2.76,0.055999999999999994,1.8,0.321,1.59,0.5489999999999999,1.22,0.774,2.39,0.983,27.1,2,6,-2,6.4,64,53
1,5,2017,Indians,2199,1458,12966.0,4322,1446,76,36,38,396,168,124,168,23,50,37,9,48,0.987,,4,4,7,16,-12,52,1827,1524,0.834,440,,36,3.6,3.6,-10.6,8.2,4.9,1.8,,,33.8,0.0,2.48,0.08,1.76,0.389,1.26,0.5870000000000001,0.92,0.769,1.82,0.9790000000000001,23.1,9,-1,18,13.1,31,23
2,23,2017,Brewers,2282,1458,13011.0,4337,1624,115,68,46,402,165,122,164,20,99,32,11,50,0.981,,-2,7,5,-5,-11,23,1929,1535,0.796,562,,-4,12.7,1.1,-4.3,-19.7,-10.2,0.4,,,26.5,0.0,2.4,0.023,1.75,0.23,1.65,0.47100000000000003,0.85,0.769,1.99,0.978,26.05,6,1,25,-3.5,29,21
3,18,2017,Reds,2110,1458,12870.0,4290,1623,81,44,35,302,133,97,133,21,79,42,9,62,0.986,,6,0,17,8,18,56,2039,1646,0.807,537,,14,10.9,3.5,-4.5,2.0,11.9,4.0,,,26.4,0.0,2.8,0.040999999999999995,1.94,0.252,1.47,0.58,1.0,0.777,2.02,0.978,26.04,-19,7,6,-17.1,14,13
4,21,2017,Astros,2242,1458,13014.0,4338,1526,99,49,46,376,153,115,153,39,102,14,16,86,0.983,,-6,7,10,1,4,21,1855,1463,0.789,559,,2,6.1,0.8,-32.2,-4.3,-29.6,-3.6,,,24.8,0.0,2.53,0.042,1.89,0.20800000000000002,1.59,0.495,0.97,0.784,2.22,0.976,23.65,9,-4,14,11.9,1,2
5,3,2017,Red Sox,2118,1458,13341.0,4447,1390,107,43,62,332,127,109,127,25,61,39,19,43,0.982,,6,-2,5,15,21,79,1930,1581,0.819,529,,19,0.7,-5.2,32.1,0.1,27.7,3.1,,,20.9,0.0,3.05,0.049,1.64,0.359,1.53,0.5660000000000001,1.06,0.805,2.2,0.975,24.76,31,-1,6,12.3,7,9
6,9,2017,Yankees,2115,1458,13038.0,4346,1467,95,54,38,240,102,76,102,29,65,26,21,83,0.984,,0,-10,2,-4,28,26,1893,1533,0.81,574,,4,-1.8,-6.2,16.3,0.2,8.5,0.2,,,20.5,0.0,2.24,0.032,1.86,0.242,1.28,0.588,1.02,0.723,1.88,0.978,25.0,5,0,9,0.5,21,19
7,7,2017,Royals,2175,1458,12939.0,4313,1524,79,45,33,359,145,109,145,38,87,30,11,48,0.987,,-3,-3,-11,6,-42,-56,2182,1744,0.799,576,,13,-4.1,-0.3,-6.4,12.0,1.1,-0.5,,,18.0,0.0,2.6,0.04,1.99,0.22399999999999998,1.47,0.48,1.02,0.74,2.08,0.977,27.28,-16,0,13,-12.7,22,19
8,1,2017,Angels,2176,1458,12966.0,4322,1463,80,44,36,323,136,101,136,25,71,43,10,57,0.986,,4,7,-4,3,28,50,2134,1738,0.814,522,,19,-0.4,3.7,15.4,10.6,29.3,4.2,,,17.9,0.0,2.33,0.040999999999999995,1.71,0.345,1.39,0.591,0.88,0.77,2.04,0.986,25.95,16,3,-9,24.7,9,6
9,11,2017,Mariners,2134,1458,12963.0,4321,1422,103,67,35,355,149,119,147,24,80,26,15,73,0.982,,1,11,12,-3,-18,9,2103,1688,0.803,570,,20,12.6,8.4,0.5,-11.4,10.1,4.1,,,17.6,0.0,2.28,0.064,2.03,0.25,1.32,0.5,0.78,0.8270000000000001,2.14,0.976,27.02,-5,4,6,3.0,19,17
