,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,16,2012,Braves,P,2028,1458,13008.0,4336,1654,86,44,42,348,150,112,148,52,98,39,10,54,0.986,,3,-1,2,11,48,85,2178,1821,0.836,531,,5,8.7,2.5,27.5,5.7,44.4,8.2,78,2.3,53.7,0.0,3.19,0.087,1.15,0.314,1.05,0.638,1.16,0.7979999999999999,2.33,0.9790000000000001,26.65,22,2,0,37.6
1,1,2012,Angels,P,2108,1458,12900.0,4300,1577,98,50,47,314,143,102,141,34,127,41,11,38,0.984,,-3,-1,2,23,28,41,2242,1883,0.84,471,,34,4.3,0.7,34.7,-4.5,35.2,5.5,66,3.4,37.6,0.0,3.27,0.079,1.14,0.304,1.25,0.575,1.2,0.804,2.19,0.975,27.23,-7,0,-3,-14.8
2,18,2012,Reds,P,2039,1458,13077.0,4359,1602,89,46,43,288,114,92,115,39,78,43,7,34,0.985,,3,-3,4,8,22,63,2171,1819,0.838,439,,34,2.6,-2.5,4.8,5.0,9.9,1.5,67,5.9,27.8,0.0,3.62,0.13,1.08,0.29,0.93,0.624,1.41,0.8170000000000001,2.46,0.985,26.62,24,-1,6,19.8
3,3,2012,Red Sox,P,2146,1458,12987.0,4329,1687,101,50,49,392,159,121,159,44,127,31,11,42,0.983,,-3,6,1,4,49,64,2199,1857,0.844,494,,-17,-3.4,7.9,12.2,13.9,30.6,3.6,64,1.8,25.4,0.0,3.35,0.066,1.21,0.267,1.05,0.647,1.33,0.767,1.89,0.983,27.23,12,-2,7,6.2
4,17,2012,Cubs,P,2167,1458,12723.0,4241,1583,105,59,45,337,150,108,149,33,125,36,9,44,0.982,,-3,0,-10,-9,20,-8,2148,1773,0.825,466,,-9,-5.7,-1.0,34.0,2.0,29.3,2.8,70,3.5,24.8,0.0,3.22,0.061,0.98,0.256,1.21,0.53,1.32,0.818,2.14,0.975,27.3,-9,1,5,2.3
5,4,2012,White Sox,3B,2084,1458,13011.0,4337,1578,70,35,33,375,154,121,154,37,104,41,9,66,0.988,,6,4,1,-9,1,7,2143,1807,0.843,476,,-1,-1.4,5.6,1.4,12.1,17.7,2.8,71,-2.5,24.2,0.0,3.25,0.098,0.92,0.302,1.06,0.615,1.22,0.815,2.32,0.9840000000000001,26.27,-2,2,0,3.5
6,26,2012,Phillies,CF,2104,1458,13062.0,4354,1560,101,64,37,278,119,87,119,35,99,56,9,30,0.983,,4,-2,11,12,-26,10,2081,1732,0.832,388,,11,7.9,2.3,4.9,-1.6,13.5,3.7,52,2.6,23.1,0.0,3.45,0.049,1.23,0.207,1.11,0.551,1.38,0.8,2.15,0.9790000000000001,25.69,10,-3,1,1.4
7,15,2012,Diamondbacks,1B,2014,1458,12903.0,4301,1676,90,50,37,362,146,123,146,46,48,37,9,52,0.985,,3,-5,5,6,13,32,2203,1829,0.83,462,,19,6.4,-1.6,-24.0,18.0,-1.2,0.9,69,0.9,12.8,0.0,4.19,0.067,1.19,0.355,1.1,0.49200000000000005,1.28,0.8440000000000001,2.11,0.977,26.85,8,0,1,10.9
8,22,2012,Dodgers,SS,2219,1458,13047.0,4349,1669,98,49,49,319,140,99,140,53,92,43,11,46,0.984,,0,-8,5,2,3,-6,2107,1795,0.852,393,,-16,4.9,-5.2,5.7,1.5,6.9,1.5,59,-0.6,11.3,0.0,3.14,0.11,1.0,0.252,1.15,0.5660000000000001,1.29,0.792,2.21,0.976,26.67,-12,2,1,-11.8
9,12,2012,Rays,1B,2250,1458,13137.0,4379,1641,114,59,54,364,155,120,155,73,101,33,6,59,0.981,,4,5,0,-3,21,52,2107,1736,0.824,458,,-10,0.6,4.7,15.9,-13.0,8.2,1.8,57,-3.3,10.0,0.0,2.61,0.094,1.17,0.221,1.04,0.5429999999999999,1.16,0.782,2.29,0.976,25.83,17,-2,10,28.4
10,10,2012,Athletics,1B,2050,1458,13230.0,4410,1568,111,61,48,322,136,103,136,54,99,45,12,40,0.982,,3,-2,11,4,-6,6,2254,1881,0.835,486,,4,9.8,1.5,4.0,-14.5,0.8,1.8,56,0.1,8.9,0.0,3.64,0.102,1.28,0.27,1.0,0.496,1.29,0.7879999999999999,2.22,0.976,28.59,-12,-2,2,-12.0
11,30,2012,Giants,P,2241,1458,13059.0,4353,1638,115,66,49,307,134,96,135,39,129,53,5,54,0.981,,3,-1,-2,-6,12,11,2206,1821,0.825,489,,25,-0.5,-1.9,14.7,-5.9,6.4,0.7,68,1.3,8.7,0.0,2.96,0.044000000000000004,1.14,0.242,1.32,0.5539999999999999,1.57,0.785,2.42,0.977,26.91,16,-1,2,18.4
12,11,2012,Mariners,P,2016,1458,13110.0,4370,1570,72,35,36,391,155,127,158,43,128,39,20,61,0.988,,1,7,-1,-1,20,3,2185,1830,0.838,508,,12,-5.2,7.0,5.0,11.9,18.7,2.1,55,-8.3,5.4,0.0,3.46,0.092,1.3,0.25,1.28,0.595,1.11,0.774,1.99,0.983,28.02,-22,-3,1,-26.4
13,14,2012,Blue Jays,P,2104,1458,12993.0,4331,1737,101,50,49,399,170,119,169,51,87,43,15,56,0.984,,0,-4,16,5,37,72,2238,1864,0.833,464,,-10,10.1,-3.9,-15.1,4.3,-4.6,0.7,82,1.5,3.9,0.0,3.52,0.10400000000000001,1.15,0.254,1.14,0.493,1.34,0.833,2.75,0.98,26.7,-5,1,12,5.3
14,7,2012,Royals,P,2040,1458,13062.0,4354,1624,113,60,50,383,173,116,173,51,113,51,11,49,0.981,,6,3,14,11,-25,-3,2234,1827,0.818,442,,16,16.6,5.1,-31.3,-1.4,-11.0,1.4,68,0.9,0.9,0.0,4.5,0.153,1.18,0.348,1.35,0.623,1.38,0.8240000000000001,2.16,0.976,26.78,-14,1,-3,-15.6
15,9,2012,Yankees,1B,2178,1458,13008.0,4336,1472,75,44,30,310,135,85,135,48,90,28,17,53,0.987,,0,0,-10,5,-6,-2,2103,1716,0.816,496,,-16,-7.6,-2.3,1.3,8.8,0.2,-1.7,69,-1.5,-1.4,0.0,3.5,0.071,0.99,0.264,1.1,0.56,1.16,0.813,2.3,0.983,26.05,23,-3,0,29.2
16,13,2012,Rangers,P,2092,1458,12978.0,4326,1496,85,49,36,323,137,103,137,56,106,27,13,53,0.986,,-7,3,1,-4,8,-12,2126,1742,0.819,495,,33,-3.0,4.0,12.5,-2.4,11.1,1.2,62,-2.2,-2.1,0.0,3.67,0.063,1.26,0.27699999999999997,0.94,0.6,1.25,0.797,2.36,0.977,26.25,-9,-4,0,-14.6
17,2,2012,Orioles,CF,2102,1458,13347.0,4449,1680,106,59,44,371,151,116,152,69,63,36,10,34,0.983,,4,0,-1,-6,-12,4,2266,1872,0.826,507,,16,-4.3,0.4,-7.0,-7.4,-18.3,-3.2,58,2.8,-6.5,0.0,3.47,0.052000000000000005,0.97,0.33,1.12,0.5379999999999999,1.43,0.804,2.55,0.981,28.29,-1,3,8,2.6
18,6,2012,Tigers,1B,2104,1458,12876.0,4292,1481,99,44,52,316,129,102,128,42,131,45,14,46,0.983,,-2,4,-10,0,-16,-29,2068,1734,0.838,427,,-27,-11.0,0.1,1.6,6.4,-2.9,-2.5,65,0.2,-7.7,0.0,2.73,0.025,1.18,0.2,1.0,0.516,1.24,0.757,2.06,0.983,25.99,-8,1,5,-6.7
19,24,2012,Nationals,P,2204,1458,13215.0,4405,1632,94,46,47,343,134,108,135,45,111,22,15,62,0.985,,-3,3,1,-2,-10,-16,2193,1832,0.835,459,,23,3.4,-0.6,-5.6,3.9,0.9,0.7,86,1.0,-8.1,0.0,3.22,0.066,1.22,0.34700000000000003,0.95,0.58,1.5,0.81,2.37,0.978,26.51,3,0,-1,-1.3
20,20,2012,Marlins,CF,2093,1458,12966.0,4322,1648,103,58,42,386,155,128,154,34,88,28,14,36,0.983,,-3,3,-7,-10,-32,-62,2305,1903,0.826,447,,6,-0.9,4.2,-10.7,-2.6,-10.1,-1.2,60,1.5,-10.5,0.0,3.21,0.03,1.35,0.28,1.07,0.5329999999999999,1.35,0.753,2.23,0.981,27.93,-13,2,-2,-12.5
21,28,2012,Cardinals,P,2233,1458,13164.0,4388,1754,107,62,44,370,149,110,150,37,56,43,9,46,0.983,,7,1,0,5,-14,26,2259,1838,0.814,490,,8,-5.1,-0.7,-18.7,-4.1,-28.7,-4.6,67,2.1,-11.5,0.0,3.04,0.087,1.26,0.245,1.02,0.556,1.35,0.784,2.45,0.9790000000000001,27.28,17,2,1,15.2
22,23,2012,Brewers,CF,2194,1458,13083.0,4361,1532,99,48,48,293,133,89,133,35,123,39,5,57,0.983,,-3,-4,-3,5,6,24,2082,1709,0.821,486,,0,-4.4,-8.0,-6.2,0.6,-17.9,-4.1,93,6.8,-15.2,0.0,3.75,0.08800000000000001,1.13,0.35200000000000004,1.25,0.57,1.35,0.792,2.26,0.983,25.2,30,-2,1,32.6
23,29,2012,Padres,P,2226,1458,12912.0,4304,1655,121,57,62,216,97,71,98,43,152,47,18,49,0.98,,1,-8,-9,1,-18,-24,2137,1796,0.84,470,,-7,-3.0,-10.0,2.4,-3.6,-14.2,-3.9,85,3.5,-15.7,0.0,3.37,0.079,1.27,0.24600000000000002,1.14,0.5529999999999999,1.59,0.7809999999999999,2.42,0.981,26.89,7,1,5,2.2
24,8,2012,Twins,P,2085,1458,12948.0,4316,1785,107,58,45,458,189,147,190,42,111,24,8,60,0.983,,-4,6,-5,0,38,15,2416,2006,0.83,495,,-15,-5.0,6.7,-8.6,-5.3,-12.2,-1.6,61,-3.1,-20.3,0.0,3.15,0.05,1.39,0.3,1.2,0.581,1.6,0.792,2.88,0.9790000000000001,28.4,-21,-4,1,-22.5
25,21,2012,Astros,C,2246,1458,12810.0,4270,1729,118,62,55,306,134,93,134,47,131,37,13,75,0.981,,-1,-3,3,-9,-51,-68,2226,1803,0.81,475,,-36,3.0,-6.6,-8.2,5.6,-6.1,-1.1,63,-8.3,-21.4,0.0,4.02,0.081,1.24,0.22899999999999998,1.09,0.479,1.42,0.768,2.33,0.975,27.06,1,0,4,-0.5
26,25,2012,Mets,CF,2218,1458,12906.0,4302,1502,101,52,44,330,136,105,135,38,97,30,32,40,0.983,,-3,-2,-4,-6,-32,-33,2086,1739,0.834,438,,-22,-8.1,-2.0,-14.7,0.8,-24.0,-5.1,76,-0.4,-28.5,0.0,2.89,0.079,1.26,0.29100000000000004,1.03,0.5529999999999999,1.23,0.792,2.45,0.9790000000000001,26.58,10,5,2,8.9
27,19,2012,Rockies,P,2220,1458,12798.0,4266,1718,122,55,66,338,139,106,140,54,121,43,22,94,0.98,,-1,-6,0,-24,-65,-115,2269,1846,0.814,429,,-15,7.8,-3.0,-15.9,-3.7,-14.8,-1.0,76,-12.7,-28.5,0.0,4.86,0.08900000000000001,1.46,0.266,1.39,0.551,1.36,0.81,2.58,0.976,26.59,-23,2,1,-21.0
28,27,2012,Pirates,P,2175,1458,12900.0,4300,1656,112,58,53,311,126,94,126,44,154,19,9,45,0.982,,-12,-1,-14,-10,24,-42,2220,1860,0.838,492,,-21,-13.1,-3.5,10.0,-5.3,-11.9,-4.4,76,4.6,-31.4,0.0,2.89,0.09,1.11,0.267,1.01,0.541,1.46,0.792,2.4,0.977,27.08,-16,0,0,-32.2
29,5,2012,Indians,P,2151,1458,12978.0,4326,1665,96,41,54,390,158,129,158,44,140,37,13,67,0.984,,-1,2,0,-9,-31,-58,2357,1977,0.839,481,,-11,-4.3,0.2,-26.5,-3.5,-34.1,-4.9,71,-3.8,-44.8,0.0,4.22,0.102,1.28,0.217,1.29,0.605,1.29,0.755,2.0,0.977,28.46,-25,0,8,-38.1
