,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1968,Angels,P,2009,1457,12924.0,4305,1712,140,,,411,,,,,84,56,18,67,0.977,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1968,Orioles,P,1915,1458,13058.0,4342,1696,118,,,349,,,,,80,59,24,54,0.981,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1968,Red Sox,SS,1827,1458,13023.0,4346,1675,128,,,393,,,,,104,42,19,73,0.979,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1968,White Sox,P,2103,1458,13212.0,4393,1940,151,,,400,,,,,88,55,16,40,0.977,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1968,Indians,P,1978,1458,13179.0,4395,1460,127,,,334,,,,,61,44,22,42,0.979,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1968,Tigers,P,1920,1476,13407.0,4461,1615,105,,,330,,,,,80,40,10,38,0.983,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,1968,Twins,P,1979,1458,12900.0,4307,1712,170,,,316,,,,,78,36,9,52,0.973,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,1968,Yankees,1B,1781,1476,13206.0,4407,1974,139,,,377,,,,,57,48,7,27,0.979,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,1968,Athletics,1B,1910,1467,13101.0,4364,1658,145,,,363,,,,,92,38,20,55,0.976,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13,1968,Senators,1B,1943,1449,12960.0,4326,1786,148,,,377,,,,,86,54,21,61,0.976,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,16,1968,Braves,CF,1853,1467,13269.0,4415,1804,125,,,374,,,,,80,30,14,47,0.98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,17,1968,Cubs,P,1840,1467,13080.0,4360,1895,119,,,400,,,,,51,50,9,41,0.981,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,18,1968,Reds,3B,1934,1467,13413.0,4471,1843,144,,,379,,,,,62,48,19,60,0.978,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,21,1968,Astros,CF,1813,1458,13023.0,4341,1714,154,,,329,,,,,84,22,15,62,0.975,-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,22,1968,Dodgers,2B,1884,1458,13044.0,4347,1807,144,,,378,,,,,64,59,17,43,0.977,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,25,1968,Mets,2B,1886,1467,13350.0,4453,1778,133,,,364,,,,,71,48,11,58,0.979,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,26,1968,Phillies,2B,1816,1458,13032.0,4341,1842,127,,,443,,,,,56,56,19,30,0.98,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,27,1968,Pirates,P,1857,1467,13386.0,4455,2000,139,,,445,,,,,56,44,11,40,0.979,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,28,1968,Cardinals,C,1757,1458,13311.0,4437,1689,140,,,349,,,,,50,36,10,30,0.978,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,30,1968,Giants,LF,1864,1467,13218.0,4405,1833,162,,,329,,,,,93,46,23,56,0.975,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
