,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1962,Angels,P,1965,1458,13194.0,4391,1789,175,,,407,,,,,52,40,16,40,0.972,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1962,Orioles,P,1917,1458,13161.0,4388,1712,122,,,415,,,,,80,40,32,47,0.98,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1962,Red Sox,P,1731,1440,12939.0,4304,1699,130,,,418,,,,,70,24,12,43,0.979,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1962,White Sox,3B,1942,1458,13065.0,4337,1760,109,,,403,,,,,72,25,13,33,0.982,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1962,Indians,1B,1860,1458,12969.0,4328,1708,139,,,456,,,,,54,39,16,27,0.977,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1962,Tigers,P,1815,1449,12993.0,4327,1443,156,,,295,,,,,48,26,10,34,0.974,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,1962,Twins,P,1941,1467,13161.0,4386,1777,128,,,465,,,,,42,32,13,55,0.98,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,1962,Yankees,P,1879,1458,13233.0,4397,1753,131,,,412,,,,,32,29,7,27,0.979,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,1962,Athletics,1B,1893,1458,12906.0,4286,1721,132,,,360,,,,,64,29,25,59,0.978,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13,1962,Senators,P,1900,1458,13005.0,4326,1776,139,,,428,,,,,45,35,15,31,0.978,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,16,1962,Braves,SS,1881,1458,12912.0,4301,1802,124,,,407,,,,,47,42,13,35,0.98,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,17,1962,Cubs,P,1883,1458,12937.0,4304,1905,145,,,447,,,,,101,55,33,63,0.977,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,18,1962,Reds,P,1854,1458,13146.0,4377,1683,145,,,374,,,,,75,38,22,45,0.977,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,21,1962,Colt .45's,P,1954,1458,13083.0,4363,1771,173,,,387,,,,,119,44,25,73,0.973,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,22,1962,Dodgers,LF,2069,1485,13398.0,4465,1731,193,,,370,,,,,59,34,17,54,0.97,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,25,1962,Mets,P,1946,1449,12870.0,4292,1902,210,,,447,,,,,94,51,26,71,0.967,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,26,1962,Phillies,P,1967,1449,12840.0,4276,1708,138,,,442,,,,,67,48,20,69,0.977,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,27,1962,Pirates,P,1813,1449,12891.0,4287,1840,152,,,488,,,,,85,30,24,40,0.976,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,28,1962,Cardinals,LF,1991,1467,13170.0,4393,1825,132,,,446,,,,,73,39,23,54,0.979,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,30,1962,Giants,P,1883,1485,13155.0,4392,1648,142,,,393,,,,,65,25,13,35,0.977,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
