,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1933,Browns,P,1110,153,1360.2,3082,1806,117,,,416,,,,,,,4,,0.977,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1933,Red Sox,1B,1097,149,1327.2,2958,1722,154,,,329,,,,,,,3,,0.968,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1933,White Sox,2B,1124,151,1371.1,3061,1897,167,,,381,,,,,,,11,,0.967,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1933,Indians,1B,1085,151,1350.0,3032,1848,137,,,326,,,,,,,4,,0.973,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1933,Tigers,P,1114,155,1398.0,3165,1794,139,,,424,,,,,,,6,,0.973,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1933,Senators,P,1162,153,1389.2,3028,1784,105,,,392,,,,,,,7,,0.979,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1933,Yankees,1B,1079,152,1354.2,3063,1565,134,,,316,,,,,,,12,,0.972,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1933,Athletics,2B,1105,152,1343.2,2992,1711,157,,,310,,,,,,,9,,0.968,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1933,Braves,P,1089,156,1403.0,3026,1861,112,,,373,,,,,,,7,,0.978,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1933,Cubs,P,1066,154,1362.0,3095,1832,131,,,426,,,,,,,5,,0.974,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1933,Reds,1B,1128,153,1352.0,2918,1816,157,,,336,,,,,,,13,,0.968,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1933,Dodgers,1B,1161,157,1386.1,3068,1750,144,,,304,,,,,,,4,,0.971,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1933,Phillies,1B,1130,152,1336.2,2921,1797,161,,,395,,,,,,,11,,0.967,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1933,Pirates,P,1101,154,1373.1,2956,1687,147,,,347,,,,,,,7,,0.969,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1933,Cardinals,P,1112,154,1382.2,3032,1628,131,,,304,,,,,,,11,,0.973,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1933,Giants,2B,1118,156,1408.2,3262,2043,153,,,400,,,,,,,12,,0.972,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
