,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,1,1982,Angels,CF,1966,1458,13176.0,4392,1983,108,,,470,,,,,66,77,4,36,0.983,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1982,Orioles,P,2020,1467,13161.0,4389,1707,101,,,371,,,,,98,51,7,36,0.984,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,1982,Red Sox,1B,1814,1458,13077.0,4361,1830,121,,,448,,,,,101,55,16,25,0.981,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,1982,White Sox,C,2012,1458,12949.0,4306,1897,153,,,475,,,,,102,60,13,28,0.976,-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1982,Indians,P,1926,1458,13215.0,4406,1740,124,,,338,,,,,125,60,6,56,0.98,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1982,Tigers,P,1906,1458,13054.0,4354,1843,117,,,449,,,,,84,63,15,52,0.981,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,1982,Royals,P,1886,1458,12879.0,4294,1743,127,,,389,,,,,85,53,6,43,0.979,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1982,Twins,LF,1833,1458,12897.0,4301,1559,109,,,417,,,,,128,57,6,45,0.982,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1982,Yankees,2B,1867,1458,13131.0,4378,1700,128,,,417,,,,,98,44,15,41,0.979,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1982,Athletics,LF,1901,1458,13103.0,4361,1650,159,,,382,,,,,97,58,8,58,0.974,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,1982,Mariners,P,1951,1458,13287.0,4425,1769,139,,,431,,,,,118,51,10,47,0.978,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13,1982,Rangers,CF,1835,1457,12870.0,4291,1915,121,,,455,,,,,93,59,19,34,0.981,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,1982,Blue Jays,P,1951,1458,12993.0,4330,1768,135,,,396,,,,,78,46,7,38,0.978,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,16,1982,Braves,P,1975,1458,13167.0,4390,1921,138,,,493,,,,,167,67,13,37,0.979,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,17,1982,Cubs,P,2056,1458,13026.0,4338,1910,131,,,297,,,,,156,76,13,32,0.979,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,18,1982,Reds,1B,1992,1458,13143.0,4384,1763,128,,,420,,,,,149,53,12,50,0.98,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,21,1982,Astros,1B,1866,1458,13020.0,4339,1826,136,,,420,,,,,177,57,32,61,0.978,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,22,1982,Dodgers,LF,2031,1458,13395.0,4469,1945,140,,,340,,,,,127,69,16,35,0.979,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,23,1982,Brewers,P,1788,1467,13206.0,4402,1832,125,,,490,,,,,121,62,12,44,0.98,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,24,1982,Expos,P,1888,1458,13146.0,4385,1631,122,,,324,,,,,121,75,8,47,0.98,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,25,1982,Mets,3B,2025,1458,13026.0,4348,1839,175,,,354,,,,,153,86,6,32,0.972,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,26,1982,Phillies,1B,1995,1458,13107.0,4369,1820,119,,,376,,,,,154,64,11,49,0.981,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,27,1982,Pirates,1B,1930,1458,13200.0,4399,1856,144,,,346,,,,,108,72,12,59,0.977,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,28,1982,Cardinals,P,2034,1458,13188.0,4394,2039,124,,,456,,,,,149,64,14,46,0.981,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,29,1982,Padres,C,1947,1458,13284.0,4429,1825,152,,,362,,,,,136,43,11,28,0.976,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,30,1982,Giants,P,2030,1457,13188.0,4394,1908,173,,,350,,,,,185,96,7,33,0.973,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
