,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,2,1930,Browns,1B,1078,154,1371.2,3105,1825,151,,,403,,,,,,,4,,0.97,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1930,Red Sox,P,1106,154,1360.1,2983,1797,161,,,409,,,,,,,12,,0.967,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1930,White Sox,C,1147,154,1361.0,3033,1818,184,,,342,,,,,,,15,,0.963,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,1930,Indians,C,1150,154,1360.0,3108,1884,191,,,401,,,,,,,8,,0.963,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1930,Tigers,P,1137,154,1351.2,3027,1617,138,,,386,,,,,,,17,,0.971,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,1930,Senators,1B,1081,154,1369.0,3073,1747,121,,,390,,,,,,,4,,0.976,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,1930,Yankees,SS,1154,154,1367.2,3031,1652,177,,,350,,,,,,,12,,0.964,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,1930,Athletics,2B,1135,154,1371.0,3072,1615,118,,,308,,,,,,,11,,0.975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,1930,Braves,P,1114,154,1361.0,2902,1745,146,,,443,,,,,,,14,,0.97,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,1930,Cubs,3B,1159,156,1403.2,3185,1840,133,,,433,,,,,,,13,,0.974,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1930,Reds,P,1154,154,1335.0,2905,1833,119,,,420,,,,,,,13,,0.975,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,1930,Robins,P,1135,154,1372.0,3077,1833,156,,,451,,,,,,,14,,0.969,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,1930,Phillies,P,1196,156,1372.2,3012,1925,185,,,442,,,,,,,11,,0.964,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,1930,Pirates,2B,1057,154,1361.1,2969,1829,169,,,418,,,,,,,8,,0.966,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28,1930,Cardinals,P,1111,154,1380.2,3118,1745,145,,,447,,,,,,,11,,0.971,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,1930,Giants,P,1123,154,1363.1,3135,1922,141,,,381,,,,,,,7,,0.973,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
