Bats,xMLBAMID,Name,Team,Season,Age,AgeR,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,CFraming,Defense,Offense,RAR,WAR,WAROld,Dollars,BaseRunning,Spd,wRC+,wBsR,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB%1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,C+SwStr%,Pull,Cent,Oppo,Soft,Med,Hard,bipCount,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,UBR,GDPRuns,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD%+,GB%+,FB%+,HRFB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,xwOBA,xAVG,xSLG,XBR,PPTV,CPTV,BPTV,DSV,DGV,BTV,rPPTV,rCPTV,rBPTV,rDSV,rDGV,rBTV,EBV,ESV,rFTeamV,rBTeamV,rTV,BReview,BOverturned,BCorrect%,wBReview,PReview,POverturned,PCorrect%,wPReview,CReview,COverturned,CCorrect%,wCReview,AsCReview,AsCOverturned,AsCCorrect%,wAsCReview,pfxFA%,pfxFT%,pfxFC%,pfxFS%,pfxFO%,pfxSI%,pfxSL%,pfxCU%,pfxKC%,pfxEP%,pfxCH%,pfxSC%,pfxKN%,pfxUN%,pfxSLO%,pfxST%,pfxCUO%,pfxCV%,pfxvFA,pfxvFT,pfxvFC,pfxvFS,pfxvFO,pfxvSI,pfxvSL,pfxvCU,pfxvKC,pfxvEP,pfxvCH,pfxvSC,pfxvKN,pfxvSLO,pfxvST,pfxvCUO,pfxvCV,pfxFA-X,pfxFT-X,pfxFC-X,pfxFS-X,pfxFO-X,pfxSI-X,pfxSL-X,pfxCU-X,pfxKC-X,pfxEP-X,pfxCH-X,pfxSC-X,pfxKN-X,pfxSLO-X,pfxST-X,pfxCUO-X,pfxCV-X,pfxFA-Z,pfxFT-Z,pfxFC-Z,pfxFS-Z,pfxFO-Z,pfxSI-Z,pfxSL-Z,pfxCU-Z,pfxKC-Z,pfxEP-Z,pfxCH-Z,pfxSC-Z,pfxKN-Z,pfxSLO-Z,pfxST-Z,pfxCUO-Z,pfxCV-Z,pfxwFA,pfxwFT,pfxwFC,pfxwFS,pfxwFO,pfxwSI,pfxwSL,pfxwCU,pfxwKC,pfxwEP,pfxwCH,pfxwSC,pfxwKN,pfxwSLO,pfxwST,pfxwCUO,pfxwCV,pfxwFA/C,pfxwFT/C,pfxwFC/C,pfxwFS/C,pfxwFO/C,pfxwSI/C,pfxwSL/C,pfxwCU/C,pfxwKC/C,pfxwEP/C,pfxwCH/C,pfxwSC/C,pfxwKN/C,pfxwSLO/C,pfxwST/C,pfxwCUO/C,pfxwCV/C,pfxaaFA,pfxaaFT,pfxaaFC,pfxaaFS,pfxaaFO,pfxaaSI,pfxaaSL,pfxaaCU,pfxaaKC,pfxaaEP,pfxaaCH,pfxaaSC,pfxaaKN,pfxaaSLO,pfxaaST,pfxaaCUO,pfxaaCV,pfxspFA,pfxspFT,pfxspFC,pfxspFS,pfxspFO,pfxspSI,pfxspSL,pfxspCU,pfxspKC,pfxspEP,pfxspCH,pfxspSC,pfxspKN,pfxspSLO,pfxspST,pfxspCUO,pfxspCV,pfxO-Swing%,pfxZ-Swing%,pfxSwing%,pfxO-Contact%,pfxZ-Contact%,pfxContact%,pfxZone%,pfxPace,AvgBatSpeed,FastSwing%,SwingLength,SquaredUpContact%,SquaredUpSwing%,BlastContact%,BlastSwing%,Swords,CompetitiveSwings,Tilt,AttackAngle,AttackDirection,IdealAttackAngle%,DepthInBox,DistanceOffPlate,scH-Swing%,scH-Contact%,scH-Zone%,scS-Swing%,scS-Contact%,scS-Zone%,scC-Swing%,scC-Contact%,scC-Zone%,scW-Swing%,scW-Contact%,scW-Zone%,scSI-Swing%,scSI-Contact%,scSI-Zone%,scSO-Swing%,scSO-Contact%,scSO-Zone%,scO-Swing%,scO-Contact%,scO-Zone%,scZ-Swing%,scZ-Contact%,scZ-Zone%,piCH%,piCS%,piCU%,piFA%,piFC%,piFS%,piKN%,piSB%,piSI%,piSL%,piXX%,pivCH,pivCS,pivCU,pivFA,pivFC,pivFS,pivKN,pivSB,pivSI,pivSL,pivXX,piCH-X,piCS-X,piCU-X,piFA-X,piFC-X,piFS-X,piKN-X,piSB-X,piSI-X,piSL-X,piXX-X,piCH-Z,piCS-Z,piCU-Z,piFA-Z,piFC-Z,piFS-Z,piKN-Z,piSB-Z,piSI-Z,piSL-Z,piXX-Z,piwCH,piwCS,piwCU,piwFA,piwFC,piwFS,piwKN,piwSB,piwSI,piwSL,piwXX,piwCH/C,piwCS/C,piwCU/C,piwFA/C,piwFC/C,piwFS/C,piwKN/C,piwSB/C,piwSI/C,piwSL/C,piwXX/C,piO-Swing%,piZ-Swing%,piSwing%,piO-Contact%,piZ-Contact%,piContact%,piZone%,piPace,Events,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Q,TG,TPA,PlayerNameRoute,PlayerName,positionDB,position,playerid,TeamName,TeamNameAbb,teamid,playerTeamId,Pos,EV90
B,118258,Mickey Mantle,NYY,1955,23.0,23 - 23,1955,1955,147.0,517.0,638.0,158.0,85.0,25.0,11.0,37.0,121.0,99.0,113.0,6.0,97.0,3.0,3.0,2.0,4.0,8.0,1.0,0.305609284,,,,,,,,,,,0.177115987,0.152037617,1.164948453,0.43081761,0.611218568,1.042036178,0.305609284,0.313471502,,,,,,,,,0.38714734,0.45143505174016196,62.77309047550588,137.08389391869932,62.448247813886695,10.0,19.024027965962887,-0.7716048359870911,3.2960168765857816,,9.228395164012909,64.28976638548701,95.83820639204859,9.768891468143241,9.768891468143241,,1.841518571600318,6.282615633629955,179.30647293320982,1.841518571600318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.77904630055609,169.77215814377504,149.7781493689572,124.5711159264202,154.07826934489776,234.30045339423256,112.59102427900112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.14285714,154.0,638.0,Mickey Mantle,Mickey Mantle,OF,OF,1008082,NYY,NYY,9,,0.0,
R,118495,Willie Mays,NYG,1955,24.0,24 - 24,1955,1955,152.0,580.0,670.0,185.0,103.0,18.0,13.0,51.0,123.0,127.0,79.0,13.0,60.0,4.0,7.0,0.0,12.0,24.0,4.0,0.318965517,,,,,,,,,,,0.117910447,0.089552238,1.316666666,0.4,0.658620689,1.058620689,0.339655172,0.281512605,,,,,,,,,0.28358209,0.45025708214514515,65.29812283267879,143.33611390938663,60.01675418963336,7.0,19.97821118682623,-0.9382715225219727,-1.2284901551902294,,6.061728477478027,63.75396941987478,88.5654189289888,9.032400410083513,9.032400410083513,,3.737215230241418,7.206560498577421,171.7437848341773,3.737215230241418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1935632131961,126.3554271786077,85.58174894873358,118.91720955716455,156.73294560458865,219.3561335580151,103.45994672801862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.35064935,154.0,670.0,Willie Mays,Willie Mays,OF,OF,1008315,NYG,NYG,30,,0.0,
R,110533,Ernie Banks,CHC,1955,24.0,24 - 24,1955,1955,154.0,596.0,646.0,176.0,94.0,29.0,9.0,44.0,98.0,117.0,45.0,6.0,72.0,2.0,3.0,0.0,16.0,9.0,3.0,0.295302013,,,,,,,,,,,0.069659442,0.111455108,0.625,0.345201238,0.595637583,0.940838821,0.30033557,0.273291925,,,,,,,,,0.24922601,0.40586688872426746,40.30637851823452,115.54897886980656,33.920279820452954,14.0,19.262573771178722,9.506173133850098,-1.184484537690878,,23.506173133850098,34.940739008601334,76.52500137593927,7.7873067035788655,7.7873067035788655,,1.0204591881483793,5.4611532558978375,142.05459846634022,1.0204591881483793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.27660914674848,74.64858945817961,106.51350859494974,102.6259198965966,141.74476213028234,193.96274467783633,100.43872814042432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.19480519,154.0,646.0,Ernie Banks,Ernie Banks,1B/SS,1B/SS,1000512,CHC,CHC,17,,0.0,
L,122488,Duke Snider,BRO,1955,28.0,28 - 28,1955,1955,148.0,538.0,653.0,166.0,84.0,34.0,6.0,42.0,126.0,136.0,104.0,19.0,87.0,1.0,6.0,4.0,9.0,9.0,7.0,0.308550185,,,,,,,,,,,0.159264931,0.13323124,1.195402298,0.417565485,0.628252788,1.045818273,0.319702603,0.29879518,,,,,,,,,0.3568147,0.44475041996865045,60.80075655014481,136.8586791965481,52.56931917251315,6.0,19.47130135074258,-0.90123450756073,-1.197319509461522,,5.09876549243927,52.06573726491298,75.43848459863331,7.6935607901303396,7.6935607901303396,,-0.5035819076001644,5.066024259617491,164.4771382743475,-0.5035819076001644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.26882590333692,170.6718013805552,127.32414944011192,124.13930570896015,149.5062510062376,206.4703636619821,109.81154256090497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.24025974,154.0,653.0,Duke Snider,Duke Snider,OF,OF,1012230,BRO,BRO,22,,0.0,
L,118416,Eddie Mathews,MIL,1955,23.0,23 - 23,1955,1955,141.0,499.0,616.0,144.0,75.0,23.0,5.0,41.0,108.0,101.0,109.0,20.0,98.0,1.0,6.0,1.0,5.0,3.0,4.0,0.288577154,,,,,,,,,,,0.176948051,0.159090909,1.112244897,0.41300813,0.601202404,1.014210534,0.31262525,0.281420765,,,,,,,,,0.4025974,0.43175936857191455,51.03411175093497,122.78247369608727,51.29397709450568,4.0,18.36802700161934,1.691357970237732,-1.1294775158166885,,5.691357970237732,50.80445276914979,73.73436022519017,7.523786273238597,7.523786273238597,,-0.4895243253558874,3.9396907499379985,166.69177001324192,-0.4895243253558874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.74252717789312,189.62142152278548,152.0372749820481,122.78443586005665,143.06903086592826,201.89966691456084,103.42619420206157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.0,154.0,616.0,Eddie Mathews,Eddie Mathews,3B,3B,1008236,MIL,MIL,16,,0.0,
R,116822,Al Kaline,DET,1955,20.0,20 - 20,1955,1955,152.0,588.0,681.0,200.0,141.0,24.0,8.0,27.0,121.0,102.0,82.0,12.0,57.0,5.0,6.0,0.0,13.0,6.0,8.0,0.340136054,,,,,,,,,,,0.12041116,0.08370044,1.438596491,0.42143906,0.545918367,0.967357427,0.205782313,0.339215686,,,,,,,,,0.24375918,0.4234856585394285,51.968303431097944,131.28751525682637,47.192906704072435,10.0,20.306211668998003,-7.5061726570129395,3.5181622146628797,,2.4938273429870605,45.83282027793356,72.15102150458151,7.349102399912168,7.349102399912168,,-1.3600864261388779,4.7166355303548055,156.14856640001506,-1.3600864261388779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.74641980625971,115.41850537634075,82.45654760931592,121.8593037531162,137.6171497312116,157.76644153393545,121.83768315323293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.42207792,154.0,681.0,Al Kaline,Al Kaline,OF,OF,1006678,DET,DET,6,,0.0,
L,124341,Ted Williams,BOS,1955,36.0,36 - 36,1955,1955,98.0,320.0,417.0,114.0,62.0,21.0,3.0,28.0,77.0,83.0,91.0,17.0,24.0,2.0,4.0,0.0,8.0,2.0,0.0,0.35625,,,,,,,,,,,0.218225419,0.057553956,3.791666666,0.496402877,0.703125,1.199527877,0.346875,0.31617647,,,,,,,,,0.34292566,0.5047392830252647,58.58774672784236,107.15766057707694,51.968345317620305,7.0,12.43420009687543,-4.592592716217041,2.1542931622825563,,2.407407283782959,52.82960157804516,69.8255021209861,7.118004670488575,7.118004670488575,,0.8612562604248524,3.988792653428479,200.97454176369402,0.8612562604248524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.7984066104913,209.17705382213506,56.69863280310682,143.5351269345176,177.24638747089122,265.9375026418517,113.56258027633679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.70779221,154.0,417.0,Ted Williams,Ted Williams,OF,OF,1014040,BOS,BOS,3,,0.0,
L,110349,Richie Ashburn,PHI,1955,28.0,28 - 28,1955,1955,140.0,533.0,644.0,180.0,136.0,32.0,9.0,3.0,91.0,42.0,105.0,5.0,36.0,3.0,1.0,2.0,3.0,12.0,10.0,0.337711069,,,,,,,,,,,0.163043478,0.055900621,2.916666666,0.44859813,0.448405253,0.897003383,0.110694184,0.357575757,,,,,,,,,0.22360248,0.4086902090107066,41.617895629759296,116.62754675423669,37.76464530503319,6.0,19.202937319874763,-0.8641974329948425,-1.1808174028992653,,5.1358025670051575,36.86092175034748,60.018844234328135,6.118351352332511,6.118351352332511,,-0.9037235546857119,4.982908198414386,146.96627591666885,-0.9037235546857119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.25731954168428,174.72097541429835,53.422148003719386,133.36509458040538,106.70766543026227,71.48852781078658,131.41425326390242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.18181818,154.0,644.0,Richie Ashburn,Richie Ashburn,OF,OF,1000335,PHI,PHI,26,,0.0,
R,110001,Hank Aaron,MIL,1955,21.0,21 - 21,1955,1955,153.0,602.0,665.0,189.0,116.0,37.0,9.0,27.0,105.0,106.0,49.0,5.0,61.0,3.0,4.0,7.0,20.0,3.0,1.0,0.313953488,,,,,,,,,,,0.07368421,0.091729323,0.803278688,0.366261398,0.539867109,0.906128507,0.225913621,0.312741312,,,,,,,,,0.20601504,0.39634419756315387,36.48942012038472,113.94503812935594,36.769956570830374,7.0,19.829120058566332,-5.457454204559326,-1.2193223182111979,,1.5425457954406738,37.50451715547982,57.656860691275625,5.874904418317334,5.874904418317334,,0.7345605846494436,4.931079066068348,144.28514327583014,0.7345605846494436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.30491509190759,78.96161932850815,87.66230825212088,108.88695854666513,128.4729794277743,145.89955491874804,114.93694742077587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.31818182,154.0,665.0,Hank Aaron,Hank Aaron,OF,OF,1000001,MIL,MIL,16,,0.0,
R,117867,Johnny Logan,MIL,1955,28.0,28 - 28,1955,1955,154.0,595.0,680.0,177.0,122.0,37.0,5.0,13.0,95.0,83.0,58.0,1.0,58.0,4.0,7.0,16.0,12.0,3.0,3.0,0.297478991,,,,,,,,,,,0.085294117,0.085294117,1.0,0.359939759,0.442016806,0.801956565,0.144537815,0.308851224,,,,,,,,,0.18970588,0.3596131751260427,17.581790171525324,96.7845273837064,17.868654511830652,11.0,20.276393443346024,9.506173133850098,-1.2468258291482925,,20.506173133850098,17.849550640172207,57.38529138822004,5.838537802662881,5.838537802662881,,-0.019103871658444405,3.8822599344154773,121.04599784778023,-0.019103871658444405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.09694466551474,91.40305090487144,81.51242080513842,107.00757937239578,105.18739718957116,93.34542461000322,113.50728391690788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.41558442,154.0,680.0,Johnny Logan,Johnny Logan,SS,SS,1007705,MIL,MIL,16,,0.0,
