Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
BOS,119178.6662438337,1917.0,24.77491190979563,1917.0,1917.0,90.0,62.0,2.19639660934128,208.0,157.0,22.232910500352357,2.9327695560253697,7.0,1419.0,5689.0,1197.0,453.0,347.0,12.0,413.0,51.0,4.9353065539112055,0.15940803382663846,509.0,3.2234512082273024,2.6147072353559087,1.2973643198449611,7.578520264228293,0.07587969349958039,0.2287608794011223,1.1325808332871334,0.2516063364988355,0.734380983534179,2.634019992357645,0.16395688482663848,23.359810857834994,13.782829254865646,5.150927254557611,0.9594747067734645,1.4259589496123788,2.385433654711268,32.532910500352365,86.7317779698299,99.23538975420544,0.08958136090768148,0.07227498140169135,0.01730637977448908,2.7037865951042983,-0.43762338301636494,97.01280517900159,85.16245591244069,119.87946158826695,94.195733715958,71.18872079753714,94.30490204488964,91.70067330550152,94.24696834621247,106.42742055056945,98.35367971782077,85.8772456514684,0.0,0.0,0.0,0.0,1.5938944721634951,157.0,250.2414388100138,3.0,1008984.7630021144
BRO,116528.06807941427,1917.0,28.87756969867643,1917.0,1917.0,70.0,81.0,2.779839833762617,237.0,156.0,15.901647423261053,1.222542945649113,9.0,1420.3999999999999,5843.0,1288.0,566.0,439.0,32.0,405.0,43.0,3.8657420444945085,0.2584483244156576,582.0,3.6850840070809348,2.5645461742245255,1.491591737783019,8.1557703397463,0.20263315105382734,0.23847499781135825,1.1911462793300918,0.26238997907037503,0.6937970388094903,2.6809347729179365,0.17422913079062238,18.105146602698362,12.337472808547318,2.5425471111810007,0.03582937776112903,0.2771484857777585,0.3129778871251367,33.24746550267531,102.63304276734037,103.4308220931543,0.09972105399112927,0.06905299978456773,0.03066805272740073,2.543446514741243,0.09890506084468066,102.69288492557894,105.08428516544484,101.51298005023844,99.07059369372949,125.6555895907361,99.00921530203246,100.4457021211353,98.92439918713417,100.50232727197736,102.36327690110876,104.22553188776922,0.0,0.0,0.0,0.0,1.3856864678963674,156.0,216.16706087783305,22.0,1006389.3974232611
BSN,118088.442788867,1917.0000000000002,27.199044138318804,1917.0000000000002,1917.0000000000002,72.0,81.0,2.7671022464822976,238.0,157.0,16.90588979477087,2.9643660387967388,3.0,1422.8,5824.0,1309.0,558.0,438.0,19.0,371.0,32.0,3.8091790834973294,0.17648299128479056,593.0,3.7458704850296627,2.343814388747619,1.836138523427748,8.269014393276503,0.12002813387062607,0.2415975979821364,1.1792031980026803,0.2685221245864919,0.6854223474578296,2.4510727582665774,0.16862209644995782,18.93212785348736,14.035431805998087,1.8621435576559187,-0.38025022498343747,-0.08704538922625997,-0.46729558572829794,33.52537250491988,106.51400214180562,98.98799435508852,0.10222477637545684,0.06313190136140005,0.039092878353247124,2.4423486402398447,0.31602948821572013,104.38683241036496,96.03962762593028,124.87375980259006,100.4462032496835,74.43108815389685,100.3056455167223,99.4385788061917,101.23629697019406,99.32006546462445,104.93334067685247,95.28848913773011,0.0,0.0,0.0,0.0,1.3404979020241776,157.0,210.45818531509866,16.0,1007915.7175288165
CHC,117255.37190082646,1917.0000000000002,27.095164061860732,1917.0000000000002,1917.0000000000002,67.0,71.0,2.6159944413443625,242.0,135.0,14.526716307994436,2.7461746174617465,8.0,1222.1,4989.0,1138.0,500.0,356.0,28.0,325.0,25.0,5.381147205629654,0.26847230177563214,587.0,4.314417823226003,2.3879450099791675,1.968624535983144,8.363480967335866,0.20592510024900057,0.2450963860817236,1.1946028863683367,0.27564439095984605,0.6817392331331316,2.457438887617902,0.18812351688405204,23.514487477096704,15.194861090742052,2.222981428121664,-0.17972818245016492,-0.5335194006539066,-0.7132475590721236,37.79158824973407,94.02727565380944,92.65990717627734,0.11768959676213077,0.0647731709115457,0.052916429754520905,2.2764660238353334,0.1585555537264605,120.2306411984284,97.84791434450595,133.88398770581156,101.59371711856531,127.69697233028772,101.75826011962609,100.73718716116637,103.92148305973532,98.78636936173662,120.80791970219998,97.76574874338725,0.0,0.0,0.0,0.0,1.3521634497995254,157.0,212.289174009897,17.0,1007102.5790033551
CHW,116746.92612637945,1917.0000000000005,28.722850917269984,1917.0000000000005,1917.0000000000005,100.0,54.0,2.160187912176152,268.0,156.0,13.713572784142832,3.4823223448372813,21.0,1422.6999999999998,5701.0,1236.0,462.0,342.0,10.0,413.0,35.0,1.7345188725662473,0.7825964714978564,517.0,3.2675625669386625,2.610072394245776,1.3728848743108175,7.810137468563666,0.06303687087213272,0.23481257328694588,1.1578010958677156,0.25877324107742167,0.7324453169466508,2.5701662610450566,0.16452207283264214,25.418687227932484,17.208408877253532,4.856925700154435,0.9488645419954979,0.8390351846859194,1.787899744352391,40.50474449989458,81.45558171867361,92.35296001520607,0.09109151358332748,0.07167227540662122,0.019419238844450695,2.6784323050825107,-0.4099783488689046,98.34037813494518,85.0114965827056,126.85773555759604,97.07457440555683,59.139856706082675,96.79966601241024,93.74266005965546,96.93155506353251,106.14690156563806,100.01171168692498,85.16110728698116,0.0,0.0,0.0,0.0,1.464342390525058,156.0,228.4377621734956,4.0,1006608.275180994
CIN,120623.81872334168,1917.0000000000007,24.921532578320342,1917.0000000000007,1917.0000000000007,77.0,74.0,2.676440045658065,235.0,153.0,18.318649801441392,2.250845712604795,6.0,1359.7999999999997,5714.0,1315.0,594.0,405.0,20.0,388.0,31.0,2.5409619061626714,0.3141638476246507,476.0,3.1460695286416556,2.563932475363194,1.3253057954155025,8.691335084601906,0.13223996705478605,0.24766052169489863,1.2505852844405667,0.26904210145563123,0.6717848399808798,2.676276465766802,0.15452845395793505,19.474756803084126,11.240316573996097,2.150807077852194,-0.27307951967944905,0.05024251702253519,-0.22283698070056304,36.815119870569205,99.583168297341,104.06105170009877,0.08378717961685545,0.06721830638035006,0.016568873111486984,2.712636690722696,0.00016357989126306589,87.6720735407572,105.059138374641,90.19892068918907,105.57625962398495,82.00381300547714,102.82282897304219,105.45801060524627,101.4323349421969,97.34394316829827,86.00721583438181,101.45632714805524,0.0,0.0,0.0,0.0,1.548421000882483,157.00000000000006,243.1018541296505,18.000000000000004,1010401.6695837625
CLE,114416.8507198071,1917.0000000000002,26.650450322672153,1917.0000000000002,1917.0000000000002,88.0,66.0,2.5197272840399907,285.0,156.0,13.639670945323028,3.9285157081058086,22.0,1410.1,5640.0,1270.0,542.0,396.0,17.0,438.0,32.0,2.684490461669385,0.12779235515211687,451.0,2.873907208860836,2.7894655457579485,1.0747701031366572,8.087572675297558,0.10830282724248833,0.2446453342550068,1.2085598023395006,0.2650839190247157,0.7063924333167861,2.7769130897324836,0.1603455269690093,24.540375643776674,16.727334516122937,4.443993107572333,0.718269087996402,0.7784086818353153,1.4966778968661048,38.197361889227714,90.02074709742405,94.8868251039954,0.08025588816396001,0.07712639179207148,0.0031294952095596066,2.8739092035011233,-0.2571858056924926,86.49294875136964,90.85443041103902,99.38172004130237,100.52290098459756,101.60741793444429,100.8531456211237,97.85239547347994,99.29541550130222,102.34108819284403,88.11500178085471,91.64169859447696,0.0,0.0,0.0,0.0,1.3735220126232184,156.0,214.2695724627167,5.0,1004322.0140415574
DET,114315.02006593093,1917.0000000000005,26.018847642253117,1917.0000000000005,1917.0000000000005,78.0,75.0,2.558927524070365,266.0,154.0,12.014906120108929,3.2110505948115238,15.0,1395.3999999999999,5622.0,1209.0,577.0,397.0,12.0,504.0,55.0,2.2622903826859684,0.19363623333811095,516.0,3.3261812800383113,3.2492269743470854,1.0776301815758924,7.792198160309772,0.07734756186967023,0.23869884331436284,1.226825014961873,0.26402727980750984,0.6778361750451485,2.835331217391854,0.18368787290311026,15.689147081192473,12.723154976963997,2.1040381383926627,0.0590329495075355,0.19384683352775348,0.25287979560754303,34.99620180593379,95.42557410992606,101.2214501632946,0.09196088193206248,0.08959372886197506,0.002367153908556686,2.883057336017612,-0.27640369332148906,100.10456360772838,105.82911356600934,99.57551960688166,96.85160128621207,72.56584380300154,98.40175075353818,99.3312588325556,98.89961846278908,98.23287582067582,100.9662148212861,106.45540861065093,0.0,0.0,0.0,0.0,1.283943851225455,154.00000000000003,197.72753222412067,6.0,1004225.4385122545
NYG,118566.62832121122,1916.9999999999998,27.951758943149766,1916.9999999999998,1916.9999999999998,94.0,51.0,2.249181004924666,240.0,147.0,14.87516698827371,2.903666320320617,14.0,1347.4,5400.0,1151.0,424.0,337.0,28.0,310.0,26.0,3.0426005640492804,0.15971500667953092,528.0,3.5245691038226976,2.069178714523674,1.72931690295829,7.682412234886505,0.18686721133739204,0.22698110558712598,1.08351010549002,0.24879205453529682,0.7357139658156449,2.49577360712334,0.1602134847988719,15.885539207626861,11.65665637794882,3.8313826895598857,0.7708414135434709,1.1260677776496406,1.8969091859435876,33.673296719608125,86.9306337729541,101.11923452787094,0.09793635354163574,0.05710976781950423,0.04082658417099599,2.4215441643673854,-0.24659260219867413,98.21978785168187,84.78621608792982,117.60893908607694,93.32057051692956,115.87891464777762,94.23722133901096,91.36907463833857,93.7978066259761,106.60749442226209,100.53128635229062,86.19894718593221,0.0,0.0,0.0,0.0,1.2942813314531691,158.0,204.49622545982655,29.999999999999996,1008382.1977141161
NYY,117625.71149890048,1916.9999999999998,26.940200042562246,1916.9999999999998,1916.9999999999998,71.0,82.0,2.6589194191279346,248.0,155.0,11.407817266084983,1.155210328438675,6.0,1409.7,5568.0,1280.0,558.0,417.0,28.0,427.0,36.0,2.049726892246577,0.20500815776406328,571.0,3.6412518296809258,2.7232149825956626,1.3210406467361848,8.161382063963803,0.17854377911970531,0.25056093264633744,1.209399671839941,0.2776052388878,0.6958772162722564,2.6944294729425553,0.18389651262538123,16.417704325052057,15.715838204720058,1.9660235186362933,0.3427971197584085,-0.32020782406420134,0.02258929650208682,28.002199049443142,99.19051976412722,96.0020126675509,0.10227376923317016,0.07660550856210539,0.02566825706746116,2.603444079185164,-0.03551005381462076,109.58690904298916,88.69661305076599,122.0672091824697,101.44030032881524,167.50599080846484,103.29180527434676,97.92039644649269,103.98566477407584,100.84740638954926,112.28899676169414,91.02278599936571,0.0,0.0,0.0,0.0,1.108162791374051,155.0,171.7652020681375,8.999999999999998,1007463.6249556643
