Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,QS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,Starting,Start-IP,Relieving,Relief-IP,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,Games,WPA/LI,Clutch,SD,MD,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
KCR,115643.56894937708,1981.9999999999993,30.710232591632455,1981.9999999999993,1981.9999999999993,87.0,71.0,4.051298610613721,370.0,162.0,9.165406495283356,2.3982141571253686,0.7964283142507379,45.0,1388.7000000000003,5929.0,1401.0,690.0,627.0,156.0,450.0,26.0,24.0,3.623100741700871,0.5892561388348815,635.0,4.104359358583298,2.9078401557436875,1.649297226625621,9.052509322994668,1.00801561959625,0.25619846652516176,1.328927719859817,0.2660856230568058,0.7191327140368688,4.281508992174187,0.20880136547562458,10.537922227931928,139.49318138945233,3.3235705642401268,52.039251738416645,10.310402721467057,8.475933912675828,1.567495619172924,-0.049342725976691044,0.5764604591060133,0.5271177556199541,4.981760436668992,-10.20092241148321,10.936883183981777,24.74229946732521,2.3869607783854008,0.9705232063828119,0.9154544048348119,0.8860878998167999,0.9584298989586212,218.0,33.12004032548426,0.43374879675176053,2.5090114765309224,5.263987902354719,2.449845178944336,99.68177896240476,106.62304972853543,0.10729345274429317,0.07527204459566499,0.032021408934975154,4.068549948386102,-0.23021038156046542,84.91364706216524,89.53387034375154,110.81900111943665,99.45204313446987,109.49605129456624,98.7770579537765,96.8438271347822,95.41860156595779,100.70161074131909,85.4751875258365,89.24527572297484,0.0,0.0,0.0,0.0,0.8736091690069848,161.99999999999994,141.52494728092222,6.999999999999997,1005525.6894217611
LAD,120835.66695945946,1982.0,26.58628378378378,1982.0,1982.0,88.0,73.0,3.2718832886748332,455.0,161.0,13.57972972972973,6.432972972972973,2.0964864864864867,28.0,1480.0,6168.0,1350.0,608.0,540.0,81.0,468.0,89.0,22.0,3.767162162162162,0.7972972972972973,929.0,5.631905721920494,2.8338719025733026,2.144314694921622,8.182028423003505,0.49113507614744595,0.23736846235581663,1.2239889250640894,0.2715461218759825,0.7147237954195944,3.1635374312363607,0.2391660513391892,30.339683546439097,192.7056450701321,4.572301666507441,44.15665697085964,26.810251792302804,21.89276223629713,2.934612642370189,-0.7916794185249791,0.6452229349082337,-0.14645646166773763,5.56501354649663,-12.639245087772208,13.499064040872693,29.359797954559326,3.3242091238498688,1.0959001043377066,1.0587762711476343,1.1125417286532644,1.627400911061146,294.0,38.04831081081082,1.4418741791219314,-7.389221393833563,5.283581081081081,3.4677702702702704,92.93726243878429,89.962609740882,0.15092208720945946,0.07514191565608108,0.07578017402297298,3.5434447998659775,0.1083458574384726,106.5829541136586,92.62157515749294,124.16206588707115,93.35026763319433,73.69896837554315,94.24299545020392,93.16171620747112,96.73207123548133,99.90175253253008,108.5789162182339,93.3629456405691,0.0,0.0,0.0,0.0,1.106367041891892,162.0,179.23137229635907,22.000000000000004,1010605.672972973
MIL,116636.19709090907,1982.0,30.16387878787879,1982.0,1982.0,78.0,55.0,3.877554734786027,338.0,126.0,11.674666666666667,5.339070707070707,0.8058181818181819,47.0,1237.5,5255.0,1279.0,591.0,535.0,128.0,410.0,25.0,17.0,5.289050505050505,0.998949494949495,612.0,4.43591035567319,2.9725806402276733,1.6344643252759596,9.273571113386318,0.9275986855958561,0.26432023779410224,1.3606835281793321,0.2808474956470643,0.7315810826836365,4.102687659921305,0.2186264376541414,16.924040716921965,179.00119924085044,2.717758935060561,30.627782491963966,16.255039556508112,10.125365691259503,1.840689041170809,0.3460249415777548,-0.17147567204995592,0.17454932106203502,3.843358416110277,-12.826661378236732,13.544235821654096,35.81409901380539,3.696745552122593,1.0262351897715114,0.9994419324110679,1.0307526686003952,1.4356069248913574,179.0,34.259232323232325,0.40089329811539304,-2.602885217791736,4.181252525252526,2.508686868686868,101.03989120748086,104.23394357256595,0.11669739287676768,0.07763928064242423,0.03905811274343434,3.9841095034679475,-0.22513292513527672,91.77298901796264,91.52726263264039,109.82235396493837,101.80075754815991,100.76073354841292,101.90839859839608,99.0991013145155,100.71222556140607,102.44478090556571,92.96682360473685,92.05195677048728,0.0,0.0,0.0,0.0,1.0658971725252526,163.0,173.74151601710463,22.999999999999996,1006493.9435959597
MIN,117183.09527468307,1982.0000000000005,25.06600076834422,1982.0000000000005,1982.0000000000005,55.0,94.0,4.646627827942408,362.0,154.0,8.101267767960048,3.014829043411449,0.5212447176334999,25.0,1301.4999999999998,5663.0,1323.0,721.0,674.0,183.0,578.0,57.0,11.0,3.192393392239724,0.9106415674222054,761.0,5.249069251992504,3.9845825788513465,1.3846050747983099,9.123413153598896,1.2622037964965989,0.25997497727048857,1.4564439702722494,0.2751142741921356,0.7236753580499423,4.726774047507693,0.26851955692047635,9.342396501124234,131.22772399513272,-2.4635300405872296,39.26204624887806,6.03416199389612,2.7268854957073927,1.3377613168643434,0.4318113669730178,0.29756442723767873,0.7293757803458685,-9.973427943885326,-10.975764393875156,10.506381616315794,-58.030599892139435,-6.018228895962238,0.9666562704296828,0.9579763234910464,1.0648632963712235,1.513549596872744,216.0,33.1278524779101,-0.08669034515579441,-8.628271411309594,4.231271609681137,4.169343065693432,108.59543635528269,114.80507695703123,0.1346862998640031,0.10151416373722628,0.03317213834037649,4.054741200295492,-0.08014621956528419,108.59614739543748,122.687314598146,93.03389880430306,100.23100182625926,137.10733143276582,100.23308782707618,106.13640304185999,98.65628594538084,101.33772655637175,107.29766268022973,120.35888608003458,0.0,0.0,0.0,0.0,0.8836347591240877,162.00000000000006,143.1488521685886,8.0,1007028.6896657704
MON,118622.0672116915,1981.9999999999998,27.629214296049767,1981.9999999999998,1981.9999999999998,83.0,74.0,3.293575225710719,368.0,157.0,15.2190710461583,5.709448704963101,1.0580234408913327,43.0,1382.2,5752.0,1290.0,579.0,507.0,109.0,416.0,42.0,20.0,4.959846621328317,0.913109535523079,900.0,5.849067640846491,2.7024993391910326,2.325317635596875,8.381447903575191,0.7083259331291043,0.24204393569590668,1.2315496936406916,0.27339396041006203,0.7327006427485168,3.384103785454447,0.24801534400014474,26.311463635051357,193.4805094033432,4.561364061900099,69.65575183156899,23.95306383893314,18.142036464065313,3.1505316495539613,-0.11592289525692097,0.5285307988114768,0.41260787966480444,7.539668578654528,-13.460764670853694,14.943869219933605,59.28900130838156,6.627961891703308,1.09731701568267,1.0445233347406229,1.0221494686362207,1.5004469569203864,221.0,37.128924902329615,1.4518218246028374,-3.510874290645456,4.487845463753437,3.7269570250325565,92.47878024816634,94.3614081013594,0.1570070784654898,0.07212146712921427,0.08488561189408189,3.4341795198153586,-0.09052855974372799,110.69271020386367,88.32782647326547,134.06637717865146,95.62548117685564,106.29029177624219,96.09931034707152,93.73719051285087,97.39032128698415,102.41449743503968,112.95668330083679,89.61007357354997,0.0,0.0,0.0,0.0,1.152426331934597,162.0,186.69278552262762,24.0,1008437.8172478657
NYM,119283.58950993756,1981.9999999999998,27.58168902920284,1981.9999999999998,1981.9999999999998,64.0,94.0,3.8973456390545755,412.0,161.0,7.15570065293822,1.3083877448518333,0.2319724474420607,37.0,1393.7,6052.0,1450.0,694.0,605.0,115.0,572.0,47.0,15.0,2.8497524574872637,1.035229963406759,736.0,4.739138367008399,3.6833536073276156,1.3649645072677046,9.338219251792921,0.7405731390982486,0.26457937300864914,1.4468414287911706,0.28856457332528873,0.7193274946516467,3.99302681715342,0.23496352140130589,4.014540743724883,98.24796764554512,1.4195106883212323,38.45341684332015,5.126401909322906,6.077018350828439,0.5319692116499892,0.20598748288105118,-0.23917763636810943,-0.03319015094180849,-8.955147501081228,-10.487810952442572,9.68109348028216,-58.82500294595957,-6.5481798611581326,1.050977009725674,1.0020135148445486,1.069698259561354,1.3633647455932116,265.0,35.448016072325466,-0.5043184176935239,-3.2828796193720464,5.054459352801893,4.349931836119681,108.74361002519281,111.63206974423709,0.12206801553060198,0.0938764932008323,0.028191523098945254,4.114508571456474,-0.09568117809884381,89.687468514102,120.38582713034012,79.03542021988876,106.54146151845303,111.12925752790865,105.04661149674801,110.1237338231613,102.79450382166175,100.54524244785802,87.82023216116814,116.64043442571834,0.0,0.0,0.0,0.0,0.7988997983784172,162.0,129.42153382655445,25.0,930090.6870919135
NYY,117530.54377260113,1981.9999999999995,27.97628458498023,1981.9999999999995,1981.9999999999995,65.0,67.0,3.9654402365738024,364.0,124.0,9.344546295517617,2.401984694306618,0.18669582036834578,38.0,1189.1000000000001,5095.0,1182.0,588.0,529.0,97.0,431.0,37.0,18.0,3.9734252796232443,1.316962408544277,846.0,6.395711629730245,3.237055439285912,2.345972413735598,8.909241401024145,0.7308897156912004,0.25266362355724115,1.3495885378122283,0.291237762387334,0.7061435174131695,3.475423270006449,0.2703327393919771,21.51328613764555,138.2762661333648,6.927043422337838,38.440357158746,23.422961734074256,19.46538621559739,1.6465212661284552,-0.4398786666092763,-0.37045997900435773,-0.810338660266359,2.1227015405893326,-10.926656519613026,11.190943756013887,-9.723698079586029,-0.9252799674868584,1.0564183426646114,1.0010703538112993,1.072488039097187,1.409706733751752,214.0,37.77192834917163,-0.024991218314876787,-0.9421462147200885,7.472878647716762,3.9306197964847356,100.0616736272807,86.77591448276151,0.1679364734984442,0.08350951093179716,0.08442696454293162,3.439683292934237,0.49001696656735255,132.3186282172318,99.67057557276107,157.44795313708877,97.87808313650497,79.39315249107909,97.41420284603328,98.34945656243653,104.43818681727657,98.88270728418911,133.78636955121843,99.01191514063696,0.0,0.0,0.0,0.0,0.8946265225801022,161.99999999999997,144.92957860824384,8.999999999999996,879994.9998318054
OAK,117875.71337579619,1982.0000000000002,27.10154892877823,1982.0000000000002,1982.0000000000002,68.0,90.0,4.495497657821411,368.0,160.0,8.120729588882455,5.654603358425015,0.7661407064273307,22.0,1381.6,6108.0,1429.0,771.0,692.0,170.0,608.0,20.0,28.0,5.098870874348582,1.0087579617834395,656.0,4.261937928886183,3.9500480859048923,1.1867641682455126,9.282549197717413,1.104704075001057,0.26061865077676366,1.470288587069145,0.2704706079515842,0.7090576816770412,4.74251511295235,0.23417812919730746,2.09083542427848,135.17362793061199,2.031056976515374,37.42628697982885,3.323313165525084,3.7471931744366884,0.31771670210056036,-0.48934323500457494,0.45315878856182357,-0.03618444588817494,-8.653564021515194,-12.244571028753997,11.267560012494584,-85.9841999411583,-8.803513590246439,1.0198328047826848,0.9912453377450503,1.120703457337097,1.5784790573352494,222.0,33.31391140706428,-0.8378656634833872,-1.015776312099284,4.15858425014476,4.373045744064852,115.66269747291514,116.70816599396217,0.10748994258830341,0.09890065878039955,0.008589285271424434,4.349735438457658,-0.24701745513093915,88.17373467493174,121.62398007896768,78.82147415802302,101.9792910750449,119.99886877753109,100.48125549214845,107.14531094240955,96.99106204593755,99.29078352936392,85.63172025988919,117.26021971218753,0.0,0.0,0.0,0.0,0.9243278973653735,162.00000000000003,149.74123853715986,10.0,1007708.7901708165
PHI,115590.45024047352,1981.9999999999998,31.857121716611168,1981.9999999999998,1981.9999999999998,83.0,65.0,3.5528343714367323,374.0,158.0,16.11165371809101,6.996374398816129,1.920384757676655,29.0,1351.5000000000002,5654.0,1277.0,599.0,534.0,80.0,439.0,62.0,26.0,6.270662227155011,2.988531261561228,950.0,6.320465215168011,2.9211258776827207,2.301555420984091,8.495871224741768,0.5321908237216872,0.24575024298431067,1.268555233602721,0.2877474534875587,0.7029094077180909,3.112142205821177,0.26011055104920455,33.90712555363981,192.41710065757363,2.055799472738965,35.15777990426442,31.089989891151447,22.09337846422568,2.790704951241,-0.5770872075543084,-0.2699463912129093,-0.847033627386385,2.911450518295169,-13.448438302981636,14.305028579612454,-0.19920319318771362,0.1754080206155777,1.0688170382209992,1.0223113448249388,0.9896070464120154,1.2805317789573831,240.0,36.185497595264515,0.7816639629638155,-0.9505510150512675,3.5779504254531997,2.134073251942286,96.48221662126474,86.83973326803033,0.1687018897824639,0.07719371256825747,0.09150817911431741,3.3547086936416233,0.44069216561555524,119.61383717472984,95.47336270866931,133.2667618030652,96.93095790000515,79.85973022917202,97.57083481772557,96.55380064832762,102.5034236404934,98.25037619882217,121.37036251335934,95.91227616824301,0.0,0.0,0.0,0.0,1.1583060480947094,161.99999999999994,187.64569814133722,25.999999999999996,1005470.790825009
PIT,119656.76004326329,1982.0000000000005,28.122527812113727,1982.0000000000005,1982.0000000000005,76.0,67.0,3.779916652123742,411.0,134.0,9.3104913473424,2.7608158220024723,0.31234548825710756,38.0,1294.3999999999999,5526.0,1258.0,608.0,545.0,99.0,479.0,69.0,24.0,6.77093634116193,1.0214771322620522,821.0,5.6945613185457535,3.3215902935743564,1.9219544620194682,8.725383227900402,0.6866919227556185,0.24976662024354765,1.3385526134971955,0.2819380542177885,0.7130448290536157,3.605621043470752,0.2527672421654821,18.590070253645145,164.10525924254728,2.643452882811527,48.97976014956401,15.310386406200186,11.575066469609737,1.6357874397041794,-0.12034805971891381,0.023208931892094647,-0.09713909050092288,4.352617505472153,-11.90830673562013,12.573276954756565,32.89719903469086,3.43111190199852,1.0761236361048399,1.0394786455264957,1.0820875965285184,1.5640809476437862,254.0,40.65512978986403,0.8000877409199499,-3.298881754821119,9.512438195302844,4.74652348578492,103.2773507921336,100.00933133999727,0.1490386932092089,0.08592721989802227,0.06311147551606924,3.6954691585266093,0.17429560865298951,107.7687016935731,108.56204359107883,111.01024387887827,99.54950257037726,103.04392570754575,99.16546714592921,101.88152535846267,100.43395853410007,99.66707235051446,107.22393321201793,106.76355722929507,0.0,0.0,0.0,0.0,0.9662397195611869,162.00000000000003,156.53091581046067,27.0,1009450.8533683562
SDP,117517.88017299233,1982.0000000000002,26.85474610394452,1982.0000000000002,1982.0000000000002,72.0,75.0,3.4489053411039845,403.0,144.0,9.838043397211244,2.468868839012751,0.6737006934605921,40.0,1341.1,5626.0,1206.0,586.0,515.0,122.0,453.0,39.0,26.0,3.1823875922749982,1.3317425993587353,703.0,4.709388447142534,3.0336250446181237,1.7182245519998511,8.077130613967777,0.8172772375576902,0.23378694048178544,1.2345284065095445,0.2501635764839291,0.7315005327924838,3.9198289598582985,0.2274438511348893,7.460184157235024,151.51991091910816,2.1752574895782506,46.55671475193492,7.345343105498865,6.5112703163176775,1.5820895931730357,-0.5938817278228755,1.3577748434763257,0.7638931029357682,-4.075960053130984,-11.804508321588338,11.470010436466426,-9.92080008983612,-0.8128800392150879,1.1038669109620307,1.094304871860957,1.1725492313677222,1.689917557297301,251.0,38.07866676608754,-0.23848768919828559,-3.2894346433601207,5.941689657743644,5.2150473491909635,99.84216633477864,111.02712812487748,0.12582526282007309,0.07998861689806874,0.045836643152635886,3.9027671230720022,-0.4709236187543132,89.12445583233657,99.15025792612816,99.63879835028818,92.15346923047912,122.63935566828216,92.82101484532825,93.96390988691473,89.1150303815351,102.24675006799892,90.52333391647196,99.38491498390194,0.0,0.0,0.0,0.0,0.9325866080083516,162.00000000000003,151.07910629567147,29.000000000000004,1007360.9584669303
SEA,116020.25091724421,1982.0000000000002,27.749898083978803,1982.0000000000002,1982.0000000000002,76.0,86.0,3.899206490242499,465.0,162.0,10.719119445576847,2.854395977714363,0.9244462562848212,39.0,1471.8,6251.0,1431.0,712.0,640.0,173.0,547.0,23.0,25.0,5.213887756488653,0.5610816687049871,1002.0,6.112261234948665,3.3349211332343573,2.000961797465009,8.723077877332733,1.053232199575511,0.2505612918474736,1.3397776678407876,0.27789131201538425,0.7369055901596685,4.041862914138675,0.2763801097825792,21.355216780703607,141.65536142812874,6.247242357567214,39.109324793339525,22.586005176713538,21.15314880758524,2.149159622748696,-0.13102666019076178,-0.09217001982598956,-0.22319667376167815,5.7578065656125546,-11.094003516313693,11.373366167015329,27.978099465370178,3.065572500228882,1.0391300845620373,1.0370138721063975,1.0628475571449914,1.5459343076903898,302.0,35.494156814784624,0.13149601124143018,-0.9467536610214151,5.138469900801739,2.9249898083978803,92.43031491399323,93.27074939601853,0.16171377068351678,0.08726163142546542,0.07445213874643294,3.559381186925636,-0.14265642389617475,126.45442270321418,102.68390982903843,134.29071974578488,95.83286648688555,114.40771820182816,96.60365099554684,97.63450255752173,99.6521348099157,103.19038236430882,128.82906027157645,103.46056539984562,0.0,0.0,0.0,0.0,0.9175360449789374,162.0,148.64072705304955,11.000000000000002,1005891.0550346517
SFG,115468.7938007277,1982.0000000000002,27.335852225020997,1982.0000000000002,1982.0000000000002,86.0,71.0,3.581332569243259,472.0,159.0,8.985236495941788,2.102155051777218,0.3444584382871537,45.0,1429.1999999999998,6077.0,1460.0,657.0,570.0,106.0,454.0,85.0,25.0,2.9609571788413103,1.6109012034704733,792.0,4.976954467041778,2.8534965389958717,2.0065529390421215,9.173921981416862,0.6659483998244105,0.26010390702116315,1.3363798356014147,0.28780984535271864,0.7187110643136021,3.576100175800028,0.22129490557654638,11.205955380751382,116.38046930692342,2.019208998253307,44.708794644564854,11.36534586772969,11.292739480733871,1.2638091111855192,0.27065102475271224,-0.27944782557027986,-0.008796819548281314,-1.453111529466696,-11.096287606071458,11.051156969284806,-27.161002218723297,-3.0931045413017273,1.0729083726643587,1.0258953759522167,1.0891704131869822,1.530464060656703,311.0,43.097677022110275,-0.14149404653997663,-2.911637677986306,8.876504338091241,5.2364959417856145,100.80809520580442,102.23897108087583,0.13014576523789534,0.07377494193744753,0.056370821801707244,3.7763569876792618,0.005232393443231353,94.18810182170348,93.26298196762471,115.97458512559447,104.66696373280756,99.93118480437822,103.2697060202996,101.7161482757428,102.52564930994309,100.45907991382396,93.63166302831495,91.66449659287741,0.0,0.0,0.0,0.0,0.8773637209627765,162.00000000000003,142.1330051550779,30.000000000000004,1005361.5864819482
STL,116525.05398193761,1982.0000000000002,28.498426382047075,1982.0000000000002,1982.0000000000002,92.0,70.0,3.371814954404822,480.0,162.0,12.637110016420364,3.6849343185550083,1.3520114942528736,47.0,1461.6,6142.0,1420.0,609.0,549.0,94.0,502.0,90.0,22.0,4.284756431308156,1.2407635467980296,689.0,4.229974724212704,3.081228008045254,1.5398871666447724,8.72165815685446,0.5774112908627959,0.2523258480990936,1.3114317960999682,0.2738741820801166,0.7383340123009031,3.6827662948035242,0.2084244167302956,17.04143786398636,161.31145435079665,0.47143879810783484,25.297304019617396,14.76591254006684,10.758756980998442,2.8382236490823374,0.8540856442819479,0.3074316843623091,1.1615173184900625,4.812658060342073,-11.76265966843051,12.540153580097114,57.53769878298044,6.14284273982048,1.104649116716387,1.0578671067707601,1.089522773240365,1.6077468766051142,318.0,38.82266009852217,0.8421472978862804,-1.760218340608261,5.8277914614121515,3.757252326217844,92.65996671220748,104.81284446035822,0.11223456133073345,0.08090604406267106,0.03132851729474549,4.076864659407148,-0.3109513403987044,80.05162447551761,100.70610152328646,89.16395164321311,99.50700254946389,86.64544344660736,100.18156379479532,99.81727310753416,97.56138923108003,103.16549841551925,80.74568253949137,100.52480740612782,0.0,0.0,0.0,0.0,0.9939479570333882,162.0,161.01956150903035,28.0,1006390.6346469625
TEX,117352.56944763655,1982.0000000000002,28.720907071171382,1982.0000000000002,1982.0000000000002,57.0,87.0,4.231500628175071,355.0,141.0,7.263847391404275,4.076993794529993,0.4749865931203555,24.0,1305.3,5634.0,1408.0,676.0,615.0,120.0,422.0,63.0,38.0,2.937102581781966,0.45529763272810847,653.0,4.490473970714854,2.9024750986010153,1.6121574618639392,9.686758025496857,0.8257773106362127,0.2716055939705539,1.398803680455319,0.2920990588061617,0.7007911731050335,3.9660175734840037,0.21224959822569525,13.835040422534359,122.15881071476392,3.5628712913547744,45.62992605307763,14.853886774488037,12.537865445017815,0.970474123977605,-0.20177483038375596,-0.35756303228384817,-0.5593378714235918,-7.794788291677833,-10.508649825396816,9.809940124006918,-75.74439972639084,-8.070511043071747,0.9511153603082861,0.9296404732199958,1.051936235789541,1.4148861334811458,195.0,31.009040067417452,-0.8619625677365979,0.5897451093956236,3.204474067264231,3.170612119819199,106.21497380684369,99.526854758848,0.11624683032942619,0.07473858557649583,0.04150824263004673,3.9547079447453655,0.2654830546910679,92.9018364568192,89.36867751853725,107.70441550551645,106.4199817544284,89.70035087306309,104.71726025559339,101.93594414585746,104.74704867487779,98.13320767564014,92.607881882392,88.61278809408596,0.0,0.0,0.0,0.0,0.8664711139201717,162.0,140.36821655016846,13.000000000000002,1007198.1614954417
TOR,117109.22434251613,1982.0000000000002,25.621469710637708,1982.0000000000002,1982.0000000000002,78.0,84.0,3.944863162406195,382.0,162.0,14.033030324058009,7.653944903198946,1.6481160224828257,25.0,1441.1,6141.0,1428.0,701.0,633.0,147.0,493.0,29.0,25.0,4.060370550274097,0.39449031989452504,776.0,4.838036469162406,3.071894489217395,1.6524885139948648,8.900702678398304,0.9157723510342285,0.2529833143006171,1.3302885741795223,0.27137007064936836,0.7175952325279301,4.040118068900206,0.2301529101873569,27.800470623600614,194.76723135997307,7.469938909633705,54.598015140421474,26.701097038984056,17.519929829984903,3.419040871844969,0.0730244340798365,0.5760650275428015,0.6490894328061177,3.4795903749763966,-13.750879223093916,14.902982121430549,21.47319805622101,2.213775649666786,1.039395762863824,1.0078452847634938,0.9998357966821427,1.4298248989954323,221.0,36.77857192422454,1.082793781243409,-3.668592380749211,3.904239816806606,2.8725973214905283,92.26984466024504,96.40992540301993,0.1267046580965929,0.07974126136284783,0.04696339709458053,3.8892460998211145,-0.09525490649401143,100.09243473216286,94.58518631569461,111.03342897972128,97.78427562075446,99.4760937961982,97.53745928669052,96.94299757010657,97.3136103737928,100.4863140116237,100.93909665437653,94.54414033018483,0.0,0.0,0.0,0.0,1.1628107147318023,162.00000000000003,188.37513283847414,14.000000000000002,1006964.9476094651
