Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
BOS,118922.21639249219,1915.9999999999998,24.322487136749036,1915.9999999999998,1915.9999999999998,91.0,62.0,2.435260757313878,249.0,155.0,14.23588665845351,4.539966664251033,15.0,1379.9,5499.0,1195.0,460.0,374.0,10.0,441.0,37.0,4.002101601565331,0.46771505181534895,565.0,3.679195689183128,2.87171811127118,1.3594789096086672,7.782047340100254,0.06520862893077192,0.2379547497901484,1.1837517168190481,0.26637541023855243,0.7327018918298427,2.629417994937176,0.18486085610261613,22.53187715383498,14.290815331041813,4.622832330954672,0.8005230272150582,1.1295969408207682,1.9301199205729982,39.78599898543372,89.693815922999,97.21297725294433,0.10301902648670193,0.07998995185738098,0.023029076261323285,2.763311687995205,-0.19415723762329762,98.23196573878063,88.46001362922354,117.83308369424783,95.98113035767216,56.80094320280343,95.85341365072416,93.83073798766449,95.978572511978,105.64627984917861,99.44691450977592,89.08703670846562,0.0,0.0,0.0,0.0,1.5383711095006884,155.99999999999997,239.98597367551585,2.9999999999999996,1008735.9107906369
BRO,116976.17968311835,1915.9999999999998,28.662226584408295,1915.9999999999998,1915.9999999999998,94.0,60.0,2.1185248071662177,248.0,156.0,16.173653954010092,3.720695457094784,9.0,1426.4,5725.0,1201.0,467.0,336.0,24.0,372.0,38.0,5.571578799775659,0.3210880538418396,634.0,3.9974776079648486,2.3455629332571806,1.7956768513109926,7.572748974927777,0.1513004529652675,0.2256461074481043,1.1020346564649954,0.25228646454540365,0.7267380568928771,2.507206864925402,0.17942196613642736,22.72627810008648,17.396853202022612,4.208586188305098,0.36571383458171486,1.0196708017054983,1.3853846595160852,34.72532249018508,79.65728361352315,93.89385055318786,0.11066134655215927,0.06458777401570387,0.04607357279655074,2.48677771624707,-0.3886820577591846,103.26410409654818,96.97424311931972,112.14332250855837,93.11366308937843,78.93742910733714,94.36817852181362,93.99862889850266,95.14883463347215,103.91665867765094,104.870366835814,97.96097345499531,0.0,0.0,0.0,0.0,1.4160439575154233,156.0,220.90288249321756,22.0,1006828.5114273696
BSN,118834.00737484044,1916.0,27.661253722876182,1916.0,1916.0,89.0,61.0,2.1755440947186364,238.0,158.0,14.869309317827256,3.260246773507304,11.0,1410.2,5588.0,1195.0,444.0,341.0,24.0,323.0,30.0,2.9802155722592545,0.29861012622323074,642.0,4.095952429419649,2.0605050288630036,2.1837461532222378,7.624035264469004,0.15312031524031766,0.22804248130268637,1.0760600325924452,0.25605486822764884,0.7284208014565309,2.37687199676077,0.17695743626081406,20.002330705267777,16.24590164422989,3.405790977132454,0.26679383874163526,0.6568705859889782,0.9236643934172529,32.10643880300667,86.63696877337769,94.25411248796782,0.11505217572755638,0.0575829213352716,0.05746925598071196,2.350029524115414,-0.20132790204213347,105.80793678577609,85.18889550324971,136.44454650927668,93.74427349271507,79.88689916183108,95.3703736771908,91.78310961709829,96.57007306352507,104.1572753677051,109.03142130243775,87.33663737858635,0.0,0.0,0.0,0.0,1.2764379194440503,157.99999999999997,201.67719986293017,16.0,1008645.4993617927
CHC,119398.79098767182,1916.0000000000002,29.640268456375843,1916.0000000000002,1916.0000000000002,67.0,86.0,2.6490716942751815,275.0,156.0,10.312045213705403,2.3987283645354998,13.0,1415.5,5792.0,1265.0,541.0,417.0,32.0,365.0,43.0,4.703850229600848,0.0,616.0,3.9144154809295837,2.319293231185916,1.81459856606994,8.035217167328442,0.2033542150849638,0.23465078613953558,1.1505011553904843,0.26016839659285573,0.695869272016955,2.6031946167383953,0.1751792181222183,18.36657828846634,15.776170486584306,2.336027659670029,-0.11726353129800322,0.16975028878995702,0.05248675789830121,34.01377605086542,98.50643703525833,96.4266425846052,0.10675380568844932,0.06286500776474745,0.043888798058636526,2.5129950134320675,0.04587707753678594,101.1184169973734,95.88815651758728,113.37951432647019,98.80011956632246,106.09524705542336,98.1340539268657,98.13260455868772,98.12147389228704,99.50271505985673,101.16730967274349,95.34803465474796,0.0,0.0,0.0,0.0,1.199592303073119,156.00000000000003,187.13605494446992,17.000000000000004,1009201.0471211587
CHW,118338.84142624232,1916.0,27.30786134543135,1916.0,1916.0,89.0,65.0,2.3637216560009606,295.0,155.0,10.369391082441343,2.564755086127455,15.0,1410.6999999999998,5487.0,1189.0,498.0,371.0,14.0,405.0,26.0,2.8534769972354153,0.4606223860494791,644.0,4.1028852891294845,2.5797208341781475,1.7191190512001138,7.575812953123997,0.08921251148704744,0.23482627452744778,1.1283926430335716,0.2673996495451948,0.7007821226015455,2.4475146768319287,0.19315986289785214,23.396328161417717,19.703335722908378,2.939037530980526,-0.44573092081369425,0.5573688848783236,0.1116379382387316,39.084426171404274,84.21257534689191,87.55394196223382,0.11718567075848872,0.07345893385127951,0.04372673849578224,2.514939751231103,-0.08379302083096761,109.54418334877916,79.46536926981877,149.0049589951061,93.43750543282717,77.70988105477475,94.59319491705247,89.44267022497257,96.3476194389228,101.04385539766245,113.1223396202026,81.81325992377701,0.0,0.0,0.0,0.0,1.2324972495924011,155.00000000000003,191.03705726434112,4.0,1008165.2286807968
CIN,120924.22915646924,1916.0000000000002,25.23788546255507,1916.0000000000002,1916.0000000000002,54.0,81.0,3.0923322896773207,216.0,138.0,14.134524392233645,1.3398596834720184,5.0,1225.8,5112.0,1180.0,533.0,422.0,28.0,412.0,41.0,4.253222385380975,0.17539565997715778,496.0,3.6377753010472804,3.0193807977711686,1.2900149179564369,8.649540635455237,0.20528011579906655,0.25266958484493834,1.296546825914045,0.2778208901794255,0.6930645163272965,2.909928077931708,0.18327783066731934,14.770302308866317,7.565329503733665,1.5078259645035068,0.2624295916530471,-0.5604051596775766,-0.2979755650770888,37.02879751998695,118.01413995921378,110.66928422223654,0.09773890474628816,0.08011802071708272,0.017620883499755262,2.828209984339193,0.18240421174561183,93.97216049909177,124.83236471778027,80.60254616644268,106.35377130209818,107.10004015490046,105.66975322259208,110.58964727076798,104.77904149569953,99.10166184569442,92.62416524197421,121.51586858735611,0.0,0.0,0.0,0.0,1.4572228063305597,155.0,225.8698528328384,18.000000000000004,1010691.8962310329
CLE,114141.74546187976,1916.0,26.319967728922947,1916.0,1916.0,72.0,63.0,2.798014988266445,258.0,133.0,8.453812020976198,1.3216619604679303,15.0,1239.5000000000002,5014.0,1203.0,504.0,387.0,14.0,374.0,28.0,3.292295280354981,0.6167002823719241,465.0,3.3675566216148223,2.706560359052076,1.3048787927599836,8.709006334712447,0.10050244433962094,0.26068090197101396,1.2683962993071694,0.2876442725360986,0.6953382013215004,2.681294977164258,0.16979762590318673,20.45452097408374,16.723821584135294,2.0879332846621916,0.046147854667053255,-0.42703436069301687,-0.3808865051865336,33.83065752319484,94.03556015576233,90.44872285613407,0.09283365032513109,0.07425362499556272,0.01858002536910044,2.81670029728538,0.11672001110218663,89.91141940354827,83.37251672103753,113.10060847093389,107.41392795061813,87.54414448336637,105.0080082431957,100.54013788011864,103.64202403118608,100.25891147200097,89.61470815313248,82.69833016808433,0.0,0.0,0.0,0.0,1.0944477781363453,156.99999999999997,171.82819574224513,4.999999999999999,1004054.1835417503
DET,113312.06859351101,1916.0000000000002,26.50615892440222,1916.0000000000002,1916.0000000000002,79.0,60.0,2.9418418099200734,252.0,133.0,12.519684405442398,1.216246679011352,13.0,1242.1,5001.0,1101.0,528.0,407.0,11.0,505.0,53.0,5.317526769181225,0.5744304001288142,464.0,3.3548418309024894,3.649743086200706,1.0582289595040657,7.960851628365426,0.07959892510519041,0.24768308044068016,1.2900660793962369,0.27480845233056356,0.6910811251944288,3.0290180748000735,0.1947493727268336,16.64236549805664,9.653498741681688,2.432165629167757,0.07846925810866298,0.363549050015966,0.44201830166130585,36.91264793494888,101.57120210904459,104.92614714766366,0.09244219210852588,0.10006311687545287,-0.007620925975364301,3.131111694043173,-0.08717626488000044,89.57194333563982,112.4261890055653,91.72218903285297,98.18644175587667,69.3358240778856,99.77219948205891,102.25780504705752,99.01710876875862,99.6450951392939,89.23682342553552,111.44307979580074,0.0,0.0,0.0,0.0,1.3259833499718219,155.0,205.52761944637297,6.000000000000001,1003242.2462764672
NYG,117946.73504765035,1916.0,26.571393361814,1916.0,1916.0,74.0,58.0,2.7277025576090845,231.0,138.0,14.472806441012159,3.488744659875123,10.0,1217.2,4969.0,1112.0,452.0,370.0,36.0,293.0,39.0,5.41628327308577,0.4405192244495564,587.0,4.330581296936877,2.1600978019279116,2.03313699253697,8.203658605976306,0.26552776856044485,0.23851013773080137,1.1515284897671352,0.2664412404787291,0.718081729487348,2.5523361591507774,0.18476857104419978,14.405733609509003,10.140216961503029,1.9879170737844152,0.4957246499597008,-0.2590016933048473,0.23672295507377816,35.11419651659546,109.61159609132842,102.16057326669598,0.11861233952021032,0.05900802159875122,0.0596043176823858,2.324408781313473,0.1753663984583071,111.86894379456562,89.30642893251142,126.78502334345447,100.87125640454009,138.53282654468413,99.74808566914507,98.22023158770989,100.48725196386941,102.67888600942234,112.40527798148764,89.49810239415686,0.0,0.0,0.0,0.0,1.3340871064738744,155.0,206.7836034641899,30.0,1007776.0847025962
NYY,117747.76957619985,1916.0,25.71014594442885,1916.0,1916.0,80.0,74.0,2.7720517861702896,258.0,156.0,10.909205725512209,1.4985966881841142,17.0,1425.2,5640.0,1249.0,561.0,440.0,37.0,476.0,47.0,2.272523154644962,0.03171484703901207,616.0,3.8824639505795298,2.998553285795625,1.4015937961893066,7.872104983387433,0.2332284168419039,0.2435603583508695,1.2078509187981175,0.2707751511578505,0.7057570813015717,2.8875992441154668,0.19992322437552618,15.019127165371202,12.557675881311297,2.4465461651818923,0.14186001692721087,0.5163145926514384,0.6581745859221932,30.653662643839453,98.06694470640849,102.50823388507621,0.10935552435868649,0.08402651162994668,0.025329013410749373,2.7357124501384735,-0.11554745794517672,103.65908692941947,92.36702707286925,121.48339912952885,97.09187076084476,203.1570710125023,98.11147623030575,95.7409746314484,97.56385717649941,101.76118144986953,105.56369847685299,93.58266698959332,0.0,0.0,0.0,0.0,1.1253856041257368,156.0,175.56023412228566,9.0,1007583.0040696043
