Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerTeamId,playerid
BBB,115145.69789674951,1948.0,26.92472198460223,1948.0,1948.0,21.0,7.0,3.6980114964523785,50.0,28.0,3.05945252352438,0.416595380667237,2.0,233.79999999999998,1049.0,259.0,131.0,97.0,11.0,82.0,0.0,5.0,1.4059024807527802,,151.0,5.764884251997288,3.1292094362334084,2.043496143892216,9.886864904358944,0.4214152785994758,0.26820461938027684,1.446230482288039,0.30853607455882553,0.6586354401710864,3.1882440565517376,0.23326041693327632,6.638198396430007,3.50314768665703,1.2611499391018173,0.42238541360437826,0.09358690343351067,0.5159723100700983,9.055603079555175,77.57881010701368,93.02394458716464,0.14482813153550045,0.07776689171941831,0.06706123955517537,3.202127689213582,0.5097674399006402,108.57183419381883,83.1026630579655,144.9172539808003,96.36452024696864,108.65986370461762,97.34629426219503,92.80402248377924,98.57727244303837,113.303722729225,112.9197751649243,85.49989448932617,0.0,0.0,0.0,0.0,1.7387175278015399,28.000000000000004,48.684056988937215,1115.0,,1013675.2425149702
BEG,111037.0,1948.0,29.834945820433436,1948.0,1948.0,36.0,21.0,2.5764837274082426,85.0,59.0,7.2281346749226,0.7380030959752322,6.0,516.8,2132.0,450.0,210.0,149.0,8.0,158.0,0.0,8.0,0.6745356037151704,,333.0,5.784245955071863,2.7387537350644795,2.373820844591718,7.797518672421117,0.1390967012309208,0.22634513707102885,1.1706969341650664,0.26836370649262536,0.6820086096633128,2.6283389724226214,0.2354534334791022,14.863542589356102,9.17368021607399,2.573147150373588,0.24389538434896355,0.5352665338918983,0.7791619030250548,13.98780959752322,76.47157396388896,84.7720190173313,0.15852808079334366,0.07310886137383901,0.08541921941950466,2.9818319176076074,-0.05185524501437863,112.30670826310981,85.81476832398182,147.09497256165295,88.16571523242146,50.70462792459417,90.58749746026677,87.5423206701622,93.85470164849103,105.74748565634857,119.43717398050184,88.89010733067846,0.0,0.0,0.0,0.0,1.5767982256191952,59.0,93.03126553679029,1132.0,,1012204.9663312694
BOS,116278.11710526321,1948.0,29.93369883040936,1948.0,1948.0,95.0,58.0,4.140209637104499,288.0,155.0,9.993859649122811,1.663596491228071,13.0,1367.9999999999995,5986.0,1434.0,706.0,631.0,81.0,581.0,0.0,18.0,2.6284356725146205,0.6553362573099418,508.0,3.3365348486319997,3.813515708089751,0.9250360459634505,9.41289629188243,0.5308246501284216,0.2654333112708644,1.4696013333302422,0.2812098231741463,0.691930853269737,4.0896048061186585,0.19457998465935678,30.97424414392714,21.791673370637,3.1166320400524965,0.10502551705208858,-0.08478187489301536,0.02024365554683521,29.99144736842106,90.24866343778247,89.01663390481697,0.08496444415789478,0.09616880924122811,-0.011204363894736846,4.141314923211142,0.05060483098584037,94.54491854494454,88.94502422224993,112.38414114205253,102.41679676625698,91.18166592279447,101.47040101703287,98.13137092700467,101.34160630129908,100.28792547945703,95.26519393440273,88.75338178930977,0.0,0.0,0.0,0.0,1.1000802090643278,155.00000000000006,170.51229128699035,3.0000000000000018,,1006148.6567251465
BRO,115576.80706051874,1948.0,26.27665706051873,1948.0,1948.0,84.0,70.0,3.7494102359373747,366.0,155.0,7.160734870317004,1.3354466858789626,22.0,1387.9999999999998,5980.0,1316.0,667.0,581.0,119.0,633.0,0.0,31.0,4.1136167146974065,0.2351585014409222,670.0,4.332254281466099,4.080014513310152,1.230507583310519,8.506226720302353,0.7691036655146715,0.24656541138448104,1.3984712481791672,0.2626972866638669,0.7299264706621038,4.3287586453435205,0.2371927615799712,19.510330948313054,12.344030423089862,2.894445918385015,0.30945156093560516,0.6403292614254721,0.9497808205800518,34.64135446685879,92.44756170898263,102.10508497477895,0.11289107638688764,0.10441379203314123,0.00847728419596542,3.905135137330374,-0.5793484094061465,111.80066079354455,112.9796747569147,114.75962073334674,94.04721020249985,110.79610316326996,95.49315071643386,99.44946618046714,95.82442851201152,104.03441194230957,112.95090835714748,112.0975643077588,0.0,0.0,0.0,0.0,1.0438078674351585,155.00000000000003,161.79000580638908,22.0,,1005456.6836455332
BSN,119362.54852839469,1948.0,29.29585798816569,1948.0,1948.0,86.0,60.0,3.4405211585481847,303.0,147.0,12.883040036886191,2.001229539691078,15.0,1301.3,5521.0,1277.0,555.0,499.0,89.0,422.0,0.0,14.0,1.5642818719741798,0.0,532.0,3.6721152274688875,2.9106577180520037,1.3701033548397756,8.805837156311181,0.6144376140318243,0.2500464510905877,1.3018327638181315,0.26496986763064917,0.7318946685376162,3.82768173606702,0.18881228833474215,25.146001906562667,13.812673650378201,3.869775546137104,0.6793041529391133,0.6869922050078884,1.3662963422994512,35.63236763236763,91.99432184603637,97.32848510993452,0.09664101557288865,0.07604329381618384,0.020597721956505034,3.759689899332435,-0.3871605775188349,94.76473038469115,80.59901778325391,127.68654456950124,97.35978657516247,88.51510703190742,96.84133433812917,92.57721500282753,96.65340080614806,104.3149335994625,96.69223557676304,81.63929308867911,0.0,0.0,0.0,0.0,1.313633335126412,153.99999999999997,202.2996804129928,16.0,,1009163.0696226851
CAG,123658.0,1948.0,29.493493493493492,1948.0,1948.0,3.0,10.0,6.618013245548179,23.0,13.0,0.9933962264150943,0.0,0.0,106.0,528.0,150.0,99.0,82.0,4.0,49.0,0.0,6.0,0.7745283018867924,0.0,61.0,5.09504900656044,3.980972896941099,1.4395754722075471,12.399801236296938,0.3359077623824977,0.31283337028431096,1.8200860148042264,0.35166904142068767,0.5533263341509433,3.599724145719474,0.2151610956226415,1.8098349371678988,0.9368652403354645,-0.06508568295470948,-0.11711556931500726,-0.1474235216428016,-0.26453909952509796,3.109433962264151,138.83612675477664,101.6561880864033,0.11772517176415094,0.08903828085849057,0.02868689147169811,3.66261985257027,3.0182890998287055,95.95662146347662,105.72301280530603,102.0894143624407,120.85741120693498,86.61216982713042,113.5445369624764,116.7941801178702,112.35825488309223,95.1876097807827,91.78810737780864,97.89209058033735,0.0,0.0,0.0,0.0,1.3004847735849059,12.999999999999998,16.906294779957467,1116.9999999999998,,1015460.1726415092
CBE,113343.22471910114,1948.0,27.64157498552403,1948.0,1948.0,8.0,12.0,4.817882542435216,32.0,21.0,3.0972785176606834,0.0,0.0,172.70000000000002,832.0,196.0,131.0,95.0,8.0,88.0,0.0,11.0,0.13896931094383322,0.3595830920671685,96.0,4.939706474509622,4.519611176853466,1.3193539643254195,10.04380980158311,0.3783796773988351,0.2614827209809775,1.6181578864929531,0.292805767396872,0.5933087430573248,3.8988160516257095,0.22783180290677477,2.8829246833273356,1.0290134069509804,0.46701077699820875,-0.10656519514601841,0.252138045477855,0.14557285756131574,5.700057903879559,101.07204783869476,107.93069377550248,0.11512089042848868,0.10423514084539665,0.01088574789808917,3.876233582423745,0.9190664908095069,93.03100788724113,120.02767230408324,93.56374573906045,97.8942184751247,97.56334490622746,94.90654545738053,103.8365341621168,93.5514394770429,102.0657033546934,89.75759791543663,114.60010247176334,0.0,0.0,0.0,0.0,1.742831592356688,21.0,36.59947560561069,1117.9999999999998,,1009673.6149392009
CHC,117317.29188627424,1948.0,27.329522678346077,1948.0,1948.0,64.0,90.0,3.9943951498798,372.0,155.0,6.383490460990276,0.8958503451859551,10.0,1347.1,5890.0,1348.0,696.0,599.0,89.0,603.0,0.0,17.0,2.9706777522084473,0.20436493207631207,632.0,4.21400611970008,4.020849197910126,1.0919243528149358,8.988984936223446,0.5934413946780263,0.25426394432542154,1.4455371260148413,0.27504302466437763,0.6942776240242001,4.052540567634961,0.22465117334422097,15.88296462885168,12.893142929300666,1.440327094092455,-0.33355629177812873,0.19009665902044456,-0.14345962020546635,32.684284759854506,102.91055719408303,99.57360391044311,0.10757645988790736,0.1020417059683765,0.00553475474426546,3.9404454964311966,-0.058145417755161494,108.74908030815597,111.34132811158327,101.63586912898185,99.38471940635763,85.49041817672514,98.47474153364017,102.79646128828018,100.32779930613663,98.95347972005797,107.63347541098328,109.5509169122832,0.0,0.0,0.0,0.0,0.9059673506050032,155.0,140.42498216026567,17.0,,1007160.7365451712
CHW,118905.65290068828,1948.0,27.4520922102043,1948.0,1948.0,31.0,67.0,5.0943643687559845,269.0,104.0,3.183000109253796,0.24374522014640007,18.0,915.3000000000001,4171.0,1004.0,583.0,520.0,63.0,513.0,0.0,19.0,3.347864088277067,0.4538402709494154,271.0,2.6568891039565345,5.026460354473803,0.5555392818966458,9.840952964192457,0.6173314868075086,0.2755098592213718,1.65193481318514,0.2843527678067648,0.6581774465453949,4.792426044894128,0.20206755903747398,6.573776026247733,2.21650592982769,0.12400263866172981,-0.18918764290686685,-0.3113397711212943,-0.5005274145580778,30.472085654976507,122.16078093583491,114.77857805002579,0.06501997451764448,0.1218896311460723,-0.05686965359991258,4.689298397148275,0.301938323861857,75.28630010248897,117.2352947261885,67.49337550096887,107.07425732387767,106.04125746625796,105.32248482863086,110.30653295105256,102.47425186108225,95.3957327605337,72.9027384612028,112.49091184543519,0.0,0.0,0.0,0.0,0.8252799246148802,153.99999999999997,127.09297046851007,4.0,,1008714.838304381
CIN,118592.9688245709,1948.0,28.34192902778848,1948.0,1948.0,64.0,86.0,4.388814870837986,348.0,153.0,5.517743052882767,1.1966746208913865,20.0,1299.0999999999997,5718.0,1368.0,716.0,635.0,101.0,556.0,0.0,17.0,2.003771842044493,0.1132322377030252,585.0,4.043590548600788,3.8452899733888,1.1274505933415444,9.458984907902616,0.6989445882045368,0.26501550784350375,1.478252764587935,0.2835162899789417,0.682252029404203,4.1856794945993085,0.2170737188669079,15.562474856780133,11.872396586462855,1.1172057502771782,-0.2682300450071118,-0.16189048693619815,-0.43012052946427565,33.919790624278356,111.00132190493908,101.11720711749707,0.10276914978292666,0.09674185618351168,0.006027292706489109,3.934535027589815,0.20313537623867717,104.35123747147874,106.4799179322103,104.94090023638877,104.58116991080747,100.68907505244732,102.63875087178918,105.12296803347314,103.41860323757453,97.2395049122375,102.82361682009126,103.8610534197695,0.0,0.0,0.0,0.0,0.9739313493957357,153.0,149.01146128638112,18.0,,1008408.3938880768
