Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
BOS,118454.48681304403,1919.0,24.34948681304404,1919.0,1919.0,41.0,45.0,3.322095602604407,121.0,91.0,14.156164739508899,3.150708068078472,2.0,769.7,3207.0,816.0,345.0,285.0,10.0,255.0,13.0,4.824087306742887,0.1729245160452124,224.0,2.6130521980256534,2.9750686672796443,0.9838785999350397,9.51808298727451,0.11678465013137034,0.27746333098699566,1.3881279616171285,0.2982356840657225,0.6918347513784591,3.1166649367863153,0.15179882641678577,14.872224556962413,6.942390215583146,1.9358569099072342,0.6722346484366833,-0.4034334980866128,0.26880116192523534,25.72937508120047,107.26130494109495,102.05890966037563,0.07008461466545407,0.07862314622450305,-0.008538533832662074,3.2943880585775323,0.2054306658180916,81.55523845849115,98.58678568372127,92.66667115723418,106.28184002790425,54.32468735296817,105.03532707232594,104.34238829265584,104.00961383752559,101.90662878914696,81.29775706106363,96.83319441072229,0.0,0.0,0.0,0.0,1.3041171183578018,138.0,179.96828789120607,2.9999999999999996,1008276.1765622969
BRO,117652.80944704173,1919.0,27.897146541995802,1919.0,1919.0,68.0,68.0,2.688241076364409,182.0,137.0,16.0284539738836,2.2117523778816697,1.0,1240.6000000000001,5098.0,1211.0,492.0,371.0,20.0,278.0,29.0,2.8011446074480086,0.4379332581009188,462.0,3.347550074212388,2.0144023129138233,1.779942438009028,8.775205267147474,0.14498790243966345,0.25254802130363774,1.1988452866734773,0.27605251823705784,0.6913077401064001,2.693409072466679,0.1487415486232468,24.66555497213848,18.146329027367756,2.5756429766678486,0.014406482756195464,-0.35422332582440674,-0.3398168312913273,28.55158794131871,90.15683939565443,88.84689318333861,0.09052079663308076,0.05427625223601482,0.03624454579155247,2.7569911246343834,-0.005167996102269232,113.64762694518002,86.24420875309927,141.1417674086057,102.18972755466197,78.32822971976483,101.27430759384683,98.78000511108087,102.85277833979045,100.26061622655635,113.69785179465784,85.97341196498571,0.0,0.0,0.0,0.0,1.4389595518297595,140.99999999999997,202.8931693458834,21.999999999999996,1007491.5934225376
BSN,118004.02702702701,1919.0,28.349197803381067,1919.0,1919.0,41.0,62.0,3.0471450700176113,163.0,99.0,11.995585226660923,0.7347905674598901,9.0,928.7,3882.0,967.0,407.0,315.0,22.0,238.0,11.0,4.74168192096479,0.49660816194680735,275.0,2.660264344233277,2.301929309412115,1.185084555740282,9.354355819893787,0.21289192437272358,0.26604842342076207,1.2951427921451002,0.28328150838966437,0.6825756851189836,3.0054596612598505,0.13761237475611068,13.582162990790655,6.624662784859538,1.2087396857458779,0.33519791022923445,-0.7069140475632827,-0.37171614005691567,27.554215570151822,108.59456620560277,105.5328023372313,0.07082146133089265,0.06117795318079035,0.00964351081081081,3.076203565873433,0.04168540875776075,90.31462504414377,98.554330792366,93.97209986687974,108.93409824418275,115.0126822800886,106.68810521377132,106.71453026491923,105.54618511084577,98.99420290473793,88.95467539094088,96.905686823373,0.0,0.0,0.0,0.0,1.2308531603316462,140.0,172.31940841094612,16.0,1007834.869494993
CHC,116754.1097394935,1918.9999999999998,29.142507034582913,1918.9999999999998,1918.9999999999998,65.0,59.0,2.2412122627316333,194.0,121.0,15.293546337478443,3.701915221929745,5.0,1101.7,4468.0,994.0,355.0,275.0,14.0,260.0,26.0,3.241898883543614,0.0,432.0,3.5243638451429256,2.1199422568442463,1.9014753198711078,8.105859627555967,0.11420367205897967,0.2371338621183118,1.1362002093778014,0.26147842775318497,0.7403664987301443,2.6452500369430156,0.15839274590541888,29.459571113095283,16.14375150948763,5.075699173485485,0.9565773834342085,0.5487376981784019,1.5053151149430875,32.0052645910865,75.66602600812865,87.81366564429405,0.09753820347916854,0.057720392799310155,0.03981780790051737,2.7141119682718293,-0.4040377742113823,119.65036477792545,90.76277433345722,150.7788012591788,94.39500977115517,61.697364465280515,95.09307405823199,93.61830399398225,97.42270399156591,107.3756259422447,122.51200585219719,91.42892655332608,0.0,0.0,0.0,0.0,1.5014023690659888,140.0,210.19621379186964,17.0,1006616.6842153036
CHW,117457.46301020405,1918.9999999999993,28.825892857142854,1918.9999999999993,1918.9999999999993,79.0,42.0,2.938189587659946,180.0,121.0,19.034165451895042,2.9610969387755097,3.0,1097.6000000000001,4456.0,1070.0,450.0,359.0,23.0,274.0,25.0,0.9608236151603496,0.19323979591836732,401.0,3.283907116292301,2.2349652247263103,1.674703807053571,8.752912972080086,0.18833855151849782,0.2560195026397496,1.2208753552007106,0.27899935623423255,0.7006597435696064,2.841865376917774,0.15609102027332356,31.491786828916243,14.667889269068837,5.29890539678005,0.42870415126711037,1.244010882949356,1.6727149748839383,34.440962099125365,92.47198584338778,90.83472494199144,0.09061803128735421,0.06035390170827259,0.030264133725400863,2.8287560819149955,0.09632421074217223,102.49310294953601,74.06149647703303,158.13676931848397,97.73771646250025,87.60939829201872,96.91764349906352,91.77039429483301,97.30094972956321,103.20654175367999,105.11640755392179,74.3325760047525,0.0,0.0,0.0,0.0,1.6733155603134109,139.99999999999997,234.26396460435822,4.0,1007306.0553935859
CIN,118222.13027753755,1919.0000000000002,27.481798883560025,1919.0000000000002,1919.0000000000002,96.0,44.0,2.2324991694620073,214.0,140.0,14.760908876484002,3.7900778363078866,9.0,1271.8999999999999,5063.0,1104.0,401.0,316.0,21.0,298.0,20.0,1.8407893702335092,0.33194433524648165,407.0,2.875496961170787,2.1059104339214842,1.430439723842283,7.799664417994127,0.14835182059412327,0.23234517090344503,1.1006194279906238,0.2507103427528377,0.7331918911675447,2.810716685523051,0.1431508709411117,17.788186706075955,12.516905330121517,4.093441741577201,0.9074492415824628,1.1172417462808184,2.02469097861127,30.200094347039858,79.54881478253142,98.57605569467165,0.08030399048824594,0.05867730021857065,0.02162669163849359,2.93240537407083,-0.5782175160610435,97.62166321052702,90.16201873583941,113.48415540684051,90.82928064105607,80.1455520585763,93.17276050929591,90.68659144829245,93.41068676108493,106.33509010021842,100.86512394723552,92.94466080007187,0.0,0.0,0.0,0.0,1.4048671200566083,140.00000000000003,196.68152862157882,18.000000000000004,1008048.6599575438
CLE,115789.6500462457,1918.9999999999998,27.803077440511224,1918.9999999999998,1918.9999999999998,79.0,54.0,2.981098210030231,226.0,133.0,13.097115950559152,1.5525939628352814,10.0,1189.3,4872.0,1209.0,521.0,395.0,18.0,343.0,31.0,2.2768855629361813,0.11283948541158664,408.0,3.080433939542759,2.565727228387236,1.3405708179719165,9.127543855388936,0.13549607727248686,0.2687962543995255,1.299252342641797,0.292641964264197,0.6853974194004876,2.930831895520492,0.1570156716572774,25.996100012661625,16.827521130559035,3.0890278167008387,0.2884947310189999,-0.20865821580086266,0.07983651144899423,28.839989910031107,89.58680692577106,89.4075742754574,0.08389929167157151,0.06950029202387957,0.01439899903304465,3.019137681064008,0.05026631450973821,96.14255876130515,85.0221721501276,126.28298769045354,101.92096004869062,63.02867737413579,101.7543557782543,97.66181229296863,102.05880557561495,100.95062127180513,97.32270458244174,85.59737921463771,0.0,0.0,0.0,0.0,1.269269764567393,138.99999999999997,176.4286768751971,5.0,1005666.7616244849
DET,114224.1840923104,1919.0000000000002,26.971549370210518,1919.0000000000002,1919.0000000000002,74.0,55.0,3.287367434355028,185.0,132.0,16.931559940103934,1.8666431780146215,4.0,1135.3,4698.0,1137.0,520.0,416.0,33.0,388.0,34.0,2.731436624680701,0.0,389.0,3.0760307430785145,3.065835302861106,1.0450053689342025,8.989048890147494,0.26063403377857314,0.26577032145560026,1.3394315770009553,0.2862566488323225,0.687823429147362,3.290626572729199,0.17210858113362107,17.386232183901807,9.028536524623632,2.374255583098436,0.25466017716901473,0.19322707251306254,0.447887266011928,30.60028186382454,103.05937688061316,104.55042928381128,0.08267493790892275,0.08239922510613934,0.0002757122707654379,3.1886171155855245,-0.003259138374170691,96.00513183279132,101.5945787298846,98.42389985085282,100.37448270024338,121.23907022572497,100.60887159721486,100.68199298864522,99.83192855256326,101.31576431862517,95.902461040134,101.48385678098451,0.0,0.0,0.0,0.0,1.5366919096274114,140.0,215.1370347601868,6.0,1004137.9479432749
NYG,114764.91166269241,1919.0,27.808042488619122,1919.0,1919.0,65.0,38.0,2.6286327883401834,172.0,98.0,12.80175590721873,2.2911337524387605,12.0,922.5999999999999,3778.0,850.0,330.0,270.0,24.0,204.0,20.0,1.892044222848472,0.1961846954259701,243.0,2.3658535724002165,1.986184953367997,1.5055992823368745,8.276991291848262,0.23399778188302847,0.23827529829900454,1.1403529161351398,0.2501608097057145,0.7211724167136355,3.025323836020827,0.12408214156947757,15.98320696184825,6.346562418621033,3.458481448632458,0.03462227941857148,1.5621983470938192,1.5968206178989692,30.823325384782137,93.11319857352179,105.59841128376631,0.06460150474853676,0.0530501961413397,0.011551312024712768,3.053309956803359,-0.3966910476806435,80.31952868287473,85.03611649092781,119.38753702243872,96.38788601935836,126.41490569102288,95.55080149662373,93.96047024285073,93.20593948673617,104.59190145079171,81.14215334463253,84.03134444407321,0.0,0.0,0.0,0.0,1.4181015965748973,140.0,198.5342202376782,30.000000000000004,1004663.9868848906
NYY,121476.94133761572,1919.0000000000002,28.73786132628,1919.0000000000002,1919.0000000000002,65.0,51.0,2.8860042779750232,189.0,119.0,14.60494993387493,2.579539013791801,6.0,1058.6,4318.0,947.0,420.0,340.0,38.0,354.0,29.0,2.463914604194219,0.0,393.0,3.3369800423395315,3.005109396257748,1.1851680230379749,8.040829414971892,0.3225401230318038,0.24024571634490663,1.227326534581071,0.2589069814233804,0.7148317223691669,3.29437236058041,0.1818504352966182,19.103413439211334,9.111458143685013,3.8202196312141004,0.14382798208640604,1.530804959475437,1.674632946965027,32.9078027583601,88.77680112414053,102.70145669031196,0.09138151435291897,0.08165100544492729,0.009730506006045723,3.075159594272655,-0.40836808260538643,104.14954714255371,99.58226486109946,111.62512869443967,89.78637260426127,150.03591073638836,90.94638669639271,92.25531462095842,90.29373946999208,105.294061540201,106.00204007422786,100.56234298766803,0.0,0.0,0.0,0.0,1.433679864915927,141.00000000000003,202.1490345338151,9.0,1011232.4718496128
