Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
BAL,117894.57191116225,1963.0,27.86451520161001,1963.0,1963.0,85.0,71.0,3.381933594719572,381.0,157.0,5.750521095378423,1.3536979803061886,42.0,1391.2999999999997,5844.0,1292.0,585.0,524.0,127.0,480.0,62.0,27.0,3.2261194566233025,0.2755696111550349,883.0,5.699191490682552,3.097951692035729,2.161651343728168,8.339390851037747,0.8199664880863746,0.24151878413045874,1.270815838119275,0.26903331565576455,0.7526278259124561,3.487658493765214,0.25422212109322223,18.03534632995334,13.552995279431343,2.506646581668741,0.5041838421258794,0.01120942153723656,0.5153932765467351,36.73873355854238,97.18185681334079,99.68077832636416,0.15119590323366636,0.08112135635592613,0.07007454611442537,3.518579538723635,-0.10572489904564178,99.85639740160936,99.56129188891113,117.85075674743464,99.0782528729882,89.03722286540524,99.58723309997038,99.2086288192026,100.77206228270653,102.7009077780846,100.7448413327988,99.1450957974869,0.0,0.0,0.0,0.0,1.0827593761230505,162.00000000000006,175.40681669709156,2.0,1007727.8542370446
BOS,119315.61477281098,1963.0,25.840415347227342,1963.0,1963.0,74.0,79.0,3.8695061894074407,376.0,148.0,4.521393327932837,0.8801826349510272,32.0,1357.8999999999999,5806.0,1278.0,648.0,586.0,142.0,494.0,48.0,26.0,5.7370940422711545,0.1881581854333898,946.0,6.250417077588186,3.2623279867823993,2.2769984119301867,8.439246446707793,0.9380218943226644,0.24068654440393336,1.3001749370544657,0.26967549541134034,0.7231309227866559,3.5896545285879586,0.2724904966028427,21.473310214418035,16.734886085614562,1.9586481273457408,-0.4662138378694865,0.038530379455305894,-0.4276834635339857,39.060608292215925,101.73902820567588,93.88771774398778,0.163695120739377,0.08441709313351499,0.07927802888872525,3.4081377470751746,0.279851660819482,109.51450440748437,104.8439811906726,124.13934693956516,100.2646126605677,101.85643641650744,99.24406951565982,101.50060210231666,101.01260415822793,98.67586567826825,109.07331917138104,103.17308572921058,0.0,0.0,0.0,0.0,1.0234041416893733,161.0,164.76791813033117,3.0,1009113.9050003686
CHC,115654.75560852491,1963.0,28.284001682557477,1963.0,1963.0,81.0,80.0,3.064291015196608,364.0,162.0,8.059310151430171,1.8832725743129555,26.0,1426.4000000000003,5895.0,1332.0,567.0,487.0,114.0,391.0,30.0,24.0,4.385936623667974,0.9397083567021872,833.0,5.245331980519134,2.4601937204034865,2.2023095295029442,8.383076041376984,0.7169828069980855,0.2422760896315752,1.2048077513089412,0.2679524297127285,0.7462437675946436,3.2195175245890413,0.22667567637689282,26.69605506137347,18.53746649529785,3.9906203466113936,0.2937628669202389,0.457570395767686,0.7513332676593749,35.59569545709478,89.34799603068568,94.42104875576317,0.1413450377600953,0.06617337035964665,0.0751716665514582,3.4574141032985635,-0.15522650939243351,88.86422119376145,87.24376130158497,105.28630096000555,100.90855249214496,95.42504189613882,100.8780357073259,97.44564588902543,99.06718076786481,102.06116297469052,90.13504620338725,88.32984073499136,0.0,0.0,0.0,0.0,1.1977629493830622,161.99999999999994,194.03763028716872,17.0,1005539.2901009533
CHW,117419.74488619996,1963.0,28.20707288965716,1963.0,1963.0,91.0,60.0,2.9589996934107545,323.0,162.0,7.125396139441084,2.7129069432440223,25.0,1388.3999999999999,5738.0,1235.0,516.0,458.0,92.0,414.0,34.0,31.0,3.5060501296456357,0.0,884.0,5.717196673557924,2.673620554415821,2.4137500425460963,7.982276878781883,0.5949704197557729,0.2324784589271374,1.1839886036886338,0.26364259665291867,0.754963808604869,3.026035884632329,0.24157020365672716,28.697646104522722,22.59733202215284,3.5943846611482626,0.2222204133188709,0.10474338152831422,0.32696379810352727,32.93690579083838,85.03148285453803,86.41870853046711,0.15448183997191012,0.07108975188562375,0.08339208807764334,3.358769027334704,-0.06703619122157421,100.17186893813013,85.92423087251807,131.59488925134173,94.83546954748418,64.60570600360705,95.85956870084694,92.43029744053837,98.75285559159752,103.01966780412506,102.93432713297756,86.88464500157993,0.0,0.0,0.0,0.0,1.0234584600979544,162.00000000000003,165.80030234991318,4.0,1007261.2500000001
CIN,119923.97453619498,1963.0,28.58246635140051,1963.0,1963.0,85.0,74.0,3.2252720833851827,298.0,161.0,8.625609312477264,2.899454347035286,31.0,1374.5,5677.0,1239.0,558.0,493.0,111.0,394.0,23.0,35.0,8.236740632957437,1.671880683885049,993.0,6.496164517686748,2.5772162261917138,2.7409694301025826,8.106007811169313,0.7261936570020445,0.23565865641012348,1.1870248930401142,0.27195422098032385,0.7363300082466352,3.0197965289592594,0.2638968620923972,27.57987655742509,21.108115509152412,3.255296753346378,-0.16171308329244877,0.06734383949222601,-0.09436925938939042,32.435794834485264,95.92774441706788,90.37433985396943,0.17546941014914513,0.06896739827355403,0.10650201067442708,3.0814499808433458,0.20547555442592286,110.05530303034254,91.39363107697282,130.9462681312497,97.57343374649373,96.65093704864167,98.12269296665517,96.00735657865518,100.54672017464367,100.70529238106583,111.89599213911802,92.05937648411918,0.0,0.0,0.0,0.0,1.1671183273917787,162.0,189.07326601568937,18.0,1009711.9238995997
CLE,116423.81612390789,1963.0,28.389038919777608,1963.0,1963.0,66.0,74.0,3.9177920807242117,386.0,135.0,4.368943606036538,1.14328832406672,25.0,1258.9999999999998,5354.0,1191.0,626.0,549.0,157.0,435.0,53.0,27.0,3.0507545671167597,0.3092136616362192,895.0,6.387092124211456,3.1036136625804254,2.34008511209452,8.497541037499591,1.1204932102297303,0.2430200468659776,1.2890171888977797,0.26914083604518757,0.7221241274590946,3.776985252714089,0.27704693929467833,10.970192500856587,9.103106394410133,0.9468359173326572,-0.3536845098359465,0.11589039971695428,-0.23779411667675326,35.63685464654488,109.30482347829003,104.85290891198807,0.1673431266592534,0.08025741998252583,0.08708570586735506,3.31444561671517,0.14080682801012295,111.9092086024231,99.74325505622461,127.5787615618265,100.95719636491329,121.6703427858733,100.20625990786314,100.62955150463684,100.81233629618023,98.53848202594426,111.50405813237552,98.08920776803845,0.0,0.0,0.0,0.0,0.9209473026211281,162.00000000000003,149.19355766104744,5.000000000000001,1006290.7004765688
DET,115166.32307580914,1963.0,28.478748823401638,1963.0,1963.0,78.0,80.0,3.844482441968645,365.0,162.0,5.363840417058866,0.9853015712113533,25.0,1381.1,5895.0,1346.0,659.0,591.0,184.0,445.0,26.0,47.0,3.697994352327855,0.838317283324886,887.0,5.769503864940052,2.894162015240318,2.2185935714966334,8.75528967655074,1.1971227474113038,0.2484616232351379,1.2943835213101176,0.2678344348510618,0.7494148274599957,3.9927758833706584,0.25631423570487294,11.951430571551638,9.513094049645588,1.6347751181218515,0.3267286999868467,0.01541254129117818,0.3421412446913009,32.267178336108906,104.41320369170546,107.93117038951868,0.15037879978640215,0.07463945407501267,0.07573934605966261,3.45060195214283,-0.14829344140201253,101.08835116164467,93.01194396088,120.95518185382176,104.01944459068156,129.9912696520819,102.45002548600611,101.04848433852722,100.32299637119824,102.26247340586588,100.2003889318663,91.22302861055813,0.0,0.0,0.0,0.0,0.9703395206719284,162.00000000000003,157.19505578241947,6.000000000000001,1005057.8444717979
HOU,116779.84606804237,1963.0,29.624511991076403,1963.0,1963.0,66.0,93.0,3.394411631531758,389.0,160.0,4.683003346346903,0.9067205800334635,20.0,1434.4,5969.0,1317.0,629.0,544.0,93.0,372.0,22.0,35.0,3.416550474065811,1.4362799776910204,926.0,5.801494023631598,2.3294871723090202,3.1825986253116283,8.223052816829082,0.5827576384949775,0.23490051499124648,1.172504443237567,0.2669128227568264,0.6957072412451198,2.8811798204501384,0.23331733368795313,19.20648889640843,18.107278511859477,1.577708195442021,-0.9695905587483743,0.25305809770444304,-0.7165324589880613,33.1494701617401,108.5539289201223,92.74061354240914,0.15600139130925822,0.06168853750418293,0.09431285570831008,3.22771981841137,0.5132318110816197,98.28648598124762,82.60862595109006,152.40783277944055,98.98232495054178,77.56067722391933,97.80702080420211,94.83293301765872,98.68281802729066,95.14945833945336,99.48133261296697,82.34337202252861,0.0,0.0,0.0,0.0,0.9335671172615727,161.99999999999997,151.23772046861706,21.0,1006637.176380368
KCA,119658.54825813821,1963.0,27.358009708737864,1963.0,1963.0,72.0,87.0,3.9228241927103125,392.0,159.0,4.6956025128498,1.2054540262707025,29.0,1400.8,6028.0,1370.0,680.0,613.0,153.0,523.0,33.0,43.0,4.5109937178754995,0.61521987435751,861.0,5.510714993893658,3.3453128360030044,1.7025604276798973,8.776172039590822,0.9796318225008847,0.25024781722255374,1.3468316528437587,0.27315663460724116,0.7347747318817819,3.8762944846837106,0.2537016806210737,17.334990793912496,13.265602458268404,1.9520200948703763,0.3056154013196509,-0.252548555775252,0.05306682986569517,35.618860651056536,103.10966436520648,101.39349332364137,0.14238801392775557,0.08603597158766418,0.05635204245359794,3.6832495549370545,0.04652970802660195,96.55407215161834,107.51093007075046,92.82164552767183,104.2675428130611,106.37470942210793,103.18654011209193,105.14294638212453,102.31653774358706,100.26473811182333,94.87597055385265,105.15165116123475,0.0,0.0,0.0,0.0,0.9929879954311822,162.00000000000003,160.86405136951512,10.0,1009448.2363649344
LAA,116785.49767837796,1962.9999999999995,27.183795078161275,1962.9999999999995,1962.9999999999995,63.0,79.0,3.5228331140999414,429.0,141.0,4.274725274725274,1.1338028169014083,31.0,1292.2,5500.0,1173.0,582.0,507.0,105.0,497.0,43.0,50.0,4.662203993189909,0.25545581179383997,780.0,5.4211719993551055,3.451882796776528,1.6636940646455656,8.152715790298483,0.7295861689607082,0.23596149988113607,1.2893998430083347,0.261661407813256,0.7249289472976319,3.594633624957547,0.25065224389568186,15.41249075005195,9.558774951845407,1.561048442859654,-0.41153877327331656,0.27647642280996965,-0.13506239170727208,38.59317443120259,102.29003861753002,103.83007194177507,0.14193775264664912,0.08975609764587524,0.05218165710725893,3.733294213661236,-0.07180051085760596,94.98517578065241,110.93585209211044,90.70269586839204,96.8604123612075,79.2231478592195,97.29575683267873,100.65942411755326,98.01075982305802,98.92121782960758,94.57595268031048,109.69832509517863,0.0,0.0,0.0,0.0,0.9782728811329514,161.00000000000003,157.50179815063572,1.0,1006643.127998762
