Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
BOS,118835.88286769428,1903.0000000000005,28.444203596660245,1903.0000000000005,1903.0000000000005,91.0,46.0,2.525983035569024,158.0,140.0,26.396836865767504,4.631984585741811,4.0,1245.6,1129.0,495.0,350.0,22.0,265.0,36.0,3.8399165061014773,0.1960500963391137,576.0,4.157265324825021,1.9126003799113778,2.626430052975273,8.148168684610132,0.15878899276407657,0.24283766578210145,1.117863229391279,0.2732216216469382,0.6709985197655748,2.784218342629022,30.944432289461027,14.491034507751465,5.062014058203596,0.7243403957949744,1.0199181465772993,1.744258555780448,33.26782273603083,85.23629087886813,94.66852229430235,2.718339201136937,-0.2582353070599986,107.63061566058451,91.75680188563828,141.73590334293738,92.72443229591507,93.81591261597211,94.41990295205305,92.5389172273635,95.53827315613877,104.84098229810276,0.0,0.0,0.0,0.0,1.8849614804110473,141.00000000000003,265.7793588975185,3.0000000000000004,1008649.4796885037
BRO,118114.60245448144,1903.0,27.001609496026557,1903.0,1903.0,59.0,50.0,3.4124471671512,128.0,114.0,28.094859672065184,3.4175636253898,4.0,994.1,1009.0,552.0,377.0,15.0,311.0,54.0,7.487878483049996,0.29976863494618244,369.0,3.3400914854450288,2.815110635035441,1.2589166392043056,9.13281182786746,0.13577517651749121,0.26394125190040146,1.3275469403225444,0.28920045582418935,0.6078219326063776,3.309740932235327,28.648212677779394,9.255910206586123,2.6554019502945416,-0.87722298908372,0.6506992231467256,-0.22652377269899043,36.17724574992456,105.10338267453199,101.28930590604661,3.303962978950701,0.10270623491587288,97.12993277807523,97.00525993843952,106.2409347210897,97.92001563229795,98.49944609089096,98.21751214895576,97.70293908809667,97.97470950301107,97.88799152007913,0.0,0.0,0.0,0.0,2.072241859973846,139.0,288.0418737948918,22.0,1007950.5854541797
BSN,120394.16346489696,1903.0,29.182850157177782,1903.0,1903.0,54.0,75.0,3.2835973313646325,145.0,130.0,26.754278728606355,1.8473629060426124,1.0,1145.2,1213.0,633.0,418.0,27.0,423.0,44.0,8.062172546280125,0.0,496.0,3.8965489777217748,3.322818772566474,1.1968899916922806,9.528702685480033,0.21206485873611422,0.2725960997700709,1.427946828671834,0.3022054162578277,0.6385575517359412,3.417796007686385,20.480068752285156,9.146029226481915,2.303711750427826,0.6496637819963986,-0.3741310362268527,0.2755327280526223,33.20974502270346,101.22321450477472,104.708854007462,3.300269833471601,-0.1341986763217523,113.31172871217532,114.50025968769054,101.00645847247117,102.16467102395065,153.84455138719235,101.4381440875638,105.09202935518663,102.38050207672144,102.837875703479,0.0,0.0,0.0,0.0,1.8939852776807542,140.0,265.15834830467657,16.0,1010167.1508906741
CHC,120814.57478097621,1903.0,28.690128846768182,1903.0,1903.0,61.0,43.0,2.6547294511975794,123.0,107.0,24.098076316619366,1.371912120256491,4.0,951.3000000000001,896.0,451.0,281.0,10.0,269.0,30.0,3.9443918847892356,0.0,325.0,3.0727589435107774,2.5420956322316854,1.2420493111941555,8.467543452975276,0.09459324503290181,0.24938166618728216,1.2232932316896623,0.2720893517066656,0.6297326605234941,3.1502129913751453,25.863097511741763,9.426649768836796,4.339928045184356,-0.1665193753329334,1.9172229382263226,1.750703561829804,31.126143172500786,83.35327837758476,98.24712684825536,3.30621797299243,-0.4954835401775661,89.35589666540687,87.59749777646016,104.81748782658782,90.78715327874093,68.62360616029426,92.79961602106412,90.03022075710354,92.17784638807419,101.41665204476573,0.0,0.0,0.0,0.0,1.7850675034163774,138.99999999999997,248.12441998115537,17.0,1011336.1415957112
CHW,119479.55766207344,1903.0,25.33034310552113,1903.0,1903.0,52.0,70.0,2.994025225084677,140.0,123.0,25.350319060390273,2.071118098585037,3.0,1081.3,1078.0,520.0,360.0,19.0,237.0,47.0,4.29103856469065,0.27744381762693054,346.0,2.8782411666217023,1.9714535885486941,1.4543509742994545,8.966124331814385,0.15801232696026835,0.2601974530511305,1.2152864355958974,0.28033086266524365,0.6341375064228244,3.130660872233709,12.597592944035222,5.497876137495041,1.7654340222462757,-0.18579707911461493,0.6652497020968234,0.47945263353139816,34.420234902432256,105.88817036951433,111.47342838000088,3.1862765264754778,-0.13663564714903226,74.51698281878889,94.5802783745003,78.48438575925803,102.03259416221309,93.3570419479646,101.16971840564412,100.60380189120812,98.024184067016,99.08158848925386,0.0,0.0,0.0,0.0,1.9481208822713398,138.0,268.84071643617324,4.0,1009275.2292610748
CIN,117840.12588798944,1903.0,27.986814260133485,1903.0,1903.0,74.0,65.0,3.073918619789937,157.0,141.0,22.645043138531666,2.198355852189484,1.0,1228.6,1277.0,660.0,420.0,14.0,378.0,63.0,3.6724727331922518,0.0,480.0,3.5129350162361774,2.7650180185581674,1.5309334226574964,9.344479360942014,0.10248374040246788,0.2678684662634058,1.3454997088333533,0.29567792511147584,0.6281160239280482,3.197294097683897,33.82307885671873,18.72069436684251,3.9290342409938126,0.1952943766462184,0.19894894583194106,0.3942433113037289,26.68118183298063,86.44590223494737,89.32136094663264,3.2328914833600706,-0.12337547789396018,102.15622639908146,95.27912980987591,129.19663815896044,100.18946873591567,74.34784414856065,99.67890259714342,99.02420178322073,100.16913264085828,101.15629721255998,0.0,0.0,0.0,0.0,1.530459829887677,141.00000000000003,215.79495290585922,18.0,1007723.4045254762
CLE,116687.00878385444,1903.0,25.457283279305653,1903.0,1903.0,65.0,42.0,2.2980464127458795,118.0,108.0,20.52933179964446,2.6464498588309104,1.0,956.3,834.0,382.0,245.0,10.0,198.0,23.0,4.030325211753634,0.0,411.0,3.8567106437337637,1.8575174511893915,2.4505470315403115,7.8230001749456894,0.09365766030069178,0.23493978017284614,1.0756130695705646,0.26370497153153727,0.6488209690358674,2.7239350467469072,24.06535671083396,10.970471229404211,3.58042713569059,-0.37921301818820025,1.365508972786653,0.9862959327934478,22.528913520861654,79.21811347181796,94.63320989091328,2.7893506534562493,-0.42588863400102767,99.84932607765799,89.11420417881453,132.24433569434632,89.02408358859238,55.33493677134727,91.34905481838075,89.04136588146136,92.21055585186386,101.37582382942628,0.0,0.0,0.0,0.0,1.3680009400815645,140.0,191.52015570293818,5.0,1006547.512391509
DET,116867.42488967344,1903.0,26.203442188879084,1903.0,1903.0,62.0,67.0,2.6910557620131907,142.0,129.0,26.126478375992935,3.491703442188879,2.0,1133.0,1092.0,501.0,340.0,16.0,312.0,28.0,4.322418358340688,0.0,540.0,4.2828271426284905,2.4719562284380867,1.8455652836681375,8.651092435538654,0.12690196567378997,0.2527307180363237,1.2358942959974155,0.2858163505172278,0.6682793325931157,2.8841016377113293,26.73598884183647,12.139532908797264,4.275826166942058,1.0184014275009163,0.4242368549147962,1.4426382297845615,30.40097087378641,90.36100637834745,97.55801776367794,2.8813204143114244,-0.19304587569813889,110.88138141588747,118.59183983497536,99.96172991911074,98.44759796638752,74.97637912557362,98.26650982308693,102.30976111572579,99.94231204546264,104.4161200324613,0.0,0.0,0.0,0.0,1.8193356654898503,137.0,249.2489378101723,5.999999999999999,1006723.7435127978
NYG,118865.90059453032,1903.0,27.478874355925484,1903.0,1903.0,84.0,55.0,2.9502330612242664,171.0,142.0,30.51676575505351,2.1074118113357114,8.0,1261.5,1257.0,566.0,414.0,20.0,371.0,40.0,8.583908045977012,0.19357907253269915,628.0,4.476448762070348,2.644118330836777,1.7472803514514468,8.958530283106324,0.1424435172031352,0.2594415995933721,1.289183179327011,0.29501051856891086,0.6761009983107411,2.9419611260152925,44.079879007450984,16.485359750688076,7.161376736461053,2.10352222323772,0.5159170353198237,2.619439227877275,41.231153388822825,91.28177567373487,90.37214419447179,2.8756636712785717,0.008271935208974275,130.17522700772946,91.1130748463764,147.45432031366377,96.05140693772724,103.33705986336628,96.54310675779506,94.87949677514449,99.94303008530781,108.88414085430004,0.0,0.0,0.0,0.0,2.2495731755846213,142.0,319.43958674675406,30.0,1008674.8535077289
NYH,117601.00017548476,1903.0,28.79607981014327,1903.0,1903.0,68.0,59.0,3.0436448396840374,153.0,129.0,21.506361323155215,1.2079494603843115,2.0,1139.7,1112.0,540.0,386.0,19.0,227.0,40.0,3.6360445731332804,0.2844608230236027,449.0,3.5403072507415865,1.789849539128586,2.1156708145977015,8.768794883325429,0.14980677226799893,0.25611753783714214,1.1731827136060016,0.28221042874317975,0.6232412631604808,2.8859714979550866,30.219435138209334,15.997129451367073,2.9725740984274416,-0.5186115345349958,0.22994645735752464,-0.28866508454012485,28.928138983943143,95.17882877380524,90.91392390977164,2.89788084840436,0.15767334172895153,91.65771709338435,85.86784322113982,113.87773854734273,99.78702687039164,88.50902579410379,99.5833697751024,97.11837295701862,98.68141791361441,97.37909151807173,0.0,0.0,0.0,0.0,1.6462694349390192,136.0,223.8921195914936,8.999999999999998,1007437.6889532332
