Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
BAL,116325.52013789622,1896.9999999999998,23.026149836038,1896.9999999999998,1896.9999999999998,90.0,40.0,3.532063271059877,154.0,134.0,25.829899941141843,0.7031867485075254,0.0,1189.3000000000002,1287.0,666.0,467.0,18.0,374.0,71.0,6.1348692508198095,0.0,359.0,2.7152589032138055,2.828798670884969,0.977574487993778,9.733544088115458,0.1361054521339418,0.2770251669962628,1.3958158621111587,0.29754638094034774,0.6249362903951904,4.037956517193447,40.05291476888591,15.19332880154252,5.2657821510589455,1.1401909346990853,0.7764407774652913,1.916631722614641,32.43740015134953,81.65476634763715,93.35008171045848,4.145965942031038,-0.5058932461335701,113.07170079120336,93.0958488935531,123.69845005505016,91.56203679073896,57.55877496481907,93.84116101599007,91.90299878955479,95.53448797100774,107.6645906796844,0.0,0.0,0.0,0.0,1.89185137391743,135.99999999999997,257.291797701769,1005.9999999999999,1006191.7217691077
BRO,116435.06912442396,1897.0,27.58897770298696,1897.0,1897.0,61.0,71.0,4.60252932240738,158.0,136.0,24.093003770423124,0.9343946376204441,2.0,1193.5,1417.0,845.0,611.0,34.0,410.0,52.0,3.9638039379974863,0.23460410557184752,256.0,1.9291335256096667,3.0886843066998,0.6709764495517385,10.674804556808084,0.25605605468576054,0.2957787461218863,1.5292765403897648,0.30745950027610736,0.566025230967742,4.4240860165495235,18.384708633550698,6.637232162058353,1.4716002689928103,-0.4281821952012977,0.41878330855906193,-0.009398858583168235,31.721994134897365,113.42558172993027,109.02799168605178,4.4641276307761055,0.17844330585785706,80.33503123250395,101.64869294372845,84.90273417641804,100.41633743230396,108.28569024210076,100.19386051053633,100.6902872043322,98.71733555579203,97.51533964593816,0.0,0.0,0.0,0.0,1.7750806459991617,136.0,241.4108690981791,22.0,1006297.260829493
BSN,119138.3374392492,1897.0,26.412518853695325,1897.0,1897.0,93.0,39.0,3.6537562034697153,156.0,135.0,28.148148148148145,1.6953242835595776,7.0,1193.4,1273.0,665.0,485.0,39.0,393.0,45.0,5.823613205966147,0.5020110608345902,329.0,2.480255698142971,2.960209545597227,1.010429710531255,9.59175443222925,0.2939756830715556,0.2739879191821014,1.3946626642029418,0.28851162065958613,0.633611614580191,4.2960577954123975,42.094240423893446,14.0258328539785,6.777965167143076,1.4352255559025995,1.8013708815165892,3.2365965035661133,36.19071560248031,82.49330252285841,96.99497576020461,4.248104840283694,-0.6423015919426821,103.28544723825777,97.4205847120109,127.85582125665194,90.22824207308305,124.32183958650494,92.81230553594618,91.8270701883404,92.63365888131906,109.15918286824383,0.0,0.0,0.0,0.0,2.109213956762192,135.0,284.7436366857187,16.0,1008955.6080945198
CHI,114849.01255335173,1896.9999999999998,24.1044438865177,1896.9999999999998,1896.9999999999998,59.0,73.0,4.533800318561361,145.0,138.0,23.781153234580298,0.4455602979328814,1.0,1194.9,1485.0,894.0,603.0,30.0,433.0,64.0,5.781739057661728,0.028454263955142688,361.0,2.7145462949814494,3.2559110320507063,0.8967964814453092,11.165261713637513,0.22550299718548936,0.3050833678193751,1.602352527298691,0.32523477594265426,0.5635289690216755,4.291066805067891,32.22224147012866,13.23093081265688,1.7612429735440867,-0.3406822411899178,-0.593920838150462,-0.9346030776593383,25.766340279521298,104.10234875928579,98.52885007324772,4.266999968327118,0.24273351349346992,113.04202560084303,107.15212947827736,113.4771173227409,105.02999673577683,95.3648517777118,103.34576368371876,105.50174014646943,104.42451926940448,97.08528156974211,0.0,0.0,0.0,0.0,1.5581965955310066,138.0,215.03109247908552,16.999999999999996,1004747.3427901914
CIN,114893.30289917784,1897.0,27.8486369536997,1897.0,1897.0,76.0,56.0,4.085027377508578,172.0,134.0,22.400432713111208,0.8856771960190395,2.0,1155.5,1375.0,705.0,525.0,18.0,329.0,57.0,3.221808740804846,0.0,270.0,2.10088617278393,2.5600531376687616,0.8386516604032885,10.69893831195143,0.14006535282328333,0.29587555401164206,1.4732212721800213,0.3113234114777675,0.6087064129961056,4.0594357072813985,45.30012117520085,16.789151282515377,4.826108652299124,0.7486051955789469,0.25018075626393455,0.9987859379743559,35.98814366075292,90.67644004863158,90.10837466801178,4.251772081959114,0.025591670227180955,87.48733774309093,84.25142535481947,106.11969891471678,100.64336016485952,59.233410543976746,100.22665379379171,96.99950865232718,99.95793803614971,104.86849256108712,0.0,0.0,0.0,0.0,1.8732111466897452,134.0,251.01016933386694,18.0,1004790.1036780614
CLE,121351.53375047403,1897.0000000000002,26.50848937615213,1897.0000000000002,1897.0000000000002,64.0,55.0,3.9247770998145013,141.0,123.0,24.60020857034509,1.4397990140310961,0.0,1054.8,1222.0,636.0,461.0,30.0,264.0,42.0,6.84613196814562,0.21331058020477817,265.0,2.2576273110430867,2.247401112621229,1.1543686718960944,10.408324552967178,0.25502736413298027,0.2904517277833994,1.4061917406209343,0.30472550523844555,0.6018095220885475,4.057696197476528,40.01003789074456,13.15969042852521,4.405861177044834,0.7794683071451631,0.2602676817429297,1.0397359742304457,31.643249905195294,91.12040993462807,94.20635374056734,4.10260924192506,-0.13291909766202706,94.01451902438052,73.96203785628013,146.06929412871935,97.90959870540298,107.85065867571176,98.38935447573323,92.58616508391269,97.83952008644286,103.6802896370169,0.0,0.0,0.0,0.0,1.8452049042472507,130.0,239.87641327282586,1026.0,1011112.4937428897
LOU,115240.12165069433,1897.0,25.33986928104575,1897.0,1897.0,44.0,70.0,4.458278758691675,136.0,119.0,21.099647956190104,0.3462742030119304,0.0,1022.6,1223.0,786.0,508.0,32.0,425.0,78.0,8.970467435947585,0.0,240.0,2.1103215749073243,3.73386221133468,0.59563685457168,10.742187704344849,0.28082572698668623,0.2962737023446606,1.6084499906310588,0.3088706171164443,0.5646707114776061,4.732335372889845,15.623496963290082,6.018492236733437,1.167056240577454,-0.4373600746924085,0.3345853042104474,-0.1027747865248258,25.869059260708,104.20904052107247,110.61491532558053,4.586732958539615,-0.2740566141981703,87.88025679934681,122.8815170883176,75.36955649289199,101.05020092313359,118.76074448546973,100.36152494009286,105.90320797647846,99.17040886954842,97.28198223754293,0.0,0.0,0.0,0.0,1.5189596205750049,132.99999999999997,202.02173922828047,1043.9999999999998,1005128.7772345003
NYG,120445.88369273405,1896.9999999999998,26.877168266267496,1896.9999999999998,1896.9999999999998,79.0,47.0,3.400627112683983,149.0,132.0,26.54308478392656,1.6915216073438988,3.0,1154.7,1171.0,661.0,437.0,25.0,475.0,64.0,10.709794751883607,0.4801247077162899,446.0,3.471663452889777,3.696697980690285,1.0076882944487744,9.113540475253293,0.19451494151750887,0.26353449930193457,1.4233598284381754,0.28858722006317816,0.6293227284099766,4.23053814146529,31.56152610775918,10.520994566380978,5.263524339194059,1.0417613680136921,1.609675080921058,2.651436424827795,33.175197020871224,81.44131569274684,101.31678068239964,4.172001182592841,-0.8299110287813068,144.57070400479552,121.65844114589522,127.50893292149486,85.72975277400646,82.26005329370034,89.27125159929888,93.71654251887068,92.6579319048734,108.4202896666432,0.0,0.0,0.0,0.0,1.9261626916082095,136.0,261.95800686898434,30.0,1010226.7676452757
PHI,119884.47185724431,1896.9999999999998,24.59943181818182,1896.9999999999998,1896.9999999999998,52.0,75.0,4.590166554368391,148.0,129.0,24.378196022727273,1.0639204545454546,2.0,1126.4,1380.0,772.0,575.0,28.0,348.0,53.0,7.083895596590908,0.0,252.0,2.011882149862133,2.778135813478543,0.7741254100266336,11.01710989551579,0.22347137820762095,0.30243116785220225,1.532805078777148,0.3157365629397879,0.5803481191832386,4.265590653845968,28.25541261027154,10.733425145968795,2.1943351374277635,0.05632163756011076,-0.1824759795007677,-0.12615434122992816,30.354225852272723,108.24956198433235,100.59511199074332,4.343101799526032,0.32457590052242247,83.78093750364593,91.42853274052734,97.95479987339618,103.6363540811924,94.50568340695244,102.44734161302861,100.92261244718628,101.37488743385437,99.98290018197027,0.0,0.0,0.0,0.0,1.7780361052911933,133.0,236.4788369671865,26.0,1009679.9885475851
PIT,116964.97405414788,1897.0,24.895869489760496,1897.0,1897.0,60.0,69.0,4.674113536391242,158.0,134.0,24.64352655328011,0.41574106213120443,2.0,1152.4,1397.0,835.0,599.0,22.0,318.0,65.0,5.153505727178063,0.2699583477959042,342.0,2.668765246266268,2.4813913770632916,1.1301591673490106,10.901350446222464,0.17163971648276133,0.3003877905863792,1.486971313698417,0.3207551252777537,0.5396537437270045,3.9738565274418094,33.70467893599802,12.835626065731049,0.9614771804127407,-1.2549223457151135,-0.5842342732033922,-1.8391566554505308,31.700017355085038,112.40960362807165,95.56884579432295,4.055021030331484,0.7002570089494332,111.13556245064275,81.66266445981499,143.00591828868895,102.54742173968151,72.58615772668888,101.75515578349675,97.9048358400482,102.98621868847397,92.97203602303519,0.0,0.0,0.0,0.0,1.787252764665047,134.0,239.4920555228618,27.0,1006820.2215376606
