Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerTeamId,playerid
BAL,116854.24468449932,1892.0000000000005,25.540279454890463,1892.0000000000005,1892.0000000000005,42.0,89.0,4.238525292677666,155.0,138.0,32.748456790123456,0.680727023319616,1.0,1166.3999999999999,1371.0,911.0,550.0,41.0,488.0,2.0,10.713906035665296,0.0,398.0,3.0683875915998278,3.7620854359585763,0.8582860306207133,10.5681619220865,0.31601662531729174,0.2926742413815304,1.592249706449453,0.31379868429952,0.5281985073791153,3.5637231022290847,30.1719705452491,9.113595145521685,-1.2811388132023143,-1.4971219089887629,-2.5556162439634207,-4.052738068176916,39.30272633744857,126.61917498639306,106.46054028473048,3.44880327905428,0.6748021904485811,92.21288527031099,108.97927180372288,89.04266923952758,120.99735475391856,135.62414736657274,114.31314785146441,117.59289694653992,112.78065986538638,90.15119759755622,0.0,0.0,0.0,0.0,2.009586949588478,152.00000000000003,305.4573253571416,1006.0000000000002,,1006707.7963820304
BRO,117507.0529245843,1892.0000000000002,25.67005641330166,1892.0000000000002,1892.0000000000002,91.0,57.0,3.2189767015382578,175.0,150.0,29.09864904988124,2.817621733966746,5.0,1347.2,1237.0,699.0,482.0,26.0,567.0,0.0,12.75126187648456,0.27991389548693585,572.0,3.8198487048242953,3.786570446444861,1.0132067780789784,8.26113618679973,0.17362384132957415,0.24524960048098643,1.33863407036051,0.27245755939879585,0.626308954832987,3.194070915215007,27.119982417858697,10.940507352352142,4.347346927740582,1.1271440284481524,0.7338458314502606,1.8609898263088598,38.25593824228029,102.35135902150216,101.55945204828417,3.230703127088186,0.024905786323251047,114.79621131705024,109.68854825645765,105.11488311451241,94.58367814895213,74.51375515193233,95.78995988153531,98.86254501880038,97.92247345747045,106.89636818586011,0.0,0.0,0.0,0.0,1.8948523522862233,158.0,299.3865186369617,22.0,,1007354.7074673397
BSN,121505.81904439173,1891.9999999999998,23.54269739071501,1891.9999999999998,1891.9999999999998,93.0,42.0,2.9406724067206236,146.0,135.0,42.49678075228736,3.734496780752287,1.0,1180.4,1036.0,583.0,386.0,37.0,396.0,10.0,16.266858691968825,0.0,460.0,3.504640503852826,3.0166998714233064,1.2063752963859706,7.892813757406983,0.28188629438158985,0.2370929122618059,1.2121681809811433,0.25799779276367496,0.6181423172229752,3.189287869464122,55.582741989317036,15.228030174970627,7.772160980582832,0.6702480120694826,1.8698877298005834,2.5401356999103704,48.72348356489326,85.76466308239361,93.01553215304875,3.0806575307837782,-0.24861546274349847,105.32339968399044,87.38710506034248,125.15510257826047,90.3666686082561,120.97650967394836,92.60410826037409,89.52262161557853,92.72556823064085,105.50251402170872,0.0,0.0,0.0,0.0,2.6058229735682814,151.99999999999997,396.08529413857326,16.0,,1011272.0681125042
CHI,116286.09477606148,1892.0000000000002,28.406292221578845,1892.0000000000002,1892.0000000000002,70.0,73.0,3.1069571190326393,158.0,145.0,48.6518668012109,2.609718233330746,1.0,1288.3,1251.0,721.0,445.0,35.0,422.0,0.0,13.76434060389661,0.0,518.0,3.6172907179554232,2.9464942092873687,1.2756875248451447,8.734422820048094,0.24434995922771624,0.25572052055157385,1.2978796699261625,0.28028256874453683,0.588317958498797,3.061218336875131,72.06893129473859,16.868501245975494,6.630627164076011,0.04612021181216404,-0.2949309473677858,-0.24881072353181574,56.0042691919584,92.80221589783626,91.43603985566122,3.0175392438739896,0.04573878215750885,108.70882638078615,85.3534027252111,132.11184497236877,100.0024473810698,104.86712477877502,99.87970767935933,95.85269801365892,100.73481704468297,100.41218941609414,0.0,0.0,0.0,0.0,3.175894908794535,146.00000000000003,463.6811551140914,17.000000000000004,,1006155.2961266786
CIN,117031.25083876059,1892.0,26.607817783966578,1892.0,1892.0,59.0,50.0,3.264387475453757,132.0,116.0,29.072626800868363,1.6747582395895007,1.0,1013.4000000000001,972.0,561.0,368.0,28.0,435.0,0.0,12.91395302940596,0.0,365.0,3.2394092291667214,3.8596606009025756,0.8462032015561476,8.622505334089691,0.24852740440493865,0.25077634717110975,1.386907326110252,0.27076732116489904,0.6232768877738305,3.455614885733677,27.027076784491932,8.111239698017016,3.9740517518654217,0.7604153970243949,0.731202588239635,1.4916180501772316,36.20554568778369,98.954955499717,104.75172767629822,3.4347265395455175,-0.19122741027991957,97.35252235099483,111.80580793713631,87.78913889874256,98.72107793844475,106.65994957007374,97.94860496264467,102.4276843092397,97.3149942267206,106.37886523321879,0.0,0.0,0.0,0.0,1.8315959058614566,155.0,283.89677204096694,17.999999999999996,,1006885.1411091374
CLE,118126.65362704139,1891.9999999999998,23.690467147740218,1891.9999999999998,1891.9999999999998,75.0,41.0,2.280471410201611,128.0,118.0,38.9200531712875,4.228066843904291,1.0,1053.2,906.0,449.0,267.0,22.0,309.0,8.0,8.968097227497152,0.0,369.0,3.1514904879187235,2.639248155490475,1.223229321133688,7.73840232431563,0.1879245120385392,0.23349244129801508,1.1530722755340117,0.25346944548778244,0.6516898410140523,3.0035984187670683,55.50578437463167,14.794657751917839,10.458659446546775,2.590791127275558,2.6080073498994496,5.198798313844444,44.90524116976832,67.54878390688573,88.96819616853763,3.0711352342903018,-0.7231270085654569,94.71033958959708,76.4531659343841,126.90361971304515,88.59877603757464,80.6511419736736,91.19783086583497,85.1581939186797,91.09805983297237,111.22829469357734,0.0,0.0,0.0,0.0,2.455405451955943,152.0,373.2220606994049,1026.0,,1007949.2795290543
LOU,123232.33298380522,1892.0000000000002,23.92951595292976,1892.0000000000002,1892.0000000000002,43.0,54.0,3.090862385223624,102.0,99.0,31.079808924618433,2.221484329488524,0.0,858.3,853.0,488.0,295.0,12.0,235.0,0.0,5.415006408015845,0.0,267.0,2.7977242042905806,2.4626340085319787,1.194130105538856,8.937103965453217,0.12576150986954973,0.26006411586955797,1.2666375526650215,0.28035877864247993,0.5596066454095304,2.9107630683648362,37.48055105722272,10.052300714422017,2.657849027031624,-0.792930234494711,-0.07119772153294869,-0.8641279232758236,32.6255388558779,97.77215575346041,92.07514120717191,3.129759833250164,0.18009931685878797,84.0787590767527,71.33704577884372,123.8847287187285,102.32299116468286,53.97278554716984,101.57623570809135,93.54536452155652,100.76220722510224,95.51183597611222,0.0,0.0,0.0,0.0,1.7902067249213565,154.00000000000003,275.69206768108336,1044.0,,1009486.3007107072
NYG,117732.54220238996,1892.0000000000002,24.47239449402511,1892.0000000000002,1892.0000000000002,70.0,79.0,3.293265991721878,165.0,152.0,47.555664801089094,1.672439872939041,1.0,1322.2,1165.0,826.0,484.0,32.0,635.0,0.0,24.852669792769625,0.0,641.0,4.361753766389967,4.3208587208488884,1.012420008932083,7.926936023214912,0.21771838814676558,0.23722401694943182,1.3608660826737555,0.2673509755291369,0.5576365430782029,3.3154357828488097,40.48123814832888,10.520831455709413,2.4782318128561687,-2.6708891291180894,1.4480268953348627,-1.222862119618378,55.18144002420208,102.88211986687374,103.57471079391452,3.2278352390279132,-0.022169791126931647,131.08184270415342,125.16569466075845,105.03325999814369,90.75734240105074,93.43771305950315,92.65531532755516,100.50445251752768,96.08714422476929,95.17558550782499,0.0,0.0,0.0,0.0,2.94290840266223,152.0,447.32215302709267,30.0,,1007572.5543790653
PHI,118737.19314285713,1892.0,26.515948467347847,1892.0,1892.0,71.0,55.0,2.782200432589644,147.0,128.0,35.92905494505495,3.304263736263736,4.0,1137.5,1039.0,559.0,352.0,22.0,399.0,13.0,10.515604395604395,0.0,414.0,3.2723846744264646,3.1538042655109937,1.0665546428272528,8.212153165409335,0.17390186885116365,0.2441045396605318,1.262884158991148,0.26621124723560774,0.6308279258813186,3.1394693082297898,46.252927194983094,12.45167937874794,7.234347170963392,1.7173304203761801,1.200726697232042,2.918057205708472,47.162461538461535,84.9863614400957,95.89966249448302,3.1923311649848056,-0.3572688756401453,98.34351871625147,91.35871529703549,110.64944435716612,94.02286009376071,74.63307560072882,95.34272029444462,93.26816400853157,95.67752074499465,107.6676518074634,0.0,0.0,0.0,0.0,2.382453964835165,155.0,369.2801256814475,26.0,,1008548.3946373626
PIT,113910.01884510732,1892.0,25.561745589600744,1892.0,1892.0,52.0,60.0,3.245544678360954,129.0,111.0,31.97107729517283,0.13503980651012798,0.0,992.3000000000001,993.0,626.0,358.0,25.0,391.0,0.0,11.789478988209211,0.0,326.0,2.9556924779429865,3.5429198976078613,0.9014379689821627,9.000999402662014,0.2266930810383624,0.2609683767386467,1.3937688111410975,0.28055029125085373,0.5609644321293964,3.381544351155658,29.316483305476794,7.465496368706226,1.702418873486206,-0.8682076123336696,-0.1209258810248837,-0.9891334971022392,40.05522523430414,100.68542924771934,104.90450419269101,3.4188374198296994,-0.1359996727947046,88.8261092272151,102.6305322068918,93.51945630780307,103.05454495238104,97.28936190891912,101.92942328598166,102.93442762899929,100.83103771874552,95.74357867604259,0.0,0.0,0.0,0.0,2.0871292220094726,152.0,317.2433998041019,27.0,,1003828.4544996473
