Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
BAL,115596.6680625964,1888.0,22.04519493419419,1888.0,1888.0,43.0,61.0,3.834382234909036,111.0,105.0,37.90279920652413,0.746087723165087,0.0,907.4000000000001,913.0,609.0,387.0,18.0,282.0,2.0,0.19285871721401807,0.0,373.0,3.6959174389123213,2.7951046704286124,1.3656652010711923,9.045088025246562,0.17849123253921154,0.2620673903814373,1.3155769661861303,0.2895094351560598,0.5032657106975975,3.0337276195384795,24.577570896625275,5.732333238527644,0.8264784311813298,-1.0171755503026403,-0.507272801328108,-1.524448286630098,40.240467269120565,127.76787386078686,107.6067984967197,3.1980604251692535,0.8006546153705567,94.13568402517068,114.43666133046975,84.86741285018854,107.71079517742785,102.38631431958025,105.41145852622476,109.22627856959957,104.48189837181275,95.61214430689186,0.0,0.0,0.0,0.0,2.517667142384836,137.0,344.9203854856287,1005.9999999999999,1005475.8486885607
BRO,116060.99035319744,1888.0,23.834915201493693,1888.0,1888.0,88.0,52.0,2.329685361772592,148.0,143.0,31.832736891240074,2.2102069394740935,0.0,1285.4,1059.0,584.0,333.0,15.0,285.0,0.0,0.0,0.0,577.0,4.037456879191354,1.994394785022473,2.1210936084845184,7.408950206385116,0.10497196316146158,0.22575052676057952,1.0448161101563989,0.2548134356690815,0.5738984614610237,2.578119871919544,36.66551396708401,15.959715247154236,6.381433804446585,1.0490167369520904,1.7022019288234118,2.751218622976687,33.56885016337327,76.00243338253068,90.48870728541742,2.785264515737504,-0.2484345101469527,102.83475519319506,81.65414447176096,131.9546634746901,88.22732470179088,60.21411955139991,90.80371370989845,86.74625539605421,91.96035864944471,109.03119592911423,0.0,0.0,0.0,0.0,2.0658525159483427,143.0,295.4168458555466,22.0,1005937.0308075307
BSN,117224.40527303895,1888.0,25.60329768998449,1888.0,1888.0,70.0,64.0,2.607425533881589,140.0,137.0,36.30177128397683,2.004162925475472,0.0,1225.1,1104.0,611.0,355.0,36.0,269.0,46.0,19.01175414251898,0.0,484.0,3.5548373095164236,1.9757432132701895,1.8094731214986532,8.108769640747107,0.26440792128657825,0.24209787574739974,1.1205014282241441,0.2645219741457413,0.5902572217288385,3.022079903697131,42.76721644360682,14.701929897069931,4.226339932067397,-0.2749948745106748,0.3604783301472265,0.0854834698298135,37.617663864174354,87.47209950629735,94.71767165506034,2.9605618975839594,-0.4146543698155425,94.36117867681284,100.27726025119942,94.63544685150475,96.26243063565555,84.30704341311164,97.15292292540238,97.02348751422645,96.94608853576884,100.08805064615518,0.0,0.0,0.0,0.0,2.4241750534650235,137.00000000000003,332.1119284177934,16.0,1007061.9266182353
CHI,117091.61509242849,1888.0,22.32223850995947,1888.0,1888.0,77.0,57.0,2.958590100088452,147.0,135.0,23.67493880307251,2.5749978897611214,1.0,1184.6999999999998,1139.0,659.0,390.0,63.0,308.0,59.0,13.58504262682536,0.20697222925635184,588.0,4.461592913102085,2.3372139068054736,2.2408196810812866,8.640570201793471,0.4780844711748832,0.2532847658590724,1.2197537898443274,0.2801750509957305,0.6009761333156074,3.2862703912360356,25.545368482133373,11.930180169641972,2.726158306622713,0.5170517831328872,-0.248823753153009,0.2682279785910284,26.11783573900566,97.62418504641,101.88100025945458,2.785688135390708,-0.3276802911475842,118.43050170802273,118.62341503759185,117.19487240811729,102.57564668294378,152.43827821175563,101.64217781637991,105.61768474222589,102.68286930438717,101.90562299301705,0.0,0.0,0.0,0.0,1.6251569367772434,135.00000000000003,219.396175644051,17.000000000000004,1006939.6818603866
CIN,121947.26824728918,1888.0,23.199139676113358,1888.0,1888.0,80.0,54.0,2.7271643254973528,142.0,137.0,36.764525004045964,2.9520148891406373,2.0,1235.8000000000002,1103.0,628.0,375.0,19.0,310.0,0.0,0.0,0.0,539.0,3.9205513558191964,2.2537587972932474,1.8230179493736847,8.02006995145288,0.1381983661700114,0.2397451699314789,1.1415365276384588,0.26820331093153815,0.5677555615301828,2.738547241104854,41.04675663875267,14.12831386551261,6.009413567281383,1.1561039292017972,0.799190136380789,1.955294032889983,38.633759508010996,87.67984404301484,94.33477967637181,2.920832655101763,-0.011382915607501615,99.85715041958917,92.27297815894129,113.6191725347246,95.50466611694884,79.27348114438506,96.43278395038674,94.77650488718797,96.79266950532104,107.86414675951126,0.0,0.0,0.0,0.0,2.49712108755462,136.99999999999997,342.1055162481976,17.999999999999996,1011697.4857582132
CLE,114782.60708630245,1888.0,23.18844022169438,1888.0,1888.0,45.0,68.0,3.434439316525709,119.0,115.0,40.29156769596199,2.4216152019002375,1.0,1010.4000000000001,1015.0,689.0,386.0,30.0,325.0,6.0,0.15637371338083925,0.0,437.0,3.8871381972676695,2.8909788510503445,1.443765161476643,9.032558364615936,0.2667877190002102,0.26120269864825973,1.324837468407364,0.28836288600318477,0.5146792669200317,3.161879987338616,29.06835366446917,5.882025647908449,1.9953105206603536,-0.3763750751951882,-0.4284958990876248,-0.8048709534110114,40.88361045130641,112.840039713943,110.31183377425161,3.1595731159058706,0.27255932918709314,99.0061112425303,118.36192439994292,89.81760412002917,107.5615893647192,153.0350307159128,105.06365326652744,109.99513529277797,104.06811692802525,97.78053073306816,0.0,0.0,0.0,0.0,2.6345354315122718,135.0,355.6621255708515,1026.0,1004676.3980601741
DET,113622.3719766472,1888.0,22.974979149291077,1888.0,1888.0,68.0,63.0,2.739783152627189,138.0,134.0,35.481234361968305,2.6680567139282734,1.0,1199.0,1115.0,629.0,365.0,44.0,183.0,28.0,14.385321100917432,0.08924103419516263,522.0,3.9182652210175144,1.3736447039199333,2.9460249612593827,8.369474562135112,0.3302752293577982,0.24680018870518397,1.0825688073394495,0.2716239030057122,0.5530357260300249,2.793186646525914,43.3084447044845,14.236037191003561,3.118060941990462,-1.3777020472762882,0.2862061036438421,-1.091496081688784,36.92160133444537,96.55073990964947,91.43137929900072,2.6260490468627156,-0.05340349389872465,104.00817039750017,69.71823389926728,154.06766063836852,99.35736248393219,105.3089785066009,99.03994257375071,93.73892662382138,99.54891284273599,93.77651917091077,0.0,0.0,0.0,0.0,2.414767856547123,134.0,323.5788156797331,1031.0,1003552.7798165138
IND,115725.08782132324,1888.0,23.700379266750947,1888.0,1888.0,50.0,85.0,3.802219411918378,141.0,136.0,31.309228824273067,1.3849978929624946,0.0,1186.5,1260.0,731.0,503.0,64.0,308.0,42.0,19.479814580699536,0.27062789717656976,388.0,2.9355080245369187,2.323670634596386,1.3312339547054362,9.544073437016221,0.48511631748343703,0.272898111284311,1.3186382301791784,0.2873217213725646,0.579601942560472,3.586219016184767,19.06237583709916,6.570865499787033,0.3788604297877312,-0.3277015861627727,-1.0857744835084795,-1.4134760814709875,32.16434892541087,129.4686650051457,115.34867740490634,3.288037997924877,0.21600039573361046,77.9214273657511,117.9360371319805,69.62353761908383,113.3014930644556,154.6803977712791,109.51293599847834,114.1800239062064,105.30209117178028,98.28126939308858,0.0,0.0,0.0,0.0,2.045973334176148,136.0,278.2523944718798,1036.9999999999998,1005601.9181626631
KCC,119383.86061392132,1888.0,24.704062229904924,1888.0,1888.0,43.0,89.0,4.290507183155546,136.0,132.0,30.35131863380891,1.6394293125810635,0.0,1156.5,1306.0,896.0,552.0,32.0,401.0,25.0,5.279377431906615,0.0,381.0,2.961547598658775,3.116534364153799,1.0598218485317767,10.152387280985812,0.2487838932508379,0.28526271403853926,1.4743246272377346,0.3060169896954913,0.4982138472944228,3.4637011848563994,22.249905051805733,7.6857180669903755,-0.11715307652151442,-0.6571059587813021,-1.6072996421984869,-2.264405625989001,31.66441850410722,131.33874742586687,112.01690655327702,3.523573705379263,0.8268059982991464,75.4311516912267,127.59657673240183,65.93223182162289,120.89674571789234,142.70765868812862,114.74132171188937,122.40636357713966,110.43935752966823,94.65237347195307,0.0,0.0,0.0,0.0,2.0651394621703414,132.0,272.59850625229046,1038.0,1009191.4502377863
LOU,118993.19436317537,1888.0000000000002,24.018041739808858,1888.0000000000002,1888.0000000000002,34.0,77.0,3.3584114935403186,120.0,114.0,29.046030817242055,1.2312268383070024,0.0,1025.3999999999999,1075.0,733.0,383.0,25.0,216.0,0.0,0.0,0.0,475.0,4.165689845457631,1.8941317766649282,2.1603787004222745,9.426516095074742,0.21921457542029069,0.27059835209601796,1.25784976352663,0.3029400961027551,0.4458959433499123,2.681219761003944,33.429229832309396,12.418187618255615,-0.8208192698061701,-2.4033767392999463,-1.7337684010436878,-4.137145056829413,31.57714062804759,107.76520059570295,92.31213404184231,2.746317027754455,0.6771917325363751,106.10087198112991,77.54919482433793,134.39861547380545,112.25292020589764,125.74607784998358,108.84287025454572,104.43345558714076,109.32892849137502,84.71283911577846,0.0,0.0,0.0,0.0,1.9365181431636438,139.0,269.17608468918996,1044.0,1008810.1138092452
